CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
462512,2,19/09/2000,WOTH,U090634115056,,
674290,1,14/02/2006,MWBC,O076744578534,,
937526,1,13/11/2004,WIRI,M052541597934,,
206597,2,02/04/2002,OOTH,X088488456741,,
520830,2,30/03/2004,MWAS,Z087299441035,,
176194,1,22/12/2003,MWBA,V026634563367,,
516053,1,07/03/2004,REFU,W069108242476,,
452159,1,04/05/2001,MWBA,X039338865406,,
483062,1,28/02/2004,WBRI,E036324894317,,
954067,1,03/01/2006,WBRI,W014957306396,,
589489,1,06/06/2001,CHNE,K098868251302,,
496597,1,05/05/2005,OOTH,O034368881636,,
840676,1,17/03/2011,NOBT,N007278512672,,
74847,2,01/02/2004,REFU,B011373368814,,
51168,2,17/01/2009,ABAN,S007667259333,,
638973,2,16/04/2005,WOTH,C019912669913,,
631966,2,24/03/2008,AIND,J045997388476,,
427037,1,05/01/2012,AOTH,B009085551772,,
684399,2,17/02/2005,BOTH,L080401235103,,
743359,2,31/08/2005,WOTH,E005278955239,,
533065,1,20/06/1998,AIND,C028839807936,,
739464,2,11/03/2012,BOTH,B035365727374,,
394964,2,09/09/2003,MWBC,S036361516276,,
764314,2,06/05/2011,WIRT,O086944287298,,
346792,1,20/12/2002,OOTH,N058930626825,,
564732,2,12/08/2009,ABAN,T050293926948,,
402459,1,15/10/2001,BAFR,A039724760549,,
238224,1,02/12/2011,BCRB,F057541986853,,
883248,2,28/05/2002,WROM,V017513412934,,
368449,1,15/05/2010,REFU,S081720741234,,
351609,2,13/12/2005,AIND,X087595365812,,
381873,1,20/04/2010,OOTH,S033128407167,,
821151,2,23/07/2002,REFU,R021576880097,,
953482,1,24/04/2003,CHNE,H031781669203,,
775467,1,30/11/2005,MWBC,U003026122692,,
957177,1,26/07/2005,WROM,Q002906641352,,
397299,1,14/08/2004,BAFR,D050797487739,,
967701,2,27/10/2007,ABAN,Y056680320603,,
420986,1,17/11/1998,WBRI,A073873384134,,
830061,1,04/12/1998,WOTH,S000000378986,,
863999,2,16/08/2008,CHNE,M002583210023,,
304040,2,11/05/2000,APKN,Z093736297802,,
867314,2,15/03/2008,WBRI,K035792392378,,
830982,2,16/11/2007,NOBT,Q027118742227,,
811637,2,30/04/2006,MWAS,V042675275206,,
624867,1,08/12/2005,WOTH,A021564695993,,
726620,2,07/05/2011,NOBT,W007685093575,,
326601,1,09/04/2005,AOTH,K029784966267,,
166902,2,05/12/2002,MWBA,F084661796634,,
65849,2,16/07/2011,BOTH,K040254967048,,
373276,2,24/06/1998,CHNE,O041218246889,,
768851,2,02/07/2004,BCRB,Q089623340039,,
64515,2,13/10/2011,APKN,J034449270597,,
232850,2,14/12/2006,MOTH,G024869700007,,
387369,2,28/07/2001,REFU,U021495841614,,
233816,2,18/07/1998,MOTH,A051602046552,,
783606,1,24/12/2005,WOTH,K022784927513,,
840771,1,02/05/2003,WIRI,T063182403838,,
672471,2,16/04/2006,WIRI,R055265308203,,
606197,1,25/08/2001,BCRB,B013113598452,,
846961,2,18/08/1999,APKN,T048802571442,,
149017,1,15/08/2002,MOTH,T052794306044,,
904316,1,27/03/2008,MOTH,R085832171907,,
38377,2,19/12/2004,MOTH,W087987165289,,
370317,2,27/08/1999,AOTH,G006842767772,,
191201,1,21/10/2002,MWAS,C024853971092,,
359561,1,18/10/2007,AOTH,H073764284291,,
22785,1,07/01/2010,WROM,K068431737771,,
352379,1,15/12/2000,AOTH,W009342306538,,
479670,2,23/09/2009,BOTH,O031506883488,,
743259,2,24/04/1999,WIRT,J099638788893,,
927468,2,13/11/2012,WOTH,N054892703941,,
846282,2,16/02/2002,MOTH,A060319154964,,
249782,2,01/03/2000,WIRT,J052854015638,,
89768,2,19/02/2006,NOBT,N066393217190,,
52132,1,21/02/2012,WIRI,X001548648978,,
700627,2,15/08/2000,REFU,U087378645456,,
468362,2,27/02/2010,REFU,O095403610148,,
55293,1,22/06/2002,OOTH,O018582273425,,
860593,2,29/06/2011,OOTH,N097473275691,,
255053,2,10/08/2011,AIND,B073305065399,,
853423,2,14/09/2010,WROM,F045618726723,,
466813,1,23/11/2011,REFU,Q059618768032,,
719352,1,17/09/2000,BCRB,I071646212618,,
489005,2,25/04/2003,WBRI,O040692819235,,
638787,1,30/05/2004,WIRI,J019348889669,,
432549,1,30/12/2001,REFU,V005945248759,,
303589,1,06/11/1999,BOTH,V055466036789,,
469026,1,14/09/2006,BOTH,X013535872731,,
366036,2,31/07/2001,REFU,T048178050005,,
721335,2,27/07/2009,MWBC,D048554149534,,
575464,2,16/03/2008,BAFR,O061411824943,,
915597,2,21/02/2002,BOTH,S059948472607,,
283569,2,28/03/2000,NOBT,T050653778590,,
653656,2,16/09/1998,MWAS,R029591321251,,
95231,2,19/04/2007,BCRB,M088802717836,,
225489,1,10/10/2005,WIRI,U026812689745,,
33693,1,25/08/2000,BAFR,H075303826224,,
873162,2,06/08/2003,ABAN,O063044817540,,
385828,1,13/01/2008,APKN,P087542484884,,
448882,1,24/04/1998,MOTH,H050568317759,,
122258,1,21/04/2000,BOTH,B064846036390,,
506234,2,29/10/2008,WROM,K086713503151,,
42513,1,07/12/2009,WIRI,T021586563926,,
353360,2,20/09/2009,MWBA,P044912131235,,
758315,1,20/04/2001,MWAS,A064160546458,,
145670,1,16/05/2001,BOTH,V015497176542,,
558390,2,04/03/2002,BCRB,T092173706802,,
567920,2,04/07/2012,ABAN,U049992020443,,
18360,2,30/04/2007,BCRB,P067114436421,,
26081,1,16/10/2008,BAFR,M059557391909,,
345706,1,14/11/1998,CHNE,G047303513380,,
164053,2,17/10/1999,NOBT,C066189757094,,
149538,1,14/12/2012,BOTH,E097460143708,,
115517,1,16/07/2011,WIRT,E084798235612,,
309174,1,27/06/2001,WOTH,D015752604559,,
734698,2,28/06/2009,NOBT,E087465580415,,
839505,2,31/05/2010,OOTH,H061479135439,,
211511,2,05/09/2005,BCRB,F038657680183,,
168764,1,05/03/2003,APKN,Y057100665200,,
705241,1,03/05/1999,WIRT,U006250155293,,
97372,2,26/08/2011,REFU,V072939654885,,
436493,2,10/11/2002,AOTH,F033148300175,,
511353,2,17/07/2000,NOBT,B017337945537,,
750604,2,07/10/2007,CHNE,I076348844578,,
260452,1,08/03/2010,MOTH,H018974854274,,
963129,1,08/02/2006,CHNE,Q005489235347,,
220178,2,19/03/2005,AIND,I007587312227,,
688042,1,27/09/2004,WOTH,H025172475118,,
6200,1,12/10/2004,WOTH,P001947103677,,
68784,1,17/07/2000,NOBT,S093333854357,,
245701,2,05/11/2001,BOTH,C040053495142,,
265182,1,05/07/2005,OOTH,J078729616790,,
507394,1,02/07/2009,OOTH,Q094937803972,,
378927,2,14/08/2009,BCRB,U025480001757,,
470486,1,05/08/2001,WBRI,K092543060395,,
313752,2,21/02/2001,APKN,F056865680340,,
613116,1,02/05/2006,CHNE,Z059460269445,,
554569,2,08/11/2003,MOTH,S017647301607,,
709756,1,04/12/2004,MOTH,K085972990972,,
251123,1,17/11/2007,BCRB,R047930157002,,
213894,1,25/01/1999,BOTH,G090776789585,,
458895,1,18/01/2005,MWAS,S093072096824,,
481509,1,04/04/2005,APKN,U085901389577,,
40517,2,23/01/2000,MWBC,N024767667325,,
209461,1,29/09/2000,MOTH,F037909230412,,
713147,2,20/10/2002,MOTH,R036713067684,,
340021,2,09/06/2010,BOTH,T056688827628,,
528068,1,18/09/2006,WIRI,R001997313175,,
729684,1,30/11/2011,MOTH,H032557530030,,
888390,2,15/07/1999,BCRB,Y072468224476,,
814456,2,17/01/2011,BOTH,O020811954923,,
756195,1,08/05/2001,AOTH,Q057653242463,,
981212,1,20/01/2004,WROM,I033336218101,,
929757,2,29/09/2008,ABAN,I091685369820,,
391484,1,01/05/2001,WIRI,F003345469750,,
528814,2,25/09/2011,NOBT,O075408152260,,
801651,2,06/02/2007,BAFR,O036652660886,,
618119,1,25/02/2011,WIRI,X006223413958,,
285122,1,20/08/1999,REFU,S053705968186,,
889323,1,30/07/2003,MWBC,X086423577542,,
508676,1,08/11/2000,OOTH,X084457772287,,
680944,2,11/08/2005,MWBA,T081980339984,,
790804,1,14/04/2000,AOTH,F092878425429,,
349347,1,16/11/2007,WOTH,J035650268919,,
172227,1,03/11/2000,BOTH,Z010199198773,,
357631,1,03/01/2006,WROM,U047683843604,,
908666,1,06/06/2006,APKN,O046767627917,,
153608,2,14/02/2004,BAFR,S030592461571,,
729423,1,25/11/2002,BOTH,F028106506648,,
288230,1,09/09/2003,APKN,Y096884610991,,
184068,2,31/08/2004,BAFR,V072397313860,,
944344,2,09/12/2011,MWAS,H005344572221,,
810523,1,24/11/2001,BAFR,X031092280351,,
272613,2,20/08/2007,WIRI,Y008784975894,,
967250,1,24/02/2005,MWAS,N059310421752,,
553475,2,06/03/2001,BOTH,S051873152662,,
548783,2,29/09/2012,CHNE,T042272801090,,
527184,2,08/12/2012,MWAS,E039817722016,,
209193,1,27/08/2001,AIND,T037139584728,,
915084,1,27/06/1998,NOBT,K097920594012,,
623687,1,17/02/2009,OOTH,H021315719485,,
121101,2,13/03/2011,NOBT,F018902494260,,
184776,2,28/03/2011,MWBC,B097544845336,,
502576,1,13/11/2005,MWBA,I060373759501,,
25354,2,27/08/2006,APKN,U026546712758,,
640170,2,17/09/2012,MWAS,V081075845381,,
888914,1,26/01/2010,NOBT,S018072789740,,
683759,2,23/11/2000,MWAS,Q029291603769,,
986924,2,10/02/2005,BCRB,B009126201626,,
720158,2,19/06/2008,WIRI,T037050674086,,
702700,2,31/07/1998,OOTH,S044411757438,,
229052,2,01/02/2012,BCRB,C022464331038,,
119261,1,09/11/2000,MWBC,F027770805599,,
348592,2,19/03/1999,AOTH,W037060771155,,
227393,1,14/08/2009,OOTH,N059925006708,,
417211,1,14/10/2005,WROM,E014380121704,,
930219,2,26/12/2005,MWBC,G087690887437,,
168907,1,30/03/2006,REFU,V077086945808,,
836120,1,12/07/2002,WBRI,Q029194865456,,
696256,1,20/05/2010,MOTH,V076747183774,,
745119,1,06/08/1998,WBRI,C023240426792,,
378308,2,05/05/2010,WOTH,D030211222144,,
909346,1,13/02/2005,WIRI,F044650755681,,
544144,1,27/06/2012,WOTH,D066176922922,,
93026,1,07/12/2007,ABAN,K023843688314,,
171534,2,21/09/2009,OOTH,K053780916790,,
984865,2,16/09/2011,ABAN,R027312488426,,
13963,1,30/03/1999,MWBA,R011185279525,,
123846,2,27/10/2002,MWBA,X078193531357,,
784907,2,14/08/2000,BCRB,O063615542002,,
264708,1,03/03/2005,MWAS,I012734693094,,
945859,2,09/10/2001,CHNE,B059419357013,,
941277,2,05/10/2012,OOTH,Q045277559815,,
607401,2,12/10/2012,BAFR,W007784632933,,
36498,1,21/05/2009,REFU,N008478498099,,
92676,2,03/06/2008,WROM,I000989403836,,
736474,1,22/08/2002,WIRT,J063581283059,,
248507,2,24/12/2005,BAFR,W064507402299,,
368582,2,31/12/2000,APKN,G064213252780,,
754104,1,27/11/2002,WIRT,J012921333133,,
562260,2,23/02/2008,MWBC,S063333856997,,
567317,2,31/08/2006,BAFR,W088712393104,,
599509,1,16/06/2008,WOTH,L088477760047,,
528426,1,01/12/2010,BAFR,M078302002198,,
284810,1,14/04/2004,MWBA,T042628727475,,
258025,2,09/10/2000,MOTH,H054640465460,,
986482,1,04/10/2008,WIRT,D085343692201,,
588154,1,01/03/2012,MWBC,M050182307344,,
351206,2,20/10/2001,WOTH,Q021806186441,,
197813,2,04/04/2010,MWBA,V048518894840,,
635782,1,15/10/2004,WIRI,K047032674866,,
766124,1,05/07/2001,BOTH,A063579361489,,
891526,2,14/05/2005,MWBA,W052703735424,,
687996,2,07/11/2002,WOTH,B077684566157,,
777392,1,30/07/2004,OOTH,R028588064271,,
563137,1,22/05/2008,OOTH,J097874036535,,
840266,1,17/05/2003,WBRI,S078216413366,,
731812,2,08/11/1998,ABAN,G048916878202,,
485820,2,09/02/2004,BAFR,E041443751263,,
44639,1,28/03/2011,MOTH,P085098635359,,
781762,2,05/01/2008,MWBA,Z037060457556,,
866880,2,04/03/2005,ABAN,C058086288043,,
671411,2,26/06/2010,ABAN,N022735386482,,
635872,2,16/11/2002,REFU,S004681227032,,
693625,2,15/09/2007,MOTH,N013051546445,,
869768,1,15/09/1999,WBRI,C032961001067,,
436461,1,14/09/2001,MWBC,P068090456077,,
237371,1,01/10/2010,WIRI,Q075467044468,,
800746,1,19/06/1999,WOTH,J061826591251,,
213551,2,26/07/2006,WIRT,B041627415077,,
943504,1,20/06/2007,ABAN,T095324473225,,
255108,2,25/05/2003,NOBT,Y023705451150,,
750808,1,15/02/2006,WOTH,R039804815382,,
767932,2,30/10/2004,NOBT,Y067825047349,,
476372,1,20/07/2012,MWBA,V095336744071,,
954080,1,26/12/2004,REFU,V075991250295,,
893268,1,26/12/2002,CHNE,W043774476437,,
310329,1,16/05/2000,OOTH,K084093431836,,
258427,2,19/02/2004,WIRI,Y075634326679,,
915917,1,29/11/2011,CHNE,A038143288311,,
663379,2,14/03/2007,AIND,O016616738710,,
887414,2,17/01/2002,REFU,N008852487193,,
760386,2,06/12/2002,APKN,W027283119735,,
415761,2,09/04/2003,NOBT,R039106779619,,
738528,2,07/12/1998,ABAN,U008034005904,1,08/05/2016
835873,2,22/03/2012,WIRI,F075189631838,,
840053,2,28/10/2011,MWAS,E033027216273,,
56474,2,30/04/2005,AIND,R081275631517,,
300018,2,27/05/2008,WOTH,V044233412108,,
639080,1,30/12/2005,ABAN,V004815110056,,
586215,1,31/03/2006,NOBT,W053551030846,,
233709,1,01/04/2001,WROM,U045061671764,,
597547,1,01/01/2013,WROM,Z082262913098,,
826773,1,19/02/2011,OOTH,N038200035573,,
387031,2,13/07/2009,WIRT,Q021998594204,,
331219,1,14/02/2010,MWAS,A075722923597,,
847094,2,27/07/2011,WIRI,T006571082090,,
945341,1,14/05/2011,BCRB,Z007664806784,,
520380,2,08/03/2005,AIND,Q089481526812,,
880930,1,28/05/2007,MWAS,Y046120514154,,
834923,1,03/04/1999,MWBA,M000896857488,,
749193,1,26/10/2002,MOTH,A059879065987,,
736585,1,17/11/2000,NOBT,X008326197876,,
545021,1,19/01/2010,WOTH,H065224061165,,
307583,1,01/11/2009,NOBT,N059816542606,,
521698,1,31/08/2006,OOTH,J043068738103,,
290275,1,25/03/2004,OOTH,X086460259272,,
246299,1,24/09/2007,BOTH,L041479281413,,
703903,1,27/06/1998,WROM,J038408414588,,
954443,1,05/03/2008,WOTH,U069192677773,,
887208,2,20/02/2005,BOTH,Z069944396762,,
872474,2,25/06/2010,MWBA,Y083571003005,,
523546,1,31/08/2008,WBRI,B007155308550,,
813338,2,14/02/2008,REFU,X061420069035,,
297275,2,25/10/2001,BOTH,N065190055044,,
853223,1,09/07/2001,CHNE,E022097589795,,
94728,1,25/03/2001,REFU,F023818737293,,
668242,1,12/01/2006,OOTH,K034275339402,,
767782,1,16/10/2005,WIRI,G002375006931,,
929304,1,22/09/2012,BOTH,M031247154326,,
217219,1,05/06/2002,WBRI,M082779810562,,
439425,1,23/02/2007,APKN,Y007102967450,,
517558,1,28/02/2010,CHNE,M015423123622,,
788850,2,26/05/2003,MWBC,E067432245436,,
958407,1,12/01/2000,APKN,P093581030333,,
378221,1,05/12/1998,ABAN,U018518496286,,
140348,1,19/10/2000,WOTH,H095382814240,,
335615,2,04/06/2003,WIRT,K085167011140,,
814135,1,12/03/2005,WROM,Y052841294310,,
776091,1,10/04/1999,BCRB,C008039531807,,
171639,1,29/06/2008,MOTH,Y032378024281,,
960328,2,04/01/2008,BCRB,D025107038205,,
769099,2,26/09/2000,REFU,V078257458673,,
578631,2,20/05/1999,WIRT,E057532034543,,
899445,2,16/07/2006,MWBA,P083162679786,,
511780,2,15/10/2009,WBRI,M010710875687,,
990237,1,16/10/2002,WIRT,W022495282927,,
43347,2,25/02/2012,OOTH,J056061927307,,
108737,1,10/09/2004,ABAN,M067625170194,,
836963,1,12/10/2009,BAFR,T030374826571,,
235573,2,21/09/2007,MOTH,I021548741982,,
453331,1,16/06/2002,MWBC,V020950245348,,
9407,1,05/08/2006,MWBA,O089879456939,,
436513,1,22/03/2007,ABAN,K076632443194,,
114185,1,09/11/2012,WIRT,O045492509193,,
83823,2,27/07/2003,OOTH,J090085045738,,
975460,2,25/01/2000,WIRI,Z028439914084,,
820959,1,29/12/2006,WIRT,H051074361849,,
473984,1,08/12/2012,ABAN,C025936165863,,
537593,2,12/02/2003,WOTH,M029008608230,,
438418,2,09/09/2011,APKN,Z045444785201,,
322827,2,24/10/2002,BAFR,P084190755842,,
760773,1,10/10/2003,AIND,O016522031162,,
801590,2,19/04/2011,BCRB,W029799156060,,
219402,1,16/06/2002,AIND,C035697495234,,
407571,1,21/10/2004,WROM,P096864785787,,
767465,1,28/06/2011,WBRI,I033804574670,,
378070,2,24/05/2005,MWBC,D003495562197,,
935160,1,20/11/2006,MWBA,O029893831498,,
459147,1,17/01/2011,OOTH,T033456646562,,
963250,2,15/03/2004,WIRI,A029870889392,,
436864,2,05/04/2004,ABAN,K032915095198,,
385898,2,09/05/2005,WBRI,N074847902429,,
54828,2,26/10/2000,WROM,T028162747024,,
709218,1,12/10/2009,BOTH,G001902099064,,
913582,1,01/02/2007,REFU,W076303770194,,
319983,2,27/10/2012,MOTH,O010562330310,,
106210,2,27/11/2007,BAFR,U055390918913,,
377778,2,25/11/2011,BCRB,F026866340421,,
626503,2,04/03/2011,MWAS,O023290426737,,
85906,1,12/07/2004,MWBA,R067102621294,,
374324,1,14/03/2001,WIRI,Q094890096661,,
341824,2,25/12/1999,WROM,F033092531628,,
170710,1,06/12/2001,AOTH,W070585520189,,
972171,1,27/07/2010,WROM,H081301893589,,
250439,1,15/09/2007,NOBT,A061079134648,,
189824,1,30/03/2004,MWBA,D042558319156,,
531945,2,03/10/2010,WIRI,O070224210165,,
334965,2,06/04/2002,AIND,G012953190074,,
431123,2,13/09/2003,OOTH,F035376104465,,
154860,2,02/10/2001,REFU,S023145116993,,
140246,1,30/08/2008,OOTH,F074476438303,,
94921,1,24/06/2011,MOTH,D049215509642,,
968398,2,19/12/2011,BCRB,B032727470385,,
142443,2,08/07/1998,ABAN,N042617845640,,
48852,2,25/05/2009,MWBC,R087597640840,,
60859,1,29/02/2004,AIND,Y000695724369,,
581799,1,28/08/2010,WBRI,E027362179365,,
196569,2,03/05/2003,WIRT,E026993875902,,
77454,1,19/06/2012,ABAN,K045008562511,,
684289,2,15/10/2002,REFU,F078437846796,,
211991,2,11/02/2006,WROM,J091514381501,,
78707,1,30/05/2011,AOTH,B099138967899,,
786084,1,25/05/1999,MWBC,J085693427006,,
191190,1,21/05/2004,REFU,A072803428083,,
687948,1,23/10/2000,MWAS,Y015795217699,,
231939,1,23/02/2010,BOTH,O085555709657,,
478431,2,28/10/2000,MOTH,M070171269652,,
522109,2,02/12/2008,ABAN,E066459570396,,
14212,2,18/05/2008,MOTH,O005910823409,,
464697,1,01/06/2008,WIRT,J098589714038,,
387743,1,16/01/2008,WROM,E022524861559,,
547480,1,31/07/2011,AIND,B031005566492,,
416632,1,24/06/1999,MOTH,Y090909036941,,
833294,2,04/12/2001,MWBC,Z025111976962,,
731515,2,24/04/2000,BAFR,Y025596633327,,
188094,2,06/03/1999,WOTH,S094240044803,,
203673,1,22/12/2001,MWAS,B054505839139,,
467786,1,10/03/2005,MWBA,H015077863160,,
89265,1,02/09/2009,APKN,J040724190726,,
790958,2,05/11/2005,BOTH,D090842880983,,
856162,1,23/04/2011,MWBA,V005187105591,,
347130,1,18/04/2006,APKN,E051069074854,,
648686,2,25/03/2001,NOBT,Z082461255557,,
947021,2,11/11/2005,WROM,Y012468952045,,
889655,2,16/09/2007,MWAS,Q079261670136,,
960938,1,27/03/2002,WIRT,Z019623839382,,
446652,2,09/09/2003,APKN,J023444021330,,
861197,1,29/03/2004,WIRI,E037980531360,,
351861,1,21/09/1999,NOBT,K088899956791,,
137335,2,02/04/2010,MWAS,T014691947042,,
308933,1,19/03/2008,BOTH,S020254771534,,
950537,1,22/06/2007,MOTH,K005791343994,,
123710,2,30/12/2004,BOTH,I022766326388,,
443364,2,26/06/2010,BAFR,Y021368939382,,
19684,1,25/11/2011,AOTH,C004481041679,,
414400,1,07/07/2009,BCRB,E077934879682,,
307874,1,25/08/2000,WIRT,Z081840118317,,
829923,1,02/05/2010,AOTH,Q077140727621,,
396031,1,19/02/2003,MWBC,U082007600134,,
761690,2,11/07/1998,MWBC,E052945539065,,
48336,1,07/06/2000,OOTH,U088362982490,,
671901,2,08/03/2011,NOBT,V002969212564,,
981974,1,22/09/2004,ABAN,K086053830225,,
491319,2,24/08/1999,WBRI,T042406237344,,
741942,1,14/12/2000,NOBT,U046282170771,,
569603,1,04/05/2012,BOTH,O057471845421,,
902073,1,10/02/2003,APKN,E041708069508,,
791260,1,16/07/2003,APKN,S075904725539,,
709593,2,08/09/1998,MOTH,L090072437832,,
313907,2,06/06/2010,CHNE,A009262624347,,
782599,1,16/03/2003,WBRI,P022286774580,,
698743,1,02/09/2011,WROM,J038247621630,,
763454,2,24/11/2000,ABAN,R061107084513,,
671609,2,09/03/2007,WOTH,E028422242711,,
604509,2,21/06/2005,AIND,X005316733565,,
809521,1,10/02/1999,NOBT,X017564032293,,
218176,2,21/07/2012,MWBC,L033720642752,,
285087,1,16/04/1998,AOTH,S017154269069,,
617727,2,02/10/2008,MOTH,Q071471627646,,
283163,2,21/12/2003,NOBT,Y087187718062,,
458636,1,26/12/2002,BAFR,P042291307844,,
956701,2,30/08/2004,WIRI,A099612045641,,
576599,1,10/03/2007,ABAN,C072661206762,,
991899,1,06/02/2001,BOTH,P002164981814,,
661600,2,24/08/1999,AOTH,G003712852252,,
463385,2,30/05/2008,MOTH,G001327671000,,
22796,2,22/07/1999,NOBT,O059348793983,,
144594,1,17/02/2006,MWBA,E023176579832,,
313622,2,01/03/2010,MWAS,O062915527745,,
140670,2,08/01/2009,CHNE,E095601855750,,
790117,1,11/11/1999,AOTH,T085650384626,,
867679,1,18/03/2007,NOBT,B006327956377,,
464977,1,30/08/2003,BCRB,K070763779088,,
527026,1,10/03/2010,AOTH,Z061559208446,,
847700,2,08/06/1999,MWBC,P039560946972,,
539356,2,25/03/2009,BAFR,P046952270538,,
285052,1,06/09/2007,BAFR,V038679472579,,
524021,2,12/10/2002,MWBC,C014920743255,,
377219,2,01/08/2007,BAFR,S027434306291,,
1399,2,21/07/2002,ABAN,M020321390304,,
968176,1,06/11/2001,MWBC,R024777725345,,
886892,2,28/08/2007,MOTH,W083522601239,,
715185,1,26/07/2005,APKN,B063945015746,,
696123,2,26/12/2002,WROM,O083016871995,,
791550,2,25/11/2011,WBRI,H000051213532,,
854625,2,02/11/2005,WOTH,Z055919684547,,
90746,1,19/09/2006,OOTH,G028705593815,,
488449,1,24/11/2010,MOTH,X041624899564,,
857475,2,18/05/2008,APKN,B087227046414,,
320741,1,08/08/2006,CHNE,P056604109491,,
227579,1,28/04/2000,WBRI,F007308224282,,
616101,2,23/05/2000,BOTH,B024980130196,,
385763,1,26/02/2004,MWBA,Y044057284841,,
345659,1,30/10/2009,BCRB,F095306059496,,
738235,1,05/06/2003,BAFR,K062115150945,,
371904,1,17/08/2000,WBRI,I029709177306,,
823455,2,09/05/2002,MWBA,F002200739548,,
918958,1,07/12/2005,APKN,V068310787725,,
501292,1,15/03/2009,AOTH,S064568496655,,
336424,2,24/08/2000,MWBC,K075816327497,,
961609,1,13/12/2004,MWBA,Y040821950768,,
705340,2,09/06/2009,ABAN,G002291653010,,
148253,1,22/05/2002,MWBA,Y005095637890,,
637712,2,25/11/1998,WIRI,P041475295299,,
389557,1,23/03/2011,WIRT,T082662463948,,
345399,1,02/10/2006,MWBC,G080959608602,,
966269,2,06/02/2012,NOBT,J080577732046,,
957268,1,03/12/1998,MOTH,S050686643780,,
46064,1,19/03/2006,BOTH,B039020477474,,
449655,2,08/05/2006,WIRT,Y033778025897,,
369123,2,08/05/1999,BOTH,Y044906561637,,
240392,2,22/04/2007,AIND,D047790651824,,
589659,2,16/09/2006,CHNE,M004403012457,,
406171,2,20/10/2011,MWBC,K035986207700,,
178045,2,09/05/2005,REFU,D049957686220,,
810326,2,15/01/2012,AOTH,Z087790278266,,
475357,2,08/04/2005,BAFR,S043660489711,,
261043,2,15/04/2008,WIRT,O059622332779,,
332804,1,31/08/2009,CHNE,U006060822116,,
362724,2,20/11/2010,OOTH,C031946986744,,
277204,1,26/03/2008,AOTH,E070861129279,,
14094,1,12/01/2011,WOTH,A020651464676,,
662427,2,31/08/2011,OOTH,B016604582001,,
633229,2,19/12/2004,BCRB,Q000969523765,,
629108,1,21/02/2005,MWBC,Z051757448488,,
997246,1,15/08/2006,WIRT,O056597448766,,
824100,1,03/04/2003,APKN,H062190849772,,
248794,1,11/09/2004,MWBC,K076627582134,,
296632,2,27/01/2002,ABAN,P082531519353,,
4011,1,15/09/2012,OOTH,E080382649485,,
472133,1,17/09/2008,BAFR,O028074143306,,
359203,2,04/12/2012,AIND,Y090670190304,,
233306,1,18/09/2008,AOTH,A049610558749,,
876961,1,11/04/2007,MWAS,Q043345678638,,
48127,1,04/10/1998,MWBC,R064140263920,,
187974,2,26/01/2000,MWBA,U064411624015,,
423750,2,18/05/2003,OOTH,X075768156582,,
608951,1,17/06/1999,WOTH,E085261374198,,
135738,2,05/01/2003,BCRB,C034139094380,,
772750,2,20/10/2010,MWBC,K013994471071,,
480877,1,21/08/2002,BCRB,W094361758161,,
938766,1,31/10/2004,WOTH,C043843406851,,
129855,2,25/07/2004,WIRT,A072467134765,,
603534,2,26/01/2010,AIND,V075819878111,,
145206,2,14/05/2012,MWBC,J009971292162,,
4232,1,09/11/2001,BCRB,Y025862911621,,
350187,2,02/09/2004,OOTH,G084998111224,,
260480,2,25/03/2008,AOTH,W070918330943,,
388232,2,25/09/2007,OOTH,K093035590412,,
908437,1,01/02/2001,MWAS,E054620633811,,
837836,2,21/05/2004,REFU,A017122932879,,
615523,2,08/09/2009,MWAS,I004424863698,,
616566,2,15/04/2006,BCRB,X027132558471,,
949852,2,07/07/2003,ABAN,U094953750508,,
768336,1,29/07/2005,AIND,T059005660156,,
737819,2,15/08/2011,BCRB,S095997065108,,
722961,1,11/11/2001,CHNE,Z092082506918,,
94821,1,01/05/2011,AOTH,X023005372579,,
139595,1,11/12/2012,MOTH,U088361807897,,
784586,2,24/04/2009,AOTH,F089603319066,,
730338,2,06/01/2005,OOTH,J079376403712,,
422964,2,19/02/2000,WBRI,F040637901138,,
380015,1,30/08/2006,MWBA,I068455218866,,
377318,2,16/09/2000,BAFR,O069629726574,,
264780,2,03/11/1998,CHNE,E020586630846,,
85457,1,18/01/2011,ABAN,X071834899652,,
645547,1,15/08/2005,MWBC,L079383128292,,
434522,2,27/06/2001,AOTH,E055594726318,,
543407,2,07/12/2012,MWBC,Q062947757246,,
951920,1,08/10/2007,ABAN,R065133226577,,
