pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,boarder,language
a6203b1e-dd3,SCH8,2017-Nov-01 00:00:00,SUR3381,FOR9228,MID6718,PSUR3197,FSUR2489,1b859012-e77,47ecdd3a-011,921f5a37-c,F,2024-Oct-19 00:00:00,2025-Apr-28 00:00:00,1,ad443f66,d494dba6,,134.0,03a820df,,
a64f7b76-f6d,SCH7,2015-Dec-01 00:00:00,SUR2813,FOR5337,MID6031,PSUR6163,FSUR8852,f201ff45-020,1447bd54-ac0,167d6ac7-e,F,2022-Nov-28 00:00:00,2025-Jul-06 00:00:00,1,c34bc858,87094df0,True,125.0,a66a86c6,,ENG
a7045629-a1d,SCH7,2020-Jan-23 00:00:00,SUR8481,FOR4954,MID4063,PSUR7496,FSUR4125,26efd4c3-5db,3eacd2df-0de,d2a18359-2,F,2024-Feb-26 00:00:00,2025-Jul-02 00:00:00,1,d295ac7d,19ee8c06,False,128.0,60e19ba2,,
a810087f-12d,SCH5,2012-Dec-07 00:00:00,SUR7553,FOR3557,MID6115,PSUR2745,FSUR9799,a0db3848-5f5,aad78266-5a3,f706c54e-b,M,2024-Oct-13 00:00:00,2025-Jul-09 00:00:00,1,1e2f7792,c98ab4cd,False,130.0,5ddfc413,N,
aa1698e7-32f,SCH4,2009-Nov-15 00:00:00,SUR6831,FOR2865,MID6918,PSUR2317,FSUR1117,d4688167-126,ec7f65c6-a6a,fea30044-f,F,2024-Dec-31 00:00:00,2025-Jul-13 00:00:00,1,047309b2,7b71c897,False,135.0,87cda13b,,ENG
aa4481e1-178,SCH1,2015-Jan-19 00:00:00,SUR7118,FOR5598,MID7456,PSUR8041,FSUR2997,af032c7f-420,26bfa86b-31e,9ddf6a58-3,F,2025-Mar-17 00:00:00,2025-May-10 00:00:00,1,d72faec7,70399135,False,123.0,cd4fea75,,ENG
ab7b83cd-05b,SCH8,2014-Dec-06 00:00:00,SUR1951,FOR1836,MID9121,PSUR9057,FSUR8414,fee158b5-57c,e423eddb-d09,fe4554ad-a,F,2021-Feb-20 00:00:00,2025-Jun-05 00:00:00,1,87f02a43,0f5000d3,False,128.0,4508d944,,GER
ab8239fd-554,SCH1,2010-Dec-06 00:00:00,SUR5385,FOR7539,MID3491,PSUR6535,FSUR7513,9a2d79b3-e4c,369c32d0-1b6,8e0a04d6-e,F,2022-Feb-02 00:00:00,2025-Apr-27 00:00:00,1,8c6cb466,32218ffa,False,131.0,beaf1b89,,ENG
ab8239fd-554,SCH2,2010-Dec-06 00:00:00,SUR5385,FOR7539,MID3491,PSUR6535,FSUR7513,9a2d79b3-e4c,369c32d0-1b6,8e0a04d6-e,F,2025-Apr-28 00:00:00,2025-Jul-10 00:00:00,2,0e9f8f94,2e24e01b,False,141.0,0b12d6c6,,GER
ab9a1ad1-6de,SCH8,2016-Aug-06 00:00:00,SUR8062,FOR5248,MID1093,PSUR5468,FSUR7393,eef09d9b-0e4,97050617-7ce,1cf8d1d6-3,M,2025-Feb-07 00:00:00,2025-Jun-08 00:00:00,1,3d82029d,a95542b1,True,127.0,b276f1f0,N,
ac358504-5b5,SCH7,2018-Apr-25 00:00:00,SUR2190,FOR7670,MID1089,PSUR4961,FSUR7492,15fa74e2-992,2e51624d-99b,88404b9c-6,F,2022-Nov-19 00:00:00,2025-May-26 00:00:00,1,8e2ee031,28c84382,False,127.0,1cbb1e72,,CYM
ac358504-5b5,SCH3,2018-Apr-25 00:00:00,SUR2190,FOR7670,MID1089,PSUR4961,FSUR7492,15fa74e2-992,2e51624d-99b,88404b9c-6,F,2025-May-27 00:00:00,2025-Jul-02 00:00:00,2,07bdf4b3,51915f91,,135.0,236ece9e,,ENG
acab7c75-578,SCH1,2019-Aug-19 00:00:00,SUR6110,FOR7160,MID5092,PSUR7280,FSUR9239,d7be999e-dcc,d4ac6f38-582,51d65c3b-5,F,2025-Mar-12 00:00:00,2025-May-06 00:00:00,1,71315e25,c6bd6881,False,136.0,6a67c8e4,N,ENG
acacc24b-3c3,SCH4,2008-Jun-28 00:00:00,SUR7864,FOR5367,MID5661,PSUR8972,FSUR7942,e225122b-999,3188e36d-7d9,b6cc634a-9,F,2025-May-24 00:00:00,2025-Jul-06 00:00:00,1,a4f516df,60ede9ba,,137.0,425238c2,,CYM
ad895f74-720,SCH8,2009-Dec-02 00:00:00,SUR1803,FOR5202,MID8237,PSUR7414,FSUR6672,a475c6f3-aef,8d6b6bbb-754,3d56e0a9-2,M,2025-Jan-27 00:00:00,2025-Jun-26 00:00:00,1,4fc270e4,bfe57feb,False,124.0,78d4663c,,ENG
ae5378bb-59c,SCH5,2019-Sep-16 00:00:00,SUR4877,FOR1412,MID6596,PSUR9331,FSUR7856,191dfe6b-650,fa09e9a1-da9,5b0b8436-b,F,2024-Oct-07 00:00:00,2025-Jun-23 00:00:00,1,adeef02d,ab667ae5,False,137.0,cbd8d5e4,B,ENG
aec6a9b1-854,SCH4,2012-Jul-08 00:00:00,SUR8929,FOR4049,MID8249,PSUR7978,FSUR8113,304351d9-5a3,f473dc0b-e03,a65ea6e3-c,F,2025-Apr-08 00:00:00,2025-May-12 00:00:00,1,5261efaa,7ac285d3,False,134.0,2c9ad20b,,ENG
aed87bfe-a39,SCH5,2016-Mar-26 00:00:00,SUR6705,FOR9639,MID1123,PSUR1649,FSUR5327,0f8b70b6-1a3,2a749f60-610,f46c4d13-8,F,2024-Nov-23 00:00:00,2025-Jun-15 00:00:00,1,3e2820dd,77d42372,False,125.0,7745f074,,CYM
af3311be-0da,SCH8,2018-Apr-22 00:00:00,SUR9532,FOR9306,MID4009,PSUR2217,FSUR4272,9d4f42d0-ab9,1ff8dd51-b63,26b1b4f0-5,F,2025-Apr-30 00:00:00,2025-May-14 00:00:00,1,5580a36f,cb914eb9,True,128.0,eb97aa3e,,GAL
af3311be-0da,SCH5,2018-Apr-22 00:00:00,SUR9532,FOR9306,MID4009,PSUR2217,FSUR4272,9d4f42d0-ab9,1ff8dd51-b63,26b1b4f0-5,F,2025-May-15 00:00:00,2025-Jun-14 00:00:00,2,f43276b0,10705877,False,130.0,c65744e4,,ENG
af3311be-0da,SCH1,2018-Apr-22 00:00:00,SUR9532,FOR9306,MID4009,PSUR2217,FSUR4272,9d4f42d0-ab9,1ff8dd51-b63,26b1b4f0-5,F,2025-Jun-15 00:00:00,2025-Jul-01 00:00:00,3,63005906,612f1e62,,129.0,7582552c,,CYM
af823c08-739,SCH7,2008-Apr-10 00:00:00,SUR8920,FOR7525,MID6476,PSUR7678,FSUR8376,f8a1cacc-1f5,41609385-0bf,10350660-9,M,2024-Nov-06 00:00:00,2025-May-03 00:00:00,1,b3829ed2,05b20f4b,False,122.0,b8db7a4b,,
afcb0749-75d,SCH7,2009-Nov-21 00:00:00,SUR7556,FOR3498,MID1940,PSUR9264,FSUR1580,dd597a12-f16,152ac768-044,9d44389f-c,M,2024-May-02 00:00:00,2025-May-02 00:00:00,1,878ddf90,e98f3248,False,127.0,8fd719ef,N,ENG
b075b0dc-b3f,SCH1,2015-Mar-26 00:00:00,SUR8003,FOR7019,MID4959,PSUR7003,FSUR7519,fe9e48bf-321,2ab06582-f91,5ba07eed-9,M,2023-Nov-05 00:00:00,2025-Jun-02 00:00:00,1,2e1b2679,2cb66225,False,130.0,361ce46a,,PRST
b2c2d31f-df3,SCH1,2014-Oct-04 00:00:00,SUR7790,FOR6768,MID1191,PSUR5975,FSUR8911,b3166c0f-385,e462f1e5-0c9,bda96faa-7,M,2025-Mar-09 00:00:00,2025-Apr-25 00:00:00,1,a015a8c9,9184e6c1,True,133.0,ce1681b6,,BEL
b3697bd2-460,SCH6,2011-Jul-19 00:00:00,SUR1246,FOR1958,MID8110,PSUR2361,FSUR9578,e3709b4e-2af,56eff4d4-b33,84de8d7d-a,F,2020-Mar-16 00:00:00,2025-May-17 00:00:00,1,d32fb7c2,28c78553,True,135.0,2e5ea2a9,,
b3697bd2-460,SCH2,2011-Jul-19 00:00:00,SUR1246,FOR1958,MID8110,PSUR2361,FSUR9578,e3709b4e-2af,56eff4d4-b33,84de8d7d-a,F,2025-May-18 00:00:00,2025-Jul-07 00:00:00,2,e7faa178,4ff6f625,False,130.0,cc94b9a7,,ENG
b3fb0568-bc3,SCH6,2014-Mar-22 00:00:00,SUR5304,FOR7221,MID5255,PSUR9673,FSUR4250,3ddf2c90-962,9b778226-228,c76e0f2b-9,F,2024-Apr-28 00:00:00,2025-May-05 00:00:00,1,0b25a230,7f3690ab,False,124.0,1b420fc0,,ENG
b3fb0568-bc3,SCH5,2014-Mar-22 00:00:00,SUR5304,FOR7221,MID5255,PSUR9673,FSUR4250,3ddf2c90-962,9b778226-228,c76e0f2b-9,F,2025-May-06 00:00:00,2025-May-12 00:00:00,2,8018b0c2,dcdd06de,True,126.0,6e7d4a84,,ENG
b42a5f50-8eb,SCH6,2014-Nov-17 00:00:00,SUR6041,FOR5382,MID2981,PSUR2646,FSUR9332,986ac44e-ee3,70105f13-fdc,7070493a-7,M,2025-Mar-11 00:00:00,2025-May-28 00:00:00,1,ea9a58bf,c6c8678b,False,127.0,b85851b3,,ENG
b4389c7a-3ca,SCH6,2019-Jul-24 00:00:00,SUR8663,FOR1515,MID6052,PSUR7249,FSUR6487,590d6fcd-b88,aa82ea12-233,151dad7f-3,F,2025-Mar-06 00:00:00,2025-Jun-01 00:00:00,1,3c83c94e,41352a30,False,124.0,c078be6c,,GAL
b48a097e-0e9,SCH4,2010-Aug-31 00:00:00,SUR9779,FOR8084,MID4271,PSUR8645,FSUR7958,e770a634-e19,5019849d-bb2,afb67d86-d,M,2024-Dec-14 00:00:00,2025-Jun-13 00:00:00,1,c101f8ab,f135a99c,True,134.0,a41d2dcc,,ENG
b49a3015-8ff,SCH4,2010-Nov-28 00:00:00,SUR3633,FOR9776,MID6615,PSUR2081,FSUR2415,23bee71a-d61,1705ef94-e0c,52597ddd-0,F,2025-Apr-22 00:00:00,2025-Jun-22 00:00:00,1,c74dbcce,bc12b52f,False,128.0,853fa89d,,
b50d0df2-7bf,SCH5,2019-Mar-07 00:00:00,SUR5948,FOR9482,MID7328,PSUR6619,FSUR7349,c2b508df-f18,253810fd-ae7,53daa8d9-7,F,2024-Jul-26 00:00:00,2025-May-31 00:00:00,1,420ce015,0e7c0337,False,131.0,f170c6b4,,PNJA
b56a28a9-3bf,SCH1,2014-Jan-27 00:00:00,SUR6177,FOR9230,MID9325,PSUR6228,FSUR1832,1e6b295f-fb1,d59594e5-797,7c449e8b-0,F,2025-Mar-22 00:00:00,2025-Jun-26 00:00:00,1,ca03df8d,5697db38,False,123.0,6ed422f3,,CYM
b5b4d674-917,SCH2,2012-Jul-05 00:00:00,SUR5956,FOR3896,MID1473,PSUR2412,FSUR8771,691f8673-aa4,d09a5992-435,2a43dd0a-1,F,2025-May-14 00:00:00,2025-Jun-22 00:00:00,1,091399eb,4fe1a6d8,False,127.0,39d0cf5b,,
b7300aa4-c1d,SCH6,2017-Mar-28 00:00:00,SUR1386,FOR5426,MID8983,PSUR6664,FSUR6565,7e0ecf39-4a8,8f75cf84-c0e,a1518b54-2,M,2024-Jul-11 00:00:00,2025-Jul-04 00:00:00,1,e721c355,0d80baca,True,140.0,564563b0,,ENG
b86207b3-3f0,SCH5,2016-Dec-16 00:00:00,SUR2368,FOR4621,MID9682,PSUR6942,FSUR9588,3ade8911-327,66344bc8-89d,bf1525e8-9,M,2022-Jun-09 00:00:00,2025-May-26 00:00:00,1,26aca022,cd59a779,False,126.0,b347b12b,,
b90f55ef-f92,SCH2,2011-Jun-09 00:00:00,SUR7140,FOR7280,MID1553,PSUR6424,FSUR2768,0b4c33d5-efe,8c796e62-5d4,249e9715-3,M,2024-Oct-17 00:00:00,2025-May-02 00:00:00,1,189de48d,fc4a31e4,False,129.0,b1a9ed14,,GAL
b9fe41e3-c71,SCH7,2014-Nov-28 00:00:00,SUR4958,FOR1916,MID2692,PSUR2579,FSUR6653,772603e8-559,6bb229fb-1c6,f0015a5f-1,F,2025-Jan-25 00:00:00,2025-Jul-08 00:00:00,1,2a94719a,8bd9f1cf,True,130.0,edb0bf72,,ENG
ba3bbf25-f6e,SCH7,2011-Jun-19 00:00:00,SUR3132,FOR8793,MID7800,PSUR4339,FSUR3868,a54b8af1-8d2,f0f719cb-ff6,47239385-a,M,2022-Sep-08 00:00:00,2025-Jul-05 00:00:00,1,d6158e6a,cbe8cc9e,False,131.0,639406c0,,ENG
baf8974d-5f9,SCH6,2015-Jun-07 00:00:00,SUR4036,FOR5502,MID9091,PSUR2839,FSUR7221,8cb6e6af-acc,b9f9c6f7-b7a,3e27faa4-0,M,2024-Mar-31 00:00:00,2025-Apr-22 00:00:00,1,f05c189a,05d78535,False,118.0,038d5d19,,CYM
bafb1d7f-228,SCH3,2016-Oct-08 00:00:00,SUR2318,FOR2146,MID3953,PSUR8943,FSUR3973,b0be8f1a-8f8,2e95e643-b68,ec5a5dbf-2,F,2019-Jan-21 00:00:00,2025-Jun-15 00:00:00,1,16a77570,e9bf5d13,False,130.0,5f2c7c45,,ENG
bbad749e-d75,SCH7,2014-Aug-22 00:00:00,SUR9505,FOR8755,MID8963,PSUR8946,FSUR2223,548584e3-f83,f35a8732-8d7,d1fdc3de-3,F,2019-Jul-25 00:00:00,2025-May-07 00:00:00,1,593d1bc8,fcebd6d4,True,134.0,d63c9747,,ENG
bc0476f0-0ac,SCH3,2009-Oct-21 00:00:00,SUR8410,FOR2108,MID5459,PSUR1342,FSUR5375,dc83efdd-778,2bfc3f37-551,3f339cea-e,F,2025-Jan-01 00:00:00,2025-May-25 00:00:00,1,f380d620,867ae45d,False,130.0,3ccc50fe,,ENG
bc60a1fd-f9a,SCH6,2018-Dec-09 00:00:00,SUR6563,FOR8484,MID9697,PSUR8975,FSUR8404,554bda32-12c,589b1737-c0f,e307a672-3,M,2024-Feb-03 00:00:00,2025-Jun-14 00:00:00,1,7adb2a02,d0960b05,False,136.0,02e22f41,,ENG
bc97f925-ac5,SCH3,2020-Jan-14 00:00:00,SUR1231,FOR2322,MID5116,PSUR8757,FSUR6390,c438cd7b-674,a33bcb16-1c2,fa3ff917-5,M,2024-Sep-18 00:00:00,2025-May-10 00:00:00,1,e71f156c,4e98773f,True,133.0,8b60466f,,ENG
bcc6fecd-f09,SCH8,2020-May-13 00:00:00,SUR2484,FOR2473,MID6166,PSUR9248,FSUR7104,1e241c26-a97,31c9b1e5-138,f0312221-2,F,2025-Apr-16 00:00:00,2025-May-31 00:00:00,1,cb481030,ca64361a,False,,93a6b5df,,ENG
bd4e9077-97e,SCH4,2017-May-17 00:00:00,SUR3670,FOR4410,MID1911,PSUR1500,FSUR7761,f39fd66a-82c,26254040-699,4a590bed-6,F,2020-Dec-27 00:00:00,2025-Jun-30 00:00:00,1,c0e346c8,ba4095c1,False,126.0,ee8338c7,,ENG
bd82882a-2b0,SCH8,2015-Jul-25 00:00:00,SUR5640,FOR5586,MID4918,PSUR3002,FSUR9786,86534fd5-a31,6bfb2d9c-529,3dcd71da-1,M,2025-Apr-22 00:00:00,2025-Apr-24 00:00:00,1,a22749bc,d1a5eba3,False,131.0,b2a2e7cb,,ENG
bd9281fd-548,SCH4,2010-Aug-27 00:00:00,SUR6506,FOR8034,MID4479,PSUR2404,FSUR2341,4caa642c-bf9,f3cc6201-484,2cda6088-f,F,2023-May-18 00:00:00,2025-May-12 00:00:00,1,12b3db57,cee93f73,False,121.0,21b22711,,PNJA
bd937b7a-ed4,SCH5,2009-Apr-23 00:00:00,SUR4810,FOR3205,MID3485,PSUR3216,FSUR5109,b223da79-c19,9258b58c-746,c23b295c-b,F,2020-Dec-12 00:00:00,2025-Jul-12 00:00:00,1,ee936e97,f2f4c099,False,130.0,d53bd375,,ENG
bd96ac01-817,SCH6,2019-Dec-22 00:00:00,SUR2974,FOR9490,MID1074,PSUR3521,FSUR6947,4737bf98-af0,abc08f1f-1dd,c49fa931-4,F,2024-Nov-20 00:00:00,2025-Apr-24 00:00:00,1,e070aeab,9624e191,False,128.0,0220e9a8,,ENG
bd96ac01-817,SCH1,2019-Dec-22 00:00:00,SUR2974,FOR9490,MID1074,PSUR3521,FSUR6947,4737bf98-af0,abc08f1f-1dd,c49fa931-4,F,2025-Apr-25 00:00:00,2025-May-29 00:00:00,2,196c6ab4,01a376d3,False,135.0,397a9dba,,ENG
be251991-297,SCH7,2010-Mar-06 00:00:00,SUR7966,FOR5000,MID8632,PSUR4405,FSUR4920,47f22392-9ac,189d88e0-862,9169aaa9-8,F,2025-Jan-15 00:00:00,2025-Jul-07 00:00:00,1,899bd450,9ff18491,False,129.0,986ecf90,,CHI
be282c1a-a41,SCH1,2017-Apr-01 00:00:00,SUR2309,FOR4984,MID7197,PSUR4601,FSUR8989,200d7e35-ce8,a2249713-589,0c3a8d70-5,F,2023-Dec-29 00:00:00,2025-May-31 00:00:00,1,b9f29fe5,3d3da1bb,False,130.0,6fd88d9f,N,ENG
be285931-695,SCH4,2007-Dec-08 00:00:00,SUR6375,FOR9735,MID5562,PSUR7933,FSUR9968,d9265e36-b9a,2dd1f770-61f,76712201-1,F,2025-Apr-12 00:00:00,2025-Jun-25 00:00:00,1,6eb8ccba,d8579db7,False,133.0,6838a6a3,,BNG
be4ebcd8-0f0,SCH6,2007-Nov-12 00:00:00,SUR8375,FOR4761,MID4898,PSUR1984,FSUR3121,73d36c31-9a9,f61597b6-f25,b8e5a3b9-7,M,2023-Sep-23 00:00:00,2025-Jul-04 00:00:00,1,2605089d,1b0059da,False,126.0,fc3a84df,,ENG
be8e40b8-5ff,SCH3,2019-Oct-24 00:00:00,SUR3145,FOR7169,MID3066,PSUR1953,FSUR6631,cc4e9bd9-f7d,27ef686f-429,049a1522-9,M,2024-Jul-25 00:00:00,2025-Jun-07 00:00:00,1,07f06461,29c8049b,False,126.0,cfb3c031,,
bf153550-748,SCH8,2017-Jun-08 00:00:00,SUR8635,FOR8111,MID2297,PSUR6244,FSUR8775,5346d4ce-f74,5f82e15a-b8d,b2a6cfd9-5,F,2022-Mar-15 00:00:00,2025-Jul-14 00:00:00,1,8ead4770,1e981b7f,False,125.0,e5736e39,,ENG
bf9bca1d-e7d,SCH2,2018-Jun-09 00:00:00,SUR9785,FOR6554,MID1810,PSUR2348,FSUR8184,2ab8aeb5-c78,d8c997e1-c09,7599fedb-5,F,2024-Oct-24 00:00:00,2025-Jun-04 00:00:00,1,2c5bbe34,09d87437,,129.0,3354d510,,ENG
bfd62b33-c47,SCH2,2014-Jul-19 00:00:00,SUR5322,FOR4947,MID3248,PSUR1505,FSUR7011,70777c84-5a9,803a6d2f-2b3,094ab0fb-a,M,2023-Sep-04 00:00:00,2025-Jun-29 00:00:00,1,511cd713,4b3b6ed4,False,130.0,f5b448fc,,ENG
bfec6234-4cd,SCH5,2010-Apr-11 00:00:00,SUR3408,FOR2631,MID8489,PSUR3673,FSUR3803,1190bac8-280,1408dd57-ce2,51becf0c-3,M,2024-Mar-05 00:00:00,2025-Jul-06 00:00:00,1,232e663d,0ef3b191,False,129.0,59aae9ac,,ENG
c0d48f13-e53,SCH5,2015-Aug-06 00:00:00,SUR2989,FOR3116,MID9245,PSUR5584,FSUR4230,08288339-438,cb8cfdc0-f4d,f13a6e5d-4,F,2025-Jun-01 00:00:00,2025-Jun-09 00:00:00,1,fd005c64,8e46267d,False,126.0,9d424281,,ENG
c149d6cf-673,SCH1,2015-Feb-21 00:00:00,SUR7107,FOR6617,MID3608,PSUR9182,FSUR7248,c2cfdbbd-c02,d7fdfce6-a3d,173a1c40-7,F,2024-Apr-09 00:00:00,2025-May-19 00:00:00,1,68f5019c,3e5476a9,False,128.0,e30deb8e,,
c16162b5-63b,SCH2,2009-Sep-01 00:00:00,SUR8554,FOR7225,MID8071,PSUR9874,FSUR2011,d52efd4d-d62,aa6fab10-3e9,674df18a-f,M,2024-Feb-26 00:00:00,2025-Jun-06 00:00:00,1,a4485b57,3260f3fc,True,132.0,3704d744,,ENG
c3121526-1b3,SCH5,2012-Dec-05 00:00:00,SUR7933,FOR7530,MID4274,PSUR5393,FSUR5396,1f7135f6-176,88afa6cc-856,5d716556-3,M,2025-Apr-19 00:00:00,2025-Jul-06 00:00:00,1,83db272c,01353cf0,False,135.0,b07ddd79,,BEL
c3121526-1b3,SCH4,2012-Dec-05 00:00:00,SUR7933,FOR7530,MID4274,PSUR5393,FSUR5396,1f7135f6-176,88afa6cc-856,5d716556-3,M,2025-Jul-07 00:00:00,2025-Jul-10 00:00:00,2,120026c5,1b62dfd0,False,127.0,f48fbe83,,
c327c650-ff6,SCH3,2020-Aug-06 00:00:00,SUR6813,FOR5913,MID1534,PSUR4502,FSUR4774,36d9b61d-052,92426e30-8c3,de6b539a-8,F,2023-Nov-03 00:00:00,2025-Jul-09 00:00:00,1,e51bc6a7,ef081d3b,False,131.0,a4eecaea,,
c435fb17-3e0,SCH8,2016-Oct-06 00:00:00,SUR2353,FOR5814,MID4582,PSUR1486,FSUR2652,fa3c8f1a-449,6922e004-22b,260ac273-a,M,2025-Apr-19 00:00:00,2025-Jun-12 00:00:00,1,cb4a8622,515a209a,False,130.0,93ca1520,,CYM
c435fb17-3e0,SCH3,2016-Oct-06 00:00:00,SUR2353,FOR5814,MID4582,PSUR1486,FSUR2652,fa3c8f1a-449,6922e004-22b,260ac273-a,M,2025-Jun-13 00:00:00,2025-Jun-24 00:00:00,2,4120e6bf,7f375702,True,137.0,c3805815,,ENG
c435fb17-3e0,SCH1,2016-Oct-06 00:00:00,SUR2353,FOR5814,MID4582,PSUR1486,FSUR2652,fa3c8f1a-449,6922e004-22b,260ac273-a,M,2025-Jun-25 00:00:00,2025-Jul-06 00:00:00,3,453a9299,f1f34e9b,True,123.0,d9f83a9b,N,ENG
c44a83c1-09a,SCH8,2016-Jul-29 00:00:00,SUR5619,FOR4306,MID6982,PSUR4239,FSUR4080,faf7fa16-aab,2bcc4aa8-949,19ecbb15-9,F,2025-Mar-28 00:00:00,2025-Apr-27 00:00:00,1,356fe37d,62309b77,False,132.0,92c6aced,,
c44b7c57-6ee,SCH4,2013-Oct-03 00:00:00,SUR7862,FOR6238,MID8006,PSUR8054,FSUR8552,edff100a-806,85eeadea-52b,e365c427-0,F,2025-Jun-19 00:00:00,2025-Jul-12 00:00:00,1,3f61a474,32da75cf,True,134.0,19bb1774,,PRST
c4650ed6-c41,SCH1,2016-Nov-26 00:00:00,SUR8844,FOR6275,MID5167,PSUR5329,FSUR2889,e00d9308-070,55aff5c0-a30,108932a4-9,F,2025-Feb-06 00:00:00,2025-Jun-23 00:00:00,1,fec4111a,d006da0d,False,132.0,4b3ef1fe,,GAL
c494f83f-c01,SCH1,2018-Dec-23 00:00:00,SUR4424,FOR1093,MID4686,PSUR8067,FSUR4959,c68cc67a-a21,3d41414f-bfa,c0b9c420-3,F,2023-Jul-26 00:00:00,2025-May-22 00:00:00,1,e36ec2c6,04f2ec97,False,132.0,8c8db9a3,,ENG
c519a336-d2b,SCH1,2016-Aug-25 00:00:00,SUR3371,FOR2690,MID1484,PSUR2145,FSUR5030,6fbe2673-8aa,5f029039-401,62a5821d-5,M,2024-Jul-07 00:00:00,2025-Jun-18 00:00:00,1,e4eebe22,312c2d2b,False,130.0,e706751d,,ENG
c52bc44b-119,SCH1,2013-Dec-28 00:00:00,SUR5220,FOR2727,MID9262,PSUR7780,FSUR4451,bbb0e660-303,efbe27c0-33b,0129ad96-4,F,2022-Jun-10 00:00:00,2025-May-19 00:00:00,1,1a96cf7f,c6733094,False,127.0,1e2faf34,,ENG
c560a455-cf5,SCH1,2012-Apr-21 00:00:00,SUR3501,FOR9861,MID1708,PSUR5794,FSUR6041,6c0f69f0-78e,784cfb2f-c36,b95e8d87-6,M,2024-Jun-12 00:00:00,2025-Jul-01 00:00:00,1,37f90ba2,aa2cc57a,False,129.0,411f754f,,GAL
c5659429-9c1,SCH6,2014-Apr-11 00:00:00,SUR1463,FOR2043,MID3845,PSUR5002,FSUR3199,0c9ccfce-dae,b85ff213-494,f76d9d73-4,M,2023-Feb-22 00:00:00,2025-May-22 00:00:00,1,b7b85b80,29a23fb6,False,127.0,af2cb23c,,ENG
c58071a5-115,SCH5,2011-Apr-02 00:00:00,SUR1793,FOR1094,MID5271,PSUR8951,FSUR8800,330d1292-bf8,956e56ca-bb7,ad0bbccb-0,M,2023-Mar-13 00:00:00,2025-May-10 00:00:00,1,50c65b14,dff720d9,False,125.0,49ce13b3,,CYM
c651cee2-663,SCH3,2015-Jun-21 00:00:00,SUR2875,FOR9220,MID1007,PSUR2308,FSUR1242,21d5a26d-6a6,137e0fbd-810,7dc3ddfd-2,M,2025-May-09 00:00:00,2025-Jun-09 00:00:00,1,a481ed4a,4d44f820,,124.0,fa0bfbf0,,GAL
c6f647f9-cbb,SCH5,2017-Apr-09 00:00:00,SUR1028,FOR7528,MID7372,PSUR6786,FSUR5731,c966874a-97b,94fb77d8-6f6,d7f5a2a9-1,M,2023-Aug-04 00:00:00,2025-Jun-24 00:00:00,1,b2752c0b,2a9b368b,,137.0,5a41a464,6,ENG
c9a72598-bbc,SCH4,2009-Feb-15 00:00:00,SUR3230,FOR4645,MID7925,PSUR9259,FSUR9069,288fed66-332,7a116280-e88,1bf5521a-c,F,2022-Aug-20 00:00:00,2025-May-02 00:00:00,1,5aa4d075,78bd2187,True,137.0,6e74e0fb,,ENG
cb27cca9-deb,SCH4,2010-May-26 00:00:00,SUR1710,FOR4576,MID5508,PSUR8762,FSUR1110,3bd28b41-cab,30a4a443-fb8,fea914f2-d,F,2025-Mar-08 00:00:00,2025-Jun-03 00:00:00,1,f8e55bbd,b1bc927e,True,130.0,11b99819,,ENG
cb27cca9-deb,SCH5,2010-May-26 00:00:00,SUR1710,FOR4576,MID5508,PSUR8762,FSUR1110,3bd28b41-cab,30a4a443-fb8,fea914f2-d,F,2025-Jun-04 00:00:00,2025-Jun-05 00:00:00,2,4676e154,f148d1ab,False,135.0,414d4383,,ENG
cb849965-989,SCH5,2019-Sep-20 00:00:00,SUR2640,FOR8304,MID2872,PSUR8632,FSUR3113,18a31f8b-33d,901b48a0-650,d98c314d-5,M,2024-Jun-07 00:00:00,2025-Apr-23 00:00:00,1,115ac655,a5f6b707,False,136.0,645d00b1,,BNG
cbdd20a0-fc2,SCH5,2019-Jul-11 00:00:00,SUR2612,FOR6625,MID3620,PSUR9294,FSUR2625,36fc93c2-246,43c6770c-845,3ca535d1-1,M,2024-Apr-28 00:00:00,2025-Jun-06 00:00:00,1,a97219b1,eda4b247,False,125.0,69adf2b6,,ENG
cbdd20a0-fc2,SCH4,2019-Jul-11 00:00:00,SUR2612,FOR6625,MID3620,PSUR9294,FSUR2625,36fc93c2-246,43c6770c-845,3ca535d1-1,M,2025-Jun-07 00:00:00,2025-Jun-23 00:00:00,2,28bb1e19,5a78817c,,128.0,1d4320b9,,ENG
cc830738-864,SCH8,2010-Feb-11 00:00:00,SUR6553,FOR6962,MID9726,PSUR3185,FSUR3930,235a0e6f-c7a,64b70086-f4e,0109f4d5-6,M,2024-Dec-29 00:00:00,2025-Jun-13 00:00:00,1,c986c098,57d13dd3,False,118.0,62e982ae,,ENG
cc9b7d15-817,SCH5,2020-Jan-11 00:00:00,SUR7305,FOR2903,MID7245,PSUR8161,FSUR4424,6c60c0e8-fc5,4dcf4d3a-def,7157b9f5-4,F,2024-Jun-09 00:00:00,2025-Apr-22 00:00:00,1,83fec988,d7446672,False,125.0,1ca8a20e,,ENG
