pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,moveonrollflag,missingaddress,summerhalfterm2sessionsauthorised,summerhalfterm2sessionspossible,summerhalfterm2sessionsunauthorised,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,nonqualhrs,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,boarder,language,ncyearleaving,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear
cf444d77-219,SCH2,2015-Jan-21 00:00:00,SUR1437,FOR9748,MID9532,PSUR8389,FSUR9909,44948324-523,516680b5-656,9e272c80-5,M,2018-Oct-06 00:00:00,2024-Nov-12 00:00:00,1,5177cac0,374ce74b,True,126.0,8.0,2.0,e724e470,aa34841a,8.0,146.0,,712.0,767.0,127.0,817.0,125.0,127.0,,,,,CYM,E1,,,,,,,,
cff8d221-0c0,SCH8,2018-Jul-29 00:00:00,SUR7983,FOR6715,MID7016,PSUR3011,FSUR2288,9cbabeed-7ca,45facbf5-d8d,4ce15819-9,M,2024-Jun-18 00:00:00,2024-Oct-15 00:00:00,1,c4b68afb,07392525,False,136.0,8.0,3.0,8e4dcc15,25d6eced,,134.0,,740.0,730.0,130.0,772.0,137.0,131.0,2.0,,,,,11,,,,,,F,,
d10692db-8c9,SCH5,2015-Mar-05 00:00:00,SUR6410,FOR3712,MID8719,PSUR7674,FSUR7697,54df0a40-a07,e364ff04-81f,5cd81efa-3,M,2024-Jun-21 00:00:00,2024-Nov-30 00:00:00,1,ddda28b4,af783e00,False,128.0,9.0,,7cb9b3b1,1637ad4b,9.0,127.0,,766.0,818.0,136.0,789.0,134.0,126.0,,,3.0,,ENG,1,,,,,,,,
d1c3c14a-22b,SCH5,2013-Nov-10 00:00:00,SUR7339,FOR2300,MID8720,PSUR9677,FSUR5734,6573a76e-470,d77d3a90-2cb,e9bda51b-6,F,2021-Jul-02 00:00:00,2024-Nov-07 00:00:00,1,3da8a3f4,e0da374c,True,135.0,8.0,,f29a5d04,c8514e38,8.0,128.0,,845.0,849.0,118.0,753.0,136.0,135.0,,3.0,,,ENG,4,G,,8,,,,,
d1c9565c-c38,SCH4,2013-Apr-08 00:00:00,SUR1300,FOR8677,MID2600,PSUR5739,FSUR6219,95f87960-35f,2725376e-020,983a9bad-8,F,2022-Dec-08 00:00:00,2024-Oct-11 00:00:00,1,16df9b82,e08627fc,True,136.0,9.0,,7e46cd27,bc297f79,8.0,124.0,,744.0,786.0,127.0,786.0,128.0,127.0,3.0,,,,UKR,12,,,,,,L,,
d209bc65-4a5,SCH2,2019-Jul-17 00:00:00,SUR9937,FOR6568,MID2473,PSUR7354,FSUR8771,26d6d8af-abb,9405d8bb-c01,6da4f879-4,M,2022-Jan-02 00:00:00,2024-Sep-23 00:00:00,1,13fc4e19,b33ae2e6,False,136.0,9.0,,d70b5842,614d0585,8.0,135.0,,838.0,770.0,129.0,770.0,130.0,131.0,,3.0,,,,6,,,,2,U,,,
d2e39b41-d9d,SCH7,2016-Dec-19 00:00:00,SUR4461,FOR8660,MID9016,PSUR3088,FSUR6001,7b836205-ff9,c0bfe349-a57,6c9dd1e7-e,F,2024-Aug-19 00:00:00,2024-Nov-26 00:00:00,1,547ed1d7,2f726c40,True,125.0,8.0,,d573997a,6bbb96c8,8.0,131.0,,740.0,810.0,127.0,791.0,128.0,125.0,,,,,CYM,6,,,,,,,,
d5aab466-b29,SCH2,2014-Sep-23 00:00:00,SUR8678,FOR4539,MID7679,PSUR3651,FSUR8261,90310c6b-a80,f856b0de-ad5,21b96699-d,F,2024-May-01 00:00:00,2024-Oct-19 00:00:00,1,3aea49e7,1b5d39e3,False,126.0,7.0,,8da2b91c,ad0e2bac,,,,746.0,737.0,139.0,783.0,133.0,126.0,,2.0,,,ENG,10,,,,,,,5,
d5e593a5-475,SCH4,2012-Sep-11 00:00:00,SUR9025,FOR5295,MID7404,PSUR4127,FSUR7852,24d4f080-ec7,41f6381c-ae6,68aefca7-9,M,2023-May-25 00:00:00,2024-Sep-19 00:00:00,1,246577d2,f225f380,False,130.0,8.0,,39ef8c59,432b42c5,9.0,126.0,,794.0,758.0,126.0,736.0,130.0,138.0,,3.0,3.0,,,1,9,,,,,,,
d7c73cb9-a94,SCH1,2016-Jun-29 00:00:00,SUR8216,FOR6605,MID8773,PSUR8160,FSUR7352,8c2c7f74-0fc,641e9d26-e5e,a1558702-4,M,2022-Jul-04 00:00:00,2024-Dec-02 00:00:00,1,e94cd298,d3dded7e,False,127.0,8.0,3.0,03124683,a18e6ae2,8.0,129.0,,794.0,796.0,129.0,731.0,124.0,122.0,,3.0,,,BNG,N2,,1,,,,,,
d8f3bebc-8c9,SCH8,2009-Jul-16 00:00:00,SUR7624,FOR6973,MID7121,PSUR2539,FSUR2508,1bf7f55f-68c,0a2a0314-65b,3642c3ee-2,F,2024-Jun-06 00:00:00,2024-Dec-18 00:00:00,1,dfdff025,7b0359c8,True,135.0,10.0,2.0,606cffef,c91ea222,7.0,129.0,,730.0,801.0,137.0,771.0,136.0,126.0,,,,,ENG,9,,,,,,,,
d99e047e-c28,SCH5,2008-Oct-14 00:00:00,SUR7065,FOR5536,MID4889,PSUR9124,FSUR8092,4afbf20c-2f5,4b377d3d-30b,08ea3ddb-f,M,2023-Oct-21 00:00:00,2024-Sep-25 00:00:00,1,f178450f,cbf8caa7,False,133.0,8.0,,39114c4f,0555c00f,8.0,134.0,3.0,768.0,774.0,131.0,779.0,121.0,135.0,,,,,ENG,E2,,2,,,,,,
daaa1972-abc,SCH7,2011-Apr-19 00:00:00,SUR2155,FOR3648,MID6454,PSUR2165,FSUR1047,028e4745-86b,8eb08247-37e,b8af3558-f,M,2023-Oct-15 00:00:00,2024-Sep-26 00:00:00,1,b1d6dd5b,8631f92d,True,131.0,7.0,3.0,d7ab88cf,3d72f8dc,8.0,121.0,,766.0,752.0,125.0,791.0,130.0,132.0,,,,,ENG,14,,2,,,,,,
db7d1df4-066,SCH3,2019-Oct-26 00:00:00,SUR2122,FOR6929,MID8740,PSUR3631,FSUR1827,6bbd7725-591,89852fa6-38f,a3f75c10-6,M,2023-Jan-03 00:00:00,2024-Nov-12 00:00:00,1,3aa136fb,b9595433,False,126.0,8.0,,05fbf627,f3c71a04,9.0,131.0,3.0,741.0,762.0,128.0,776.0,129.0,132.0,,,2.0,,ENG,6,,,,,,,,
dcb2e204-424,SCH5,2009-Sep-12 00:00:00,SUR4385,FOR3219,MID2829,PSUR6191,FSUR6593,37f7cebe-005,4c0cb074-f73,87af1010-1,M,2024-Aug-27 00:00:00,2024-Sep-07 00:00:00,1,42014bc1,4db5f103,False,141.0,7.0,,fc0903c7,eb1bdba9,9.0,126.0,3.0,741.0,801.0,140.0,812.0,135.0,133.0,,3.0,2.0,,,5,,,,,,,,
ddbc59f0-e34,SCH5,2014-Sep-30 00:00:00,SUR4935,FOR5646,MID6107,PSUR9444,FSUR9121,b9caed9d-d4d,aae40bf9-b20,f4215a90-7,M,2024-Feb-19 00:00:00,2024-Nov-28 00:00:00,1,c6483d79,79cdcfbc,False,131.0,,,e597a556,f4e4feb0,8.0,141.0,,764.0,,130.0,732.0,128.0,130.0,,,,,ENG,N2,,,,,N,,,
de68af1d-816,SCH2,2010-May-25 00:00:00,SUR6441,FOR2103,MID8543,PSUR7164,FSUR6291,06eb2329-b3f,897c3d9c-b76,eb22507c-f,M,2021-Apr-09 00:00:00,2024-Oct-06 00:00:00,1,3ac585e8,12db46b2,False,126.0,8.0,,b7e9f154,3f1ac63c,8.0,127.0,,811.0,780.0,135.0,765.0,122.0,144.0,,,,,CYM,N1,1,,NR,,O,,,G
de7f089d-3d9,SCH4,2012-Nov-16 00:00:00,SUR9091,FOR8539,MID4851,PSUR9400,FSUR4592,513a8a5d-c11,e39e2132-541,0430b32f-3,M,2024-May-03 00:00:00,2024-Nov-16 00:00:00,1,e508fa40,61810683,,134.0,9.0,,bd8fc639,166e0829,7.0,131.0,4.0,775.0,761.0,127.0,731.0,130.0,125.0,,,3.0,,ENG,10,,,,,,,,6
debdbd8e-f85,SCH7,2013-Jul-15 00:00:00,SUR2871,FOR7032,MID6449,PSUR5004,FSUR6609,822ab9c9-2a4,81108833-733,5a66679b-2,M,2024-Feb-17 00:00:00,2024-Oct-17 00:00:00,1,6f15a776,81233eed,False,131.0,7.0,,7c817f7f,4cd58ff9,,126.0,3.0,734.0,,128.0,752.0,121.0,126.0,,,,,,N1,4,,,,,,,
df5aadb3-029,SCH5,2009-Apr-24 00:00:00,SUR9356,FOR8839,MID5958,PSUR7459,FSUR7595,0cc61e1e-dea,11561382-e93,2bb26c55-7,M,2022-Dec-29 00:00:00,2024-Nov-09 00:00:00,1,592a9f88,a12396ca,False,133.0,7.0,,1d6198bd,0c29f5ce,9.0,131.0,,725.0,806.0,125.0,801.0,135.0,120.0,,,,,GAL,6,B,,,,,O,,
e11a3109-d97,SCH7,2018-Jul-05 00:00:00,SUR5486,FOR4217,MID2981,PSUR2808,FSUR4680,c6c10dad-8bb,23dd6308-8f1,8d80de61-0,F,2022-Jul-29 00:00:00,2024-Dec-12 00:00:00,1,979bcb03,18fe5df4,False,128.0,8.0,,d9b23611,6e5faa62,8.0,132.0,,792.0,777.0,129.0,767.0,129.0,124.0,3.0,,3.0,,ENG,10,,,E,2,L,L,,
e1588eef-12c,SCH6,2010-Oct-03 00:00:00,SUR3548,FOR9535,MID1599,PSUR7676,FSUR3002,ca886f45-2be,be8ae1ab-fdd,22e1e133-1,M,2024-Aug-04 00:00:00,2024-Oct-21 00:00:00,1,ec4dfb6f,ce1a3f7c,True,125.0,8.0,,1c19a337,612faffe,9.0,127.0,,806.0,730.0,124.0,772.0,135.0,137.0,,3.0,,,ENG,M,,,G,,,,U,
e16985e0-10e,SCH7,2013-Nov-21 00:00:00,SUR8513,FOR4795,MID1815,PSUR3194,FSUR4454,ae103de5-75f,8fa48c18-ddd,7292fab7-8,F,2021-Sep-28 00:00:00,2024-Dec-11 00:00:00,1,dc56ced1,cf595ebc,False,129.0,8.0,3.0,424e23ad,13ef8209,8.0,125.0,,797.0,770.0,133.0,717.0,137.0,135.0,2.0,,3.0,B,TRI,4,,,,,,,,
e18133c8-662,SCH7,2017-Sep-24 00:00:00,SUR7851,FOR7851,MID2736,PSUR4828,FSUR6614,239e6c5a-dfc,42c24eb7-0e1,01a7cdba-5,F,2020-Dec-27 00:00:00,2024-Oct-01 00:00:00,1,592347ea,d62706b2,False,121.0,8.0,,b2cecc90,57654ae3,9.0,124.0,,762.0,763.0,132.0,793.0,126.0,120.0,2.0,3.0,,,ENG,12,,2,,3,,,,
e23d53eb-25e,SCH5,2015-Jul-20 00:00:00,SUR8344,FOR4190,MID2676,PSUR8431,FSUR3125,111fab82-7c3,66956801-169,6f4754b3-3,F,2020-Oct-27 00:00:00,2024-Nov-21 00:00:00,1,da604e35,a33fca05,True,125.0,8.0,,57194a45,753c4b8e,9.0,125.0,,797.0,753.0,132.0,735.0,139.0,128.0,3.0,2.0,3.0,,ENG,1,,2,,,L,,,
e394aa20-7fa,SCH2,2009-Aug-22 00:00:00,SUR5247,FOR7406,MID1698,PSUR4897,FSUR7054,fab69057-b3a,4c23f9ab-442,66e0d7b2-8,F,2024-Oct-02 00:00:00,2024-Oct-07 00:00:00,1,dd115e23,bd906cf0,False,129.0,,3.0,6224153e,56c358b4,8.0,129.0,,753.0,792.0,131.0,792.0,139.0,131.0,,,,,ENG,E2,9,,,,,,,
e59493cd-405,SCH1,2010-Jul-10 00:00:00,SUR4084,FOR3861,MID9082,PSUR5110,FSUR5190,232b7b12-16e,ba34e916-8ab,9c8055e5-b,M,2024-Jan-12 00:00:00,2024-Oct-11 00:00:00,1,fb3f400e,6297819c,False,128.0,8.0,,45467234,96887488,,133.0,3.0,757.0,773.0,130.0,771.0,130.0,137.0,,,,,ENG,E2,,,,1,U,,,C
e74d11bd-55f,SCH6,2018-Sep-22 00:00:00,SUR5757,FOR3105,MID8321,PSUR3014,FSUR5044,a4e54466-a05,917fa135-c08,892fbc6c-4,F,2019-Jul-26 00:00:00,2024-Sep-19 00:00:00,1,6fb3c8f1,549b6698,False,131.0,7.0,,31cc3f35,8f4b4817,7.0,127.0,,826.0,776.0,133.0,772.0,138.0,129.0,,,,,PNJA,14,,,,,,,,
e7a5dc39-25c,SCH3,2013-Aug-24 00:00:00,SUR2487,FOR7842,MID6985,PSUR5913,FSUR1306,fe72739b-0fe,291c047c-58b,9b17c99f-5,F,2020-Sep-18 00:00:00,2024-Nov-23 00:00:00,1,89add414,ae7f6434,False,135.0,8.0,,14609881,eeb05741,7.0,122.0,2.0,735.0,753.0,133.0,743.0,127.0,126.0,,,,,ENG,R,,,,,,,8,
e7c05dcd-4df,SCH5,2009-Oct-02 00:00:00,SUR7178,FOR4577,MID2999,PSUR7466,FSUR9354,68b47890-c64,fae808f1-29e,5556670b-d,M,2019-May-05 00:00:00,2024-Oct-14 00:00:00,1,01804967,a30e632d,False,135.0,8.0,3.0,1f82133e,01166302,7.0,130.0,,780.0,749.0,129.0,795.0,122.0,138.0,,,,N,,3,,,,,,,G,B
e7ceafca-4bf,SCH6,2014-Nov-22 00:00:00,SUR7826,FOR4109,MID1695,PSUR2769,FSUR7906,2b4c27fc-950,1a7c7a64-b4f,a7984493-c,M,2022-Oct-25 00:00:00,2024-Nov-26 00:00:00,1,def4469d,f505f56f,,127.0,9.0,,f828be44,804df077,8.0,125.0,3.0,792.0,749.0,124.0,796.0,136.0,129.0,,,,6,ENG,X,,3,,1,,,1,
e7f25645-f6b,SCH7,2009-Jul-05 00:00:00,SUR8731,FOR2090,MID2410,PSUR3027,FSUR9460,8e0f907a-d1d,de45f487-a39,bd2a8b7c-7,F,2020-Sep-07 00:00:00,2024-Nov-03 00:00:00,1,1c7e080a,450546a5,,122.0,8.0,,830fe20d,d72d5248,8.0,122.0,3.0,739.0,854.0,130.0,752.0,126.0,133.0,,,,,ENG,E1,,,,,,,5,NR
e8933d55-008,SCH8,2013-Sep-15 00:00:00,SUR8189,FOR7450,MID2315,PSUR6930,FSUR6937,52877e96-b74,9b7f6837-344,e538dc3e-b,F,2024-Jun-06 00:00:00,2024-Oct-23 00:00:00,1,a68fefc7,05979071,False,132.0,9.0,,f159c56d,3a31b8ba,8.0,131.0,,789.0,746.0,123.0,739.0,128.0,132.0,,2.0,,,ENG,7,3,,,,,,9,
e8ec5b80-016,SCH6,2009-Jul-16 00:00:00,SUR9751,FOR4982,MID6522,PSUR2106,FSUR9800,029ac92d-7d3,00ab0b23-fed,3c1a43d1-d,M,2024-Jul-26 00:00:00,2024-Sep-21 00:00:00,1,bc42395e,da45ad35,True,134.0,7.0,,c21571f4,db0948ec,8.0,130.0,,794.0,820.0,133.0,781.0,125.0,133.0,,,2.0,B,CYM,R,,,,,,,,
e92cde0a-bc2,SCH8,2012-May-03 00:00:00,SUR6909,FOR4502,MID1745,PSUR1463,FSUR7558,403560c2-94c,f171f90a-dca,1784f3ba-6,M,2023-Sep-18 00:00:00,2024-Oct-06 00:00:00,1,6e01b38b,8a42faf8,True,128.0,8.0,3.0,3888e439,c489e1ee,,124.0,,802.0,784.0,127.0,757.0,128.0,135.0,,,,,ENG,E2,,,,,,,,
e9bde712-19a,SCH8,2016-Apr-09 00:00:00,SUR9296,FOR3047,MID7730,PSUR2272,FSUR1565,b1da0b8d-e29,d38e4f08-0d9,4505bc0f-b,M,2023-Jan-20 00:00:00,2024-Oct-15 00:00:00,1,afce471a,98292e67,False,130.0,9.0,,c007b6b9,e63d3f4a,,129.0,,765.0,778.0,133.0,785.0,124.0,130.0,,,3.0,N,,13,,,,,O,,,
ece65289-c87,SCH5,2015-Nov-08 00:00:00,SUR1655,FOR4787,MID2724,PSUR1659,FSUR1276,b8bfe297-25c,e0b55ff4-24c,69966add-a,F,2024-Jun-29 00:00:00,2024-Oct-10 00:00:00,1,62a38a10,c6d69596,False,129.0,9.0,,a00b056d,d15b29e6,,132.0,,770.0,830.0,136.0,792.0,139.0,137.0,3.0,,,,ENG,4,,,,,N,,,U
ecf9dd69-8db,SCH5,2019-Oct-19 00:00:00,SUR3577,FOR6320,MID5107,PSUR1222,FSUR6246,3b2229ad-3a7,383d88cd-d30,4733afe5-f,F,2019-Aug-10 00:00:00,2024-Sep-27 00:00:00,1,83b6df9f,f43f3f10,True,126.0,,2.0,ff18b892,a5017e4e,8.0,130.0,,728.0,792.0,123.0,781.0,130.0,126.0,3.0,,,,UKR,3,,,,,,U,,2
ed020016-d3f,SCH5,2008-Nov-20 00:00:00,SUR6829,FOR2058,MID3353,PSUR5840,FSUR9837,415ea2c9-d42,5b7f7478-f2a,503b24e0-6,M,2018-Dec-05 00:00:00,2024-Nov-25 00:00:00,1,3654e72d,ee362244,False,131.0,8.0,,6af87a5b,0f07686c,8.0,130.0,,778.0,803.0,127.0,780.0,137.0,141.0,,,,,ENG,3,,,,,,,,
ed28155d-b09,SCH7,2017-Oct-18 00:00:00,SUR6104,FOR9617,MID2157,PSUR6911,FSUR6622,ebf31e1c-099,91cb616b-2b7,90ab67fb-9,F,2024-Mar-08 00:00:00,2024-Oct-20 00:00:00,1,4aa450ca,5d8a845d,False,128.0,9.0,,1d290d8a,406e8485,8.0,138.0,3.0,742.0,724.0,129.0,779.0,132.0,127.0,,,,,ENG,5,,,,,U,,,
ed69ec26-b2b,SCH6,2019-Feb-14 00:00:00,SUR6811,FOR6221,MID7757,PSUR3321,FSUR1988,a9e75d96-42f,90b1f11c-f94,34a69398-2,F,2024-Feb-22 00:00:00,2024-Dec-02 00:00:00,1,d41fe2cf,9a3cbf5d,False,128.0,8.0,,5a3a151f,1830e663,8.0,130.0,,767.0,751.0,132.0,795.0,134.0,124.0,,,,,ENG,N2,,,,1,,,,
eebeeb32-b77,SCH1,2014-May-19 00:00:00,SUR3205,FOR2413,MID9498,PSUR9425,FSUR8137,93333b6e-b64,233cffd0-4a4,6afcc6da-b,M,2023-Aug-06 00:00:00,2024-Oct-21 00:00:00,1,2e40603c,bfb05331,True,133.0,8.0,,c077cc4b,418086be,9.0,130.0,,734.0,796.0,129.0,803.0,136.0,136.0,,,,,ENG,2,,,,1,,,,
ef575e33-13f,SCH4,2013-Apr-14 00:00:00,SUR1614,FOR2526,MID8547,PSUR7278,FSUR7622,fd4c0211-e4e,a444bf5c-98f,3ffd2052-d,F,2024-Jun-08 00:00:00,2024-Oct-25 00:00:00,1,ad377f41,f2acfb7e,True,131.0,8.0,,8522d65d,41be63be,,136.0,,758.0,834.0,129.0,795.0,129.0,121.0,,,,,ENG,11,,,,3,,,,6
efb16443-0e0,SCH2,2019-Nov-02 00:00:00,SUR3911,FOR8981,MID1902,PSUR3001,FSUR1192,9e99c376-29b,4e0dc4de-9bb,76b81331-7,M,2024-Mar-03 00:00:00,2024-Sep-05 00:00:00,1,717578a1,34f9a3c3,,129.0,8.0,,34384fd5,afcec4cb,8.0,138.0,,753.0,785.0,127.0,722.0,133.0,131.0,3.0,3.0,3.0,N,ENG,6,,,,1,,,,9
f01aeef5-4fd,SCH5,2017-Jun-21 00:00:00,SUR2940,FOR1690,MID3757,PSUR2262,FSUR2205,f03ef9cf-e34,a73636ef-0a3,aacc1a40-4,F,2022-Jan-10 00:00:00,2024-Nov-07 00:00:00,1,c18745b0,b0c8b384,False,137.0,8.0,,c9234b40,5bfdc51b,,136.0,,808.0,753.0,131.0,778.0,133.0,128.0,,,,,ENG,11,,,F,,,,6,
f1963879-559,SCH2,2020-Mar-14 00:00:00,SUR6728,FOR6548,MID4246,PSUR9926,FSUR2766,9c41aee1-e9e,306130d6-842,054e9c50-b,F,2024-Oct-21 00:00:00,2024-Nov-28 00:00:00,1,467ab2fb,bf9968ea,True,129.0,8.0,,d515ef83,20aef5cf,9.0,124.0,,795.0,770.0,130.0,802.0,133.0,131.0,3.0,,,,ENG,11,,,,,,,,A
f1fbc3db-714,SCH3,2012-Sep-18 00:00:00,SUR4294,FOR6080,MID1828,PSUR8160,FSUR3310,7098b290-73b,7d8e614f-08c,bee4db1e-4,F,2022-Jun-21 00:00:00,2024-Nov-04 00:00:00,1,2cc18388,4c00224e,,120.0,9.0,3.0,d2c5a7fa,bffc147a,9.0,,3.0,829.0,747.0,130.0,714.0,133.0,131.0,,3.0,,,ENG,M,6,,A,,,,,
f3bea166-588,SCH5,2014-Jan-14 00:00:00,SUR2546,FOR7837,MID3585,PSUR6137,FSUR2208,d3cd8595-943,9138e08e-ab4,459363b6-7,M,2024-Jul-05 00:00:00,2024-Sep-18 00:00:00,1,89335cec,93b72869,,131.0,8.0,,dbe0fb62,bbd6df68,8.0,132.0,,770.0,778.0,134.0,794.0,134.0,132.0,,,3.0,,,9,,,B,,O,,,
f757d6a0-ef6,SCH5,2019-Jul-16 00:00:00,SUR9906,FOR5805,MID4514,PSUR3262,FSUR6326,89ef397b-312,09931673-600,210ae1cd-d,M,2020-Oct-28 00:00:00,2024-Sep-25 00:00:00,1,36e5aef6,c61aafad,False,130.0,8.0,,a7717f29,bfb34aba,8.0,136.0,,809.0,764.0,129.0,775.0,137.0,136.0,,,3.0,,ENG,12,,,,1,N,,3,
f7efd8be-7b3,SCH5,2018-Jun-03 00:00:00,SUR4485,FOR6382,MID1017,PSUR8973,FSUR8072,b535e52f-f7c,c60efc74-fec,d510c898-c,M,2024-Oct-27 00:00:00,2024-Dec-12 00:00:00,1,2bb191f1,d3723649,False,121.0,8.0,,0715da08,feccad13,7.0,132.0,2.0,761.0,797.0,134.0,713.0,128.0,137.0,4.0,,,,ENG,5,,,,,,U,,
f7f6a248-901,SCH7,2013-Sep-04 00:00:00,SUR9386,FOR7026,MID4709,PSUR1450,FSUR2532,daf7e27d-2ac,0260913b-312,a021da47-a,M,2022-Nov-24 00:00:00,2024-Dec-13 00:00:00,1,01e78881,8f46c33f,False,136.0,8.0,,8861d4e3,56ca31eb,7.0,127.0,,,790.0,127.0,821.0,122.0,126.0,,3.0,,,CYM,5,A,2,,,,,,
f88849ec-60a,SCH7,2013-Oct-20 00:00:00,SUR9027,FOR3616,MID6622,PSUR9035,FSUR6005,128afadb-701,bf2db6a6-458,1bcf5975-d,M,2021-Mar-26 00:00:00,2024-Oct-28 00:00:00,1,caf36b6e,6d78739f,False,138.0,8.0,,70ee4e95,559c6215,7.0,126.0,,797.0,772.0,124.0,778.0,128.0,134.0,,,3.0,,CYM,1,,,,,U,,,
f8b5f0ca-226,SCH4,2017-Sep-23 00:00:00,SUR3463,FOR6697,MID4511,PSUR3903,FSUR7640,4bc7ec9d-bff,73ea810a-f7e,293bbde2-0,M,2024-Aug-14 00:00:00,2024-Oct-01 00:00:00,1,4cce0467,462e77cd,False,130.0,8.0,,86af37fa,640b0b79,8.0,136.0,4.0,743.0,763.0,127.0,779.0,123.0,124.0,3.0,,,,ENG,M,,,,,O,L,,
f8b6e3eb-be1,SCH5,2016-Jan-14 00:00:00,SUR4880,FOR6156,MID3243,PSUR5571,FSUR8917,b4770109-5df,21d952e0-3ed,1d901ab4-6,M,2022-Jun-06 00:00:00,2024-Oct-06 00:00:00,1,cd03fa1e,2c4df813,False,130.0,8.0,,1a535ab4,23ad22f3,8.0,123.0,,799.0,776.0,139.0,,124.0,125.0,,,,,ENG,X,,,,,,,,
fb37209b-0f4,SCH5,2018-Jan-10 00:00:00,SUR6214,FOR3293,MID6518,PSUR2097,FSUR5484,8f1a08e6-49e,77b0fb70-e81,3a98caa1-1,M,2022-Feb-27 00:00:00,2024-Sep-25 00:00:00,1,a9d1c5aa,feb89950,False,128.0,9.0,,c66d7ae6,d37232a5,8.0,126.0,,778.0,772.0,130.0,783.0,127.0,133.0,,,,,PNJA,M,9,1,,,,,,
fdbda661-0a5,SCH8,2016-Jun-08 00:00:00,SUR3187,FOR3737,MID4532,PSUR4721,FSUR1711,35d35f52-49d,b4d0ccbb-39e,eda8f9e9-f,F,2024-Apr-12 00:00:00,2024-Dec-19 00:00:00,1,42ba3cae,18db1a3e,False,123.0,8.0,,3b7719d1,a159210e,8.0,121.0,,783.0,799.0,138.0,841.0,138.0,125.0,,,,,,E1,,,,,,O,,
ff7e8742-36a,SCH1,2012-Nov-03 00:00:00,SUR8536,FOR4204,MID3403,PSUR4967,FSUR7694,a29f0f3c-01b,dbf77715-fae,e5f3a90d-0,M,2019-Dec-17 00:00:00,2024-Nov-09 00:00:00,1,028b2fb3,00b60884,False,137.0,7.0,,7ecc8213,780b919d,8.0,126.0,,734.0,776.0,138.0,780.0,124.0,129.0,,,,,CYM,12,,2,,,N,,,
ff8fe436-66a,SCH3,2008-Aug-31 00:00:00,SUR4097,FOR7728,MID2517,PSUR9600,FSUR2797,77531433-826,f50c8aa8-b52,c3f33d29-5,F,2024-Feb-09 00:00:00,2024-Sep-28 00:00:00,1,6dff1794,a6f4d254,False,129.0,8.0,3.0,1c3db3a9,39a7e4e0,8.0,139.0,,784.0,801.0,130.0,768.0,129.0,127.0,3.0,4.0,,,ENG,9,8,,,,,,,C
