pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,ethnicity,boarder,language
ef90c11d-104,SCH4,2009-May-12 00:00:00,SUR3804,FOR8274,MID7601,PSUR1307,FSUR7739,bb61b1cb-95d,a5e5085f-8e3,9a003c27-f,F,2024-Feb-03 00:00:00,2025-Jan-28 00:00:00,1,a78f048f,56948f23,False,127.0,16c39665,BOTH,,BEL
f0a3751a-ade,SCH7,2014-Feb-19 00:00:00,SUR2956,FOR8357,MID7624,PSUR1851,FSUR7779,0295e16e-073,2c7f5827-227,7c537356-b,F,2019-Sep-25 00:00:00,2025-Feb-19 00:00:00,1,e67fd6f3,e96777b2,False,130.0,aa73fc80,,,ENG
f1fbc3db-714,SCH1,2012-Sep-18 00:00:00,SUR4294,FOR6080,MID1828,PSUR8160,FSUR3310,7098b290-73b,7d8e614f-08c,bee4db1e-4,F,2024-Nov-05 00:00:00,2025-Jan-14 00:00:00,1,041a599a,014a2cea,True,126.0,396cb89e,BEUR,N,ENG
f27d6535-74f,SCH6,2013-Aug-30 00:00:00,SUR4663,FOR2293,MID3745,PSUR4857,FSUR1830,900c995d-8b0,d0f57b8c-be1,aaf491e5-5,F,2022-Jul-31 00:00:00,2025-Feb-15 00:00:00,1,cb2d0e70,6e827d7a,,132.0,263a806e,ORAB,,ENG
f2a382ff-36d,SCH1,2009-Dec-11 00:00:00,SUR1835,FOR6869,MID1113,PSUR5731,FSUR3814,eda864f5-545,3757aa7b-d92,c6f84410-1,M,2021-Jun-05 00:00:00,2025-Mar-25 00:00:00,1,f6c8c730,8d0dd939,True,127.0,d546816c,WSCO,,ENG
f2cffca4-43d,SCH7,2018-Jun-21 00:00:00,SUR1692,FOR7369,MID6278,PSUR3942,FSUR1007,59d7519c-ef4,0d29c490-df5,86a6a3e3-2,F,2021-Aug-14 00:00:00,2025-Jan-30 00:00:00,1,54f03173,a643b0eb,False,132.0,f9b77f52,ORAB,,ENG
f2f20d3e-f67,SCH2,2008-Sep-20 00:00:00,SUR1038,FOR1810,MID3544,PSUR9441,FSUR6612,ab9087bd-d47,01e8bbd8-de7,b939da9f-b,M,2023-Nov-29 00:00:00,2025-Feb-18 00:00:00,1,799b0a1b,ae6ea8a9,True,127.0,59d40bd9,WGRK,,TRI
f2ff947b-19f,SCH5,2015-Jul-10 00:00:00,SUR2774,FOR9031,MID1478,PSUR9423,FSUR9845,20e4b865-fb9,1ba998f5-cf9,f4ba5584-f,M,2024-Mar-16 00:00:00,2025-Apr-03 00:00:00,1,a7fac1aa,f1f644d3,True,130.0,cfd3560e,ASNL,,ENG
f3148f2c-25e,SCH8,2017-Nov-27 00:00:00,SUR1647,FOR9536,MID6562,PSUR9552,FSUR8911,86c32f4d-60f,13201420-c84,dd07514b-c,M,2024-Dec-30 00:00:00,2025-Mar-08 00:00:00,1,73369da9,a5710fb7,False,132.0,e9f5a3ac,WOTW,,CYM
f3866a02-ab4,SCH3,2015-Oct-26 00:00:00,SUR4972,FOR7461,MID6037,PSUR4238,FSUR6407,dfe85354-e65,43014c28-c5d,b341a3ef-2,F,2024-Mar-31 00:00:00,2025-Feb-16 00:00:00,1,2dcb19b3,812f431c,False,130.0,c792e2ba,ORAB,,
f4b0765b-5be,SCH8,2008-Sep-20 00:00:00,SUR2473,FOR7342,MID9498,PSUR5451,FSUR9610,d2ed53e5-de4,7b74b2f7-25e,efc2ad2d-5,F,2020-Apr-06 00:00:00,2025-Mar-14 00:00:00,1,61aba03b,632aa504,True,135.0,bfe37651,ASNL,,ENG
f4d02dd8-f22,SCH6,2008-Aug-19 00:00:00,SUR9131,FOR2204,MID7615,PSUR9528,FSUR2130,d14c32af-f31,ca018055-db9,9d2cdadb-7,M,2023-Jul-11 00:00:00,2025-Mar-12 00:00:00,1,7e4a43a8,f756435a,False,126.0,ed45d812,ASNL,,GAL
f5c18106-c7b,SCH4,2018-Dec-09 00:00:00,SUR7745,FOR6969,MID8659,PSUR7616,FSUR1806,783d56d1-05d,29ff36ad-1ad,3039aed9-9,F,2019-Dec-08 00:00:00,2025-Jan-22 00:00:00,1,cfc38213,d18b6c35,True,132.0,07a0cbad,MWCH,6,ENG
f65649e6-e36,SCH1,2013-Nov-19 00:00:00,SUR4687,FOR5161,MID5326,PSUR5015,FSUR3879,0eabf7d2-a52,f1b6c929-3f8,668d32c1-5,M,2024-Nov-28 00:00:00,2025-Jan-26 00:00:00,1,0c0c2113,d8632871,,130.0,fa2309bd,BEUR,,ENG
f65649e6-e36,SCH2,2013-Nov-19 00:00:00,SUR4687,FOR5161,MID5326,PSUR5015,FSUR3879,0eabf7d2-a52,f1b6c929-3f8,668d32c1-5,M,2025-Jan-27 00:00:00,2025-Mar-25 00:00:00,2,bb583d6b,aba252a7,False,139.0,821d476b,BSLN,,ENG
f793d3eb-376,SCH8,2009-Sep-05 00:00:00,SUR4081,FOR5943,MID4733,PSUR5698,FSUR9067,1ea14ec4-444,ace0f097-3b1,1bd5c27b-0,F,2024-Nov-13 00:00:00,2025-Apr-06 00:00:00,1,343c3632,e98cd562,,129.0,d3857e59,WOWB,,ENG
f7c4e620-58a,SCH4,2015-Feb-20 00:00:00,SUR6316,FOR7628,MID9185,PSUR9860,FSUR7274,850350b2-758,b01ef913-713,aa7b5c1b-6,M,2023-Mar-12 00:00:00,2025-Feb-15 00:00:00,1,d594fa8b,91d7c939,False,142.0,e625305c,BGHA,,PNJA
f7c4e620-58a,SCH3,2015-Feb-20 00:00:00,SUR6316,FOR7628,MID9185,PSUR9860,FSUR7274,850350b2-758,b01ef913-713,aa7b5c1b-6,M,2025-Feb-16 00:00:00,2025-Mar-16 00:00:00,2,3d114061,42622768,False,133.0,2e5bd1c9,OOTH,,ENG
f7e8d328-bb2,SCH5,2019-May-21 00:00:00,SUR1077,FOR5901,MID7069,PSUR9288,FSUR3423,a8006258-e6b,cfdbc786-913,8474b651-8,F,2023-Nov-06 00:00:00,2025-Apr-08 00:00:00,1,0270c7a4,ada90ce7,False,128.0,0123f33b,BCON,,ENG
f80f829e-18d,SCH7,2012-Oct-24 00:00:00,SUR3468,FOR5241,MID5164,PSUR9788,FSUR3496,26a57954-62e,2dedfb77-438,817804c4-5,F,2025-Jan-01 00:00:00,2025-Mar-02 00:00:00,1,6c4eddfd,1df0a138,False,129.0,0f68ddfe,NOBT,N,ENG
fca95526-383,SCH1,2011-Aug-16 00:00:00,SUR1108,FOR4420,MID2119,PSUR8924,FSUR8633,cafe60ab-150,e7cc58fb-d3d,935083cf-a,M,2023-Feb-26 00:00:00,2025-Mar-02 00:00:00,1,5fc7cb33,0f21eb40,True,133.0,c06996a2,WOTH,,ENG
fcefc173-205,SCH8,2014-Aug-01 00:00:00,SUR2151,FOR6301,MID4460,PSUR2095,FSUR3578,f3a72606-431,9b10ea41-0b4,a34aeb68-b,M,2024-Mar-14 00:00:00,2025-Mar-11 00:00:00,1,0a62b664,2c92f493,False,127.0,33ea6051,MWAI,,ENG
ff801e84-cd3,SCH2,2008-Aug-23 00:00:00,SUR7184,FOR1457,MID6545,PSUR1392,FSUR6080,efa89dcb-697,548c3978-054,f9b04ec4-f,F,2023-Oct-02 00:00:00,2025-Feb-18 00:00:00,1,56a24f0a,1527e54e,False,136.0,2930ea80,,,CYM
fff433e1-6bc,SCH7,2014-Mar-12 00:00:00,SUR2394,FOR8886,MID6186,PSUR3113,FSUR5201,2b5b2af1-218,b20dfbb3-da7,9aa7bd1c-2,F,2025-Jan-31 00:00:00,2025-Mar-26 00:00:00,1,7a756a8a,8574fca9,True,127.0,2386b2fd,BSLN,,
