pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,unitcontacttime,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,extendedhours,eligibilitycode,dafindicator,ethnicity,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,youngcarer
0207ff07-7f7,SCH3,2012-Feb-06 00:00:00,SUR4324,FOR6320,MID4096,PSUR6432,FSUR5866,f2414779-b9f,98025ffe-35d,7a5dd6df-b,M,2023-Nov-09 00:00:00,1,cbf3bd13,fc794220,763.0,True,False,,,133.0,False,False,14c0f1f9,,e8bd62ce,6c3b382a,,,,OMRC,,,ENG,,,N,R,,3,,,
0209d767-3ec,SCH2,2020-Aug-14 00:00:00,SUR2141,FOR7252,MID7353,PSUR6238,FSUR4486,c3f3c98f-94c,05298d98-fa9,febea94a-2,M,2023-Jan-29 00:00:00,1,939ce180,3165e110,722.0,True,False,False,,134.0,False,False,bd0c4014,,b53d8438,d03f7406,,8.0,,OMRC,,,ENG,,C,,,,8,,,
020de71c-5f0,SCH2,2012-Mar-28 00:00:00,SUR4291,FOR2877,MID9413,PSUR7722,FSUR1054,02611af4-4de,38a7d392-534,434eefdc-2,M,2020-Jul-01 00:00:00,1,0563d663,429bda0f,742.0,True,False,False,,132.0,False,False,5f835c07,,eba334e0,ce9f23ac,,,False,WNIR,,,ENG,,O,,,,2,,,
021425e0-64f,SCH5,2013-May-18 00:00:00,SUR7776,FOR1214,MID2620,PSUR6867,FSUR6621,7265e2c3-137,b93d7826-587,750dc9b3-b,F,2022-Aug-09 00:00:00,1,ff3931ba,016e630e,783.0,True,False,True,,130.0,True,False,d7327a2b,,1633c302,cebff704,,,True,,,,ENG,,O,,N,,R,,,
02149e28-3dc,SCH5,2012-Jan-01 00:00:00,SUR4931,FOR7009,MID7135,PSUR4599,FSUR5554,74c7075b-e35,c557dc06-e6d,13274798-7,M,2021-May-12 00:00:00,1,49ed406b,c52b5418,806.0,,,False,,127.0,False,False,96012740,5.0,cdd07fcd,05f6d336,,,False,WBRI,,N,ENG,,S,,C,A,2,,,
02211e5a-3f0,SCH2,2016-Feb-21 00:00:00,SUR5294,FOR5876,MID6402,PSUR4250,FSUR6525,205a050b-0e5,b89eac95-fe3,5ab02942-c,F,2018-Sep-27 00:00:00,1,436bcdbd,54798ac6,820.0,True,False,,,143.0,False,False,59d78454,,f65efa82,8944b4a2,,,,OIRQ,Yes,N,ENG,,,,C,A,5,,RU,
022173c1-4fe,SCH2,2008-May-13 00:00:00,SUR5713,FOR6322,MID9880,PSUR2648,FSUR1719,d5845aa0-1e0,ee7184c0-ba9,7034dff0-d,M,2022-Aug-05 00:00:00,1,af92bc86,70ed5602,750.0,True,False,False,12.0,136.0,True,False,10f705b8,,97ea03b2,6c621c6e,,,,WTUC,,,ENG,,,,,K,2,,,
022306da-25f,SCH3,2020-Apr-10 00:00:00,SUR5319,FOR6099,MID5539,PSUR6380,FSUR3699,5356cfff-896,d0b36868-d1c,c83dc884-4,M,2018-Nov-10 00:00:00,1,f98fd81d,12db208d,845.0,True,False,False,16.0,125.0,False,False,1aadd900,,4e87ee45,e54059c7,,10.0,,BCRB,,N,ENG,O,,,A,,E2,No,,
0228116d-6b3,SCH6,2019-Jan-26 00:00:00,SUR3439,FOR5346,MID1490,PSUR5331,FSUR7316,f19431ab-a42,acd4abbb-861,f2119fea-0,F,2022-May-22 00:00:00,1,708be33b,af123d8e,802.0,True,True,False,,128.0,False,False,e793b8d2,,eebd1cfb,f5a0a49c,,,,WIRT,Unsought,,ENG,,O,,C,K,R,,,
02332c43-1fe,SCH2,2010-Dec-12 00:00:00,SUR1720,FOR8858,MID8466,PSUR7967,FSUR8966,56891ffa-5ad,13becb71-17d,fa278628-d,M,2022-Dec-06 00:00:00,1,d1b8477f,d72dad81,812.0,True,False,False,,143.0,,False,8a0d2bb3,,0dac22ac,0d334897,,,,BGHA,,,ENG,,F,,,,2,,,
023864e0-886,SCH5,2016-May-20 00:00:00,SUR9096,FOR3464,MID7757,PSUR6816,FSUR7290,e3b35cbe-f4a,b52f6e94-fca,f4cd8ef9-2,M,2023-Oct-30 00:00:00,1,dc0e24f7,4f655b71,818.0,True,False,,,124.0,,False,efb6891d,,7e0f708f,e64635e8,,,,MWBA,,Y,ENG,,S,,N,N,2,,RE,
0239b80f-bcc,SCH2,2019-Nov-26 00:00:00,SUR9851,FOR6930,MID8769,PSUR7843,FSUR2937,ce61fd1d-d2a,6e1f6de0-d65,d0b658b4-4,M,2019-Apr-08 00:00:00,1,9ce515d5,b4c5142d,800.0,True,True,True,,121.0,True,False,7cdd3e90,,a053e87d,f2344653,6.0,,,COCH,,,ENG,,,,,,5,,,
023d6276-432,SCH6,2018-Nov-25 00:00:00,SUR6561,FOR2351,MID6179,PSUR5747,FSUR1413,76c3e692-07a,9e08e16a-29f,36515c89-6,M,2020-Mar-28 00:00:00,1,46580fa4,1972e134,842.0,False,True,,,129.0,False,False,ecc402c6,,67a59a29,4b22fd26,7.0,,False,MABL,,Y,PNJA,,,,R,,14,No,RB,
02472728-188,SCH8,2015-Jun-09 00:00:00,SUR4087,FOR5106,MID6284,PSUR3006,FSUR2889,715b0747-4d4,b7ffd832-a7e,b71e58b6-4,M,2024-Jul-18 00:00:00,1,dbf27066,d4138f6f,760.0,True,False,True,,140.0,False,False,5b60173a,,c4620a5f,8503396c,,,,ASNL,,,ENG,,M,,R,,R,,,
024a1d5e-4cb,SCH7,2007-Oct-21 00:00:00,SUR2694,FOR9637,MID5534,PSUR2861,FSUR7548,27f03b11-796,8c48c6ff-d35,b12c4ad7-5,M,2022-Aug-25 00:00:00,1,4e3cbfbe,68bc897c,770.0,True,False,True,,128.0,False,False,b25a7bbe,,fc762589,f5af31bb,,,,WIRI,Yes,,ENG,,C,,N,,9,,RU,
025d9a45-958,SCH1,2011-Sep-22 00:00:00,SUR5960,FOR7542,MID7915,PSUR1491,FSUR6885,d086aa1c-77f,5a527da6-f08,f8cef1ce-3,F,2024-Aug-28 00:00:00,1,03f1c73a,25c4850d,785.0,False,False,False,,133.0,,False,8002af22,,8d0b0d81,718ca9da,,,,ABAN,"Sought, no reply",R,CYM,,S,,R,K,N2,No,RB,
02601e4d-eb9,SCH4,2017-Sep-30 00:00:00,SUR1752,FOR4285,MID2193,PSUR7074,FSUR1002,06c3316c-4c6,0cc0ae76-98d,95258cca-6,F,2023-Nov-20 00:00:00,1,420b147a,9f1cd711,751.0,False,False,False,,131.0,False,False,d371c1ea,,4fe665cb,6c879a9b,,,,,,,GER,,,,A,E,5,,RB,
026164da-0dc,SCH2,2013-Nov-27 00:00:00,SUR3042,FOR3550,MID2249,PSUR6698,FSUR9613,dffaf897-a7b,650a5181-499,cfbf6bb5-6,F,2024-Dec-25 00:00:00,1,b7090b0a,f20a066f,866.0,True,False,,,134.0,False,False,85dc7c65,,48bdae20,b763bd4b,,,,WEEU,,,ENG,,,,R,,6,,,
0261dc1e-1d8,SCH4,2013-Sep-13 00:00:00,SUR8497,FOR5829,MID9043,PSUR3486,FSUR9329,66cdae4e-711,5fc031dd-05f,48fe4369-4,F,2022-Apr-10 00:00:00,1,d48624af,146a40d6,757.0,False,False,False,16.0,122.0,False,False,ca64f8b7,,a11f0d79,ec92b229,,,True,WPOR,,,ENG,,C,,,,7,,,
0263fbd7-cea,SCH2,2016-Jan-07 00:00:00,SUR1583,FOR6492,MID6950,PSUR2904,FSUR5500,e5e30546-eec,ba5a426e-a79,d324f361-4,M,2023-Jan-29 00:00:00,1,662042c7,c3a8337e,777.0,True,False,False,,127.0,False,False,444f61d6,,56f749b4,36a7c2e8,,,,WWEL,,,ENG,,,,N,,3,,,
0268dacb-f00,SCH1,2014-Oct-24 00:00:00,SUR9891,FOR9827,MID3628,PSUR2653,FSUR9210,4bdcd9d7-d36,232f13c5-f50,61fe4619-4,M,2021-Jan-01 00:00:00,1,28acaf2f,4ccb21b4,780.0,True,False,False,,128.0,False,False,2e06d9ae,,598a1335,027ad77e,,,,OPOL,,Y,,,,,,E,E1,,,
02693da2-0eb,SCH3,2018-Nov-27 00:00:00,SUR9707,FOR9358,MID4162,PSUR8127,FSUR7047,b4ab9a8b-1a4,364a2510-0d9,03cb39c8-a,M,2019-Jan-24 00:00:00,1,20f22acf,fc0bc78d,803.0,True,,False,19.0,132.0,False,True,531be2a1,,a2912c70,d663927f,12.0,,,OYEM,No,,ENG,,C,,R,K,7,,,
027b55e4-bfd,SCH7,2013-Jul-27 00:00:00,SUR3511,FOR8455,MID3429,PSUR5805,FSUR5333,62a8a895-76c,cbb226cb-e22,c90d13ba-e,F,2023-Dec-15 00:00:00,1,32b3be8f,f04ba061,813.0,True,False,False,16.0,130.0,False,False,816d12cc,,ecf85b07,41c5d10e,,,False,OTHA,,N,ENG,,C,,,,14,,RO,
027d46c2-4ac,SCH7,2019-Aug-14 00:00:00,SUR2800,FOR9352,MID8788,PSUR3112,FSUR2648,55c2a49e-44d,2c236925-71d,32747d51-a,F,2022-Aug-13 00:00:00,1,e735c69e,e42940e9,780.0,True,False,False,,131.0,False,True,9bb765cd,11.0,f49f52d4,054ff48d,,,,WBRI,,,ENG,,S,,,,N1,,RE,
0285fba6-041,SCH5,2010-Dec-16 00:00:00,SUR9466,FOR7815,MID4519,PSUR1370,FSUR3797,ff57f7c0-b50,fe4495fa-8e3,acefce50-6,F,2024-Oct-09 00:00:00,1,930b53bb,7d53b11b,735.0,True,False,True,,128.0,False,False,88c5be7a,,1580241a,247d18d0,,,,CHNE,,,RUS,,O,,,,5,,RU,
02973d54-d3f,SCH8,2017-Oct-05 00:00:00,SUR6362,FOR1412,MID6198,PSUR3683,FSUR3186,1fa8d5f3-c10,49b86b14-3f8,aae33da1-3,M,2021-Jan-05 00:00:00,1,506b84e4,0771c137,739.0,True,False,False,18.0,122.0,False,False,5c644b70,,179c2bf8,7ff5a070,,,,AIND,,,ENG,,C,,,E,11,,RU,
029be0f8-b09,SCH7,2020-Apr-11 00:00:00,SUR2119,FOR6318,MID5849,PSUR7889,FSUR2858,25218faf-6b1,289df489-4db,df29ada6-5,M,2021-Apr-01 00:00:00,1,c76b08a7,3f556b87,778.0,,False,False,,130.0,False,False,636782cc,,e8e798a9,e2af34a1,,,True,ASNL,,Y,ENG,,S,,A,S,7,,,
029cbebb-721,SCH3,2013-Aug-23 00:00:00,SUR5593,FOR2572,MID1156,PSUR7131,FSUR2305,cabbafc7-89a,3981a593-a91,ab6b7eda-0,F,2018-Oct-09 00:00:00,1,c6e2058a,b8c52f43,812.0,True,,True,,129.0,True,False,a504dfed,,e10359a3,3844b767,,,,BOTH,,,PRST,,S,,N,E,X,,,
02a43603-c14,SCH5,2019-Apr-18 00:00:00,SUR4486,FOR3984,MID7224,PSUR7470,FSUR2343,e4e4b588-93f,c28fcc42-8f3,72b44b9e-f,F,2022-Jul-18 00:00:00,1,3884df4d,e3c4d3c5,814.0,True,,False,,131.0,False,,5758fe93,,d6ab33b5,028b6022,,,,MWAO,,R,ENG,,O,7,,,5,,,
02ae48ca-353,SCH6,2012-May-05 00:00:00,SUR2887,FOR8343,MID5527,PSUR5080,FSUR1912,c5356272-798,73be2274-a2f,1275e5eb-3,F,2020-Jan-10 00:00:00,1,df502c91,b4e17f56,761.0,True,,True,,132.0,True,True,86dcab33,,a0267387,44c93e2f,,,True,WITA,,,ENG,,C,7,G,K,E2,,,
02af3d49-289,SCH2,2019-Apr-28 00:00:00,SUR2656,FOR7531,MID9607,PSUR9454,FSUR6835,c3caa9d0-9a8,e08a7826-ba4,3fb0e02a-0,F,2025-Mar-31 00:00:00,1,d08bd0a7,4b3706ab,746.0,True,False,False,,123.0,False,False,1bf9f642,8.0,14f1c408,85f2c438,,,,,"Sought, no reply",,BNG,,C,,N,S,2,,RE,
02b804eb-65b,SCH2,2015-Jul-12 00:00:00,SUR2631,FOR4977,MID9789,PSUR8300,FSUR1782,e4e23f46-ed0,d975dc49-28b,c62d0df3-6,F,2022-Dec-07 00:00:00,1,1a4d52ac,b1a3fbd1,818.0,True,False,True,23.0,128.0,False,True,17769e58,,8a50e517,3e2f583a,,,False,ANEP,Yes,R,ENG,,M,,,N,10,,,
02beb3be-9f3,SCH3,2011-Apr-17 00:00:00,SUR5748,FOR2668,MID1382,PSUR1633,FSUR5691,34ed9774-615,387cd040-1dd,f6088da4-9,F,2025-Mar-11 00:00:00,1,2000ff0a,87a36d67,748.0,True,False,True,,132.0,False,False,3e4fc7a2,5.0,22f5db57,75ed5234,,7.0,,WGRK,"Sought, no reply",,ENG,N,,N,C,,2,,,
02c02df8-83a,SCH4,2015-Jul-21 00:00:00,SUR8973,FOR6765,MID5350,PSUR1431,FSUR3397,95f9a607-9a6,35af82af-e0f,59956908-3,F,2025-Jan-06 00:00:00,1,944b60c2,8be49106,734.0,True,False,False,7.0,128.0,False,False,ce2dc0f0,,ab2ea632,e8ea3567,,,,WCRO,,,,,,,N,P,13,No,,
02c424ff-3d9,SCH1,2019-Feb-18 00:00:00,SUR7718,FOR6772,MID4859,PSUR7171,FSUR2961,c3a10c94-76a,f53c2f15-05b,bac3e4cf-b,F,2023-Sep-18 00:00:00,1,ac25c0e0,022fbe03,834.0,,False,,25.0,127.0,False,False,b4706c80,,5147a533,4fc6f7f4,,,,WGRC,No,N,BNG,O,S,,C,,N2,,,
02c63205-76f,SCH7,2010-Mar-26 00:00:00,SUR7126,FOR2266,MID4263,PSUR4864,FSUR3346,2e53c47b-070,4028dc35-6ff,e92ba131-6,M,2024-Feb-17 00:00:00,1,5c940f4a,32e34d01,775.0,False,False,True,,124.0,False,False,9163d00d,,ef5f4817,b4afc804,,,,MAOE,,,CYM,,,,,,8,No,,
02caee4d-04a,SCH1,2015-Jan-02 00:00:00,SUR7807,FOR2967,MID2024,PSUR4517,FSUR4535,e8c185e1-72b,0aadf454-613,ad3405a0-8,F,2019-Mar-12 00:00:00,1,f9014d51,8e797192,792.0,,False,False,,136.0,True,False,953bcb53,,706be8c7,c52a4ba2,,,False,BSUD,,,GAL,,O,,C,K,11,,,
02e79cdb-4e4,SCH6,2011-Apr-01 00:00:00,SUR9184,FOR1109,MID8680,PSUR7393,FSUR8200,8e1ff844-811,42a5a75d-62a,e4761737-4,F,2021-Feb-20 00:00:00,1,aa4d52df,8a954cf3,755.0,True,False,False,,125.0,False,False,c1e3348d,,96eb62fe,464afaaf,3.0,,,OJPN,,,ENG,N,F,,,S,6,,,
03021c5d-eb5,SCH3,2020-May-13 00:00:00,SUR7281,FOR8470,MID9931,PSUR6950,FSUR5607,4590d6a5-c64,c7b56aa6-477,b7c5ddb8-5,F,2021-Jun-26 00:00:00,1,54f270d8,bdbc2fdc,750.0,True,False,False,,132.0,False,False,96393ecc,,6336f14a,f09e0de8,,,False,OTHA,,R,ENG,,S,,C,E,N2,,,
0312d388-a0a,SCH3,2016-Nov-12 00:00:00,SUR2573,FOR9011,MID8910,PSUR8147,FSUR3190,e4488c68-c11,a8295dda-4ee,89ab9254-c,M,2022-Jun-01 00:00:00,1,3e43b60f,c13b718e,800.0,True,False,False,,120.0,False,True,baca5dc3,,a277e5cd,867f66e2,,,False,WROR,,,ENG,,C,,N,,9,,,
031d062d-c54,SCH7,2009-Oct-14 00:00:00,SUR1846,FOR8487,MID9768,PSUR1048,FSUR6861,c6450f28-1ca,bff86f13-088,48b7734e-4,F,2024-Apr-05 00:00:00,1,ba382e9e,37299032,753.0,False,False,True,,125.0,,False,6dcee7b7,,4b5d82ce,feb666ef,,,,AKAO,Unsought,,DAN,,,,,K,5,,,
032412b4-f07,SCH8,2018-May-08 00:00:00,SUR4850,FOR8799,MID6937,PSUR5169,FSUR9806,6c416b56-c1d,60f31545-3cf,6ec856e5-a,F,2021-Feb-10 00:00:00,1,4ebe93a9,cfae74cd,748.0,True,False,False,,130.0,False,,7a590318,,019d650c,c422e4b0,,,,AOTA,,,GAL,,,,A,,R,,,
0324d37b-e67,SCH8,2016-Jul-07 00:00:00,SUR3566,FOR9927,MID7440,PSUR9948,FSUR7868,5e4cc80f-c51,4e660032-bbf,23af56f2-b,M,2019-Aug-07 00:00:00,1,601faf49,994c5034,728.0,True,False,False,18.0,129.0,False,False,1593ef5b,,e8af3831,e9cd5e8e,,,,BBRI,,,ENG,,,,R,,8,No,RB,
0328b124-b96,SCH3,2011-Dec-31 00:00:00,SUR5727,FOR3624,MID3796,PSUR3520,FSUR9685,891b90ee-118,2f3fd102-01d,077b374c-8,M,2024-Nov-17 00:00:00,1,8bcc359a,fd16b755,813.0,True,False,False,,127.0,False,True,0145be53,,7fa32167,10255ef1,,,,ABAN,,Y,ENG,,,,,S,E1,,RU,
033084dc-239,SCH2,2010-Jul-22 00:00:00,SUR8253,FOR2794,MID8986,PSUR6725,FSUR7563,5743f054-b39,83d56fd5-8fc,cedbfa99-4,F,2022-Sep-23 00:00:00,1,744268f0,750228ee,785.0,True,False,False,,124.0,False,False,6bf6f8c2,,cf1e087c,d9234064,,,False,OIRQ,,,ENG,,,,,,E2,,,
03319d83-ceb,SCH7,2014-Nov-17 00:00:00,SUR3787,FOR1695,MID5119,PSUR8620,FSUR1017,a394c33c-a10,562ae85a-1b7,ce3a7a78-b,M,2018-Sep-02 00:00:00,1,d2fa1365,1b610071,834.0,,False,False,,130.0,False,False,d5253108,,76124bf6,e98d46b3,,,,ASRO,Unsought,N,ENG,O,S,,,,9,,,
033ccabe-2a5,SCH3,2008-Feb-06 00:00:00,SUR3248,FOR8485,MID7798,PSUR2347,FSUR6829,b58aec96-320,0e6319f1-89f,35ac833f-c,M,2019-Jan-03 00:00:00,1,741fd5ac,717c16ff,817.0,True,False,True,,129.0,False,False,baa6b8b2,,8bcb6a1e,4f380c81,,,,AOTH,,Y,ENG,N,O,,,N,10,No,,
0343c16b-50a,SCH8,2020-Aug-22 00:00:00,SUR5638,FOR1033,MID8108,PSUR3898,FSUR2346,8fcc2e75-7f9,df1b63a4-9ac,8f7da5bf-3,M,2024-Jun-23 00:00:00,1,6cb941b2,a90b2326,832.0,True,False,False,,126.0,False,False,6eacfaeb,,9ee12e99,f8a73f3a,7.0,,,NOBT,No,,ENG,,,,C,,10,,,
034cb7c9-676,SCH8,2017-Aug-28 00:00:00,SUR6711,FOR1630,MID8368,PSUR4178,FSUR8850,bc35dcd4-829,fbf51be8-aab,461c9922-8,F,2021-Aug-29 00:00:00,1,ce47e933,a3b4762f,761.0,True,False,True,,127.0,False,False,c02b67fa,,70109a73,ba20466d,,,,OIRN,Unsought,Y,PNJA,,M,,,A,N1,No,,
03508675-23b,SCH1,2013-Jun-04 00:00:00,SUR2534,FOR9324,MID5260,PSUR7879,FSUR4099,46c9b0e0-9c8,ed193217-426,8df5bec8-f,F,2021-Mar-16 00:00:00,1,e3110ab4,95a16173,793.0,False,False,False,,122.0,False,False,4c432a2c,,bc9db922,1134c6ee,,,,ABAN,,Y,ENG,,,,,S,1,No,,
035cbfb4-b5d,SCH7,2019-May-28 00:00:00,SUR1873,FOR5358,MID9884,PSUR1848,FSUR4177,8440b6c5-c23,02228664-28b,a8187155-e,M,2021-Jul-20 00:00:00,1,110ef979,edbaad66,744.0,True,False,True,,138.0,False,False,9668f4bf,,5abd7d50,1a3ec96c,,,,MOTM,,N,ENG,,C,,,S,5,,RO,
035e1118-911,SCH6,2017-Jul-12 00:00:00,SUR4911,FOR5969,MID3617,PSUR6104,FSUR7448,5f49819e-e4e,88c9c9c0-615,6856521e-b,M,2024-Mar-12 00:00:00,1,6c906b77,cb4139d1,821.0,True,False,False,14.0,128.0,False,False,307d3b62,,5f61bd78,bb270e6f,,,False,WEEU,,,ENG,,,,A,S,4,,,
0365b3e3-d3d,SCH4,2019-Jul-04 00:00:00,SUR2902,FOR4424,MID2769,PSUR3661,FSUR2046,d39f24a7-394,ff5409f7-585,8b15cdcb-4,F,2024-Jun-26 00:00:00,1,9f0de3a1,f56e5efe,826.0,True,,False,,137.0,False,False,6d8d7c4c,,c0592078,74bc0e66,7.0,,,WCRO,No,,ENG,,,,,S,13,,,
036af847-83a,SCH6,2008-Dec-05 00:00:00,SUR7134,FOR9344,MID7183,PSUR8168,FSUR7434,6647404e-915,95993d64-7c2,528024db-9,F,2024-Oct-03 00:00:00,1,d51a34f4,35ae14dd,820.0,True,False,False,,134.0,False,False,84a21811,,817d2c93,0b94dae5,,,False,OVIE,,,ENG,,O,,,,12,No,,P
036bfa4a-8df,SCH5,2019-Nov-01 00:00:00,SUR1748,FOR8208,MID3365,PSUR4382,FSUR7687,b3a15813-6d4,76720c09-302,5a2b6cb3-6,M,2023-Jan-03 00:00:00,1,e7986571,b064dbfe,747.0,True,,False,18.0,127.0,False,False,9fa4f3ea,,33ee8cef,be55ab19,,,,BNAM,,,ENG,,O,,A,,4,,,
036f291d-5ab,SCH8,2014-Mar-27 00:00:00,SUR7132,FOR5935,MID2896,PSUR9378,FSUR7387,e44c3b10-955,59dddfb6-9f5,d19d06d4-c,F,2022-May-29 00:00:00,1,999ea801,0f715b62,811.0,True,False,False,,129.0,False,False,8022a113,5.0,1f1b700f,68101a9c,,,,,No,,ENG,,O,,G,,E1,No,,
037ffda4-4df,SCH7,2017-Jun-04 00:00:00,SUR8467,FOR9817,MID1307,PSUR3662,FSUR9220,56bd3c4e-665,20da1084-0fe,f041edd7-f,M,2021-Jan-15 00:00:00,1,05792552,9a21940a,722.0,True,,True,,126.0,False,False,f9aba21d,,254ce998,0c181ffb,,,,BSLN,,,CYM,,,,,A,3,,,
038be476-cc3,SCH5,2015-Oct-30 00:00:00,SUR2306,FOR9418,MID6295,PSUR1285,FSUR8643,fa77b894-e74,3d431b1a-ac9,25aefa1c-7,M,2020-Nov-03 00:00:00,1,35ba773c,a6821cf7,774.0,True,,False,,130.0,False,False,ca0f14db,,f1ff1432,7ebb5e47,,,,WSCO,Unsought,R,PNJA,,,,,,14,,RB,
038c2e27-cab,SCH8,2018-Sep-14 00:00:00,SUR6856,FOR8386,MID9255,PSUR1613,FSUR4466,6b9bbfbb-fc4,bbef2a43-859,e252b4be-1,M,2021-Jan-20 00:00:00,1,963848f4,41ce0705,749.0,True,False,True,,123.0,False,False,5663f8b1,,36a9868b,899c8c6a,,,,MABL,No,U,GAL,,F,,C,N,R,,RO,
03ac5370-389,SCH8,2018-Apr-26 00:00:00,SUR6879,FOR1732,MID1728,PSUR9652,FSUR8226,f2b300ed-199,7c2ea30d-515,7da94d16-6,M,2022-Apr-21 00:00:00,1,c4f00501,44adaa7a,764.0,True,,False,,129.0,,False,79623151,,f00230b7,5e18e00e,,,,OAFG,,,ENG,,M,,C,A,6,Yes,,
03b38cf3-f0f,SCH8,2015-Apr-18 00:00:00,SUR3231,FOR9636,MID2116,PSUR5300,FSUR5335,9d36d26b-8f5,b13bfae3-bfd,62f4dd42-1,F,2023-Dec-02 00:00:00,1,d8e56456,249614ed,774.0,True,False,False,,124.0,True,False,7dc3b8c5,,33bdc685,2b4eb520,,,,AMPK,,,ENG,,,,A,S,11,No,RU,
03b8842c-a6f,SCH6,2009-Nov-23 00:00:00,SUR4669,FOR7140,MID3815,PSUR9790,FSUR4283,de90ed23-dfc,19a50bdb-7ac,171d99b2-1,F,2022-Jun-04 00:00:00,1,c20160e0,52e230fc,800.0,True,False,False,15.0,127.0,True,False,62c83787,,cdabca3f,7d4b3025,,,,MWBA,,,GAL,,F,,,,13,,RO,P
03c8f697-4e8,SCH7,2020-Mar-23 00:00:00,SUR7131,FOR9599,MID4817,PSUR8790,FSUR5599,37983cab-fd8,563a2fe5-70c,4d9d345f-9,M,2020-Jun-21 00:00:00,1,aa03ae0c,6d9f4a2b,783.0,False,False,False,,128.0,False,False,f9e1a3a6,,edae8e06,d22a6905,,,,BEUR,No,R,ENG,O,M,,,K,5,No,RE,P
03cfdbb9-b8d,SCH8,2013-Nov-09 00:00:00,SUR7464,FOR4530,MID6602,PSUR8765,FSUR9381,e864e267-716,10becab7-6fd,e5b1d16c-9,M,2019-Jan-10 00:00:00,1,f35a009f,a86be913,757.0,False,False,False,,127.0,True,False,b5feac35,,cfb416ce,f8db231e,,,,WSER,,,ENG,,O,,R,P,1,,,
03d32e11-910,SCH8,2018-Nov-15 00:00:00,SUR7158,FOR5224,MID4917,PSUR5041,FSUR2521,bb9f309e-1bb,c58e7b39-e34,2639e13e-d,M,2025-Feb-25 00:00:00,1,0b750952,e286ce96,777.0,True,False,False,,133.0,False,True,721cee7a,7.0,abada677,4de2937d,,,,MWOE,,,ENG,,,,,K,12,,RE,
03d764f9-164,SCH7,2019-Aug-26 00:00:00,SUR7171,FOR9560,MID6629,PSUR7759,FSUR8796,247c2f03-f1c,0761338b-c1e,6fcff899-5,F,2020-May-18 00:00:00,1,fdbe744c,731b8780,744.0,True,True,False,,134.0,False,False,48cd3770,,57454c67,ed0e89b9,,,False,AAFR,,N,,,C,,,,5,No,,
03efad7b-c2a,SCH5,2015-Oct-04 00:00:00,SUR1314,FOR6657,MID6164,PSUR7304,FSUR3710,cef72d60-77c,5ab88f8d-6ca,922d1645-4,M,2023-Dec-03 00:00:00,1,49d6f7d2,3ef82925,800.0,True,True,,18.0,132.0,True,,869064be,,7c9854a6,48b7db2c,,,,OIRQ,No,,ENG,,S,,,N,N1,No,,
03f40606-28a,SCH6,2019-Nov-12 00:00:00,SUR5753,FOR9622,MID5134,PSUR8849,FSUR5881,df0d07fd-b10,90e3e5b6-fe7,bde354ce-e,M,2019-Jun-04 00:00:00,1,36f128ac,92cd7076,776.0,True,True,True,19.0,127.0,False,False,c0e07d03,,11c4b9f4,14f8d764,,,,AOTA,"Sought, no reply",,ENG,,,,,,N2,,,
03f81b6c-532,SCH8,2016-Apr-25 00:00:00,SUR5763,FOR1011,MID6087,PSUR5688,FSUR4454,b01f87ba-be4,9cacfcba-ae1,240b08fc-e,F,2023-May-15 00:00:00,1,208b7da1,baf2c22e,796.0,True,True,,22.0,119.0,False,True,09d6fb56,,75d06710,67236a64,,,,ABRI,,,CYM,,,,G,,12,,,
04051d11-e3f,SCH8,2017-Dec-26 00:00:00,SUR1559,FOR9203,MID1531,PSUR4834,FSUR4435,268e7c25-e6d,c520aad0-62d,7158ad17-5,M,2025-Feb-27 00:00:00,1,c5978cd2,ba6fecf8,820.0,True,False,False,,134.0,False,False,b9399959,,9b8ec4bb,97214ede,,,,BAFR,,R,ENG,,,,G,E,1,,,
040e8bcd-133,SCH4,2010-Dec-24 00:00:00,SUR2315,FOR9727,MID8501,PSUR9485,FSUR3814,3ad19fd3-eff,491ecbc8-426,078645c1-8,F,2024-May-05 00:00:00,1,85fb621f,9edd7c96,786.0,True,False,False,,126.0,False,,576b5b59,,cb6502c0,95423aa1,,,True,BWEL,,,GAL,,,,G,,6,,,
0418c456-17a,SCH2,2018-Aug-19 00:00:00,SUR9940,FOR8747,MID1100,PSUR2625,FSUR3364,ad8e571f-f8e,c174fbd7-a4b,8ab0aabe-e,M,2025-Jan-22 00:00:00,1,e9131e5f,61748b27,736.0,True,False,False,11.0,122.0,False,False,7e298623,10.0,26d7808a,c973e75c,,,,OAFG,,,ENG,O,,,,E,7,,,
043bd800-c91,SCH6,2015-Jan-13 00:00:00,SUR8605,FOR8923,MID6737,PSUR9790,FSUR4628,4ae082d9-faf,741b00c2-e86,3ecb4e37-c,M,2025-Mar-04 00:00:00,1,8380dd98,d0e33f76,778.0,True,True,False,,131.0,,False,5b486b4e,,6edcc4be,0a9a5786,,,,,Yes,,CYM,,O,,R,P,E1,No,,
