pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,senunitindicator,resourcedprovisionindicator,nonqualhrs,ftemp,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,summerhalfterm2sessionspossible,extendedhours,eligibilitycode,summerhalfterm2sessionsauthorised,summerhalfterm2sessionsunauthorised,dafindicator,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear,eyppr,eyppbf
01861a4b-993,SCH1,2012-Jun-09 00:00:00,SUR4404,FOR4429,MID2158,PSUR8938,FSUR6112,51631215-ef6,8ab862a3-787,178c218a-3,M,2023-May-28 00:00:00,1,dad554d7,b52e6f86,751.0,True,False,True,125.0,8.0,,True,False,133.0,False,776.0,801.0,,764.0,126.0,756204a2,,6c344e6b,32efecd1,130.0,,,,,,,,4.0,,,ENG,,O,,C,S,5,,,G,,,U,,A*,,
0188f245-602,SCH8,2018-Jun-20 00:00:00,SUR9041,FOR6186,MID6010,PSUR3251,FSUR4424,ccf07281-2ed,05416fac-93e,3610dca0-9,M,2022-Apr-11 00:00:00,1,57afd8f3,6b927335,774.0,False,True,False,138.0,7.0,,False,,127.0,False,802.0,760.0,126.0,792.0,129.0,ffb8d2da,,432e0905,99523fdd,132.0,,,7.0,,,,,4.0,,,ENG,,,,,E,R,B,,,,,N,,9,,
019cfc62-962,SCH6,2009-Jun-30 00:00:00,SUR4620,FOR8191,MID7078,PSUR6841,FSUR9201,ae1fe244-58c,df34da76-c66,004d06f7-f,M,2021-Oct-25 00:00:00,1,f14390bc,a3a46fa6,743.0,True,False,False,127.0,8.0,,False,False,129.0,False,769.0,764.0,136.0,766.0,135.0,61cf2604,,d9710bf4,f33f29fa,132.0,,,8.0,,,,,,,U,ENG,,,,,E,2,A,,,,O,,,,,
019df92f-194,SCH7,2020-Jul-13 00:00:00,SUR2835,FOR6251,MID5821,PSUR8218,FSUR8168,2d7cb936-ba2,c5e29a73-642,f5d52a82-7,F,2022-Jan-28 00:00:00,1,d613d234,69e25865,787.0,True,,False,128.0,9.0,,False,,128.0,False,774.0,825.0,132.0,746.0,136.0,6e0fbfef,,ddba24ae,3aab7e53,127.0,,,7.0,,,,,3.0,,N,,,,,,E,R,,2,,,,F,,,,
01a0b4d1-79b,SCH8,2017-Aug-20 00:00:00,SUR6708,FOR4092,MID7602,PSUR2822,FSUR1257,5a800afe-400,8a669960-bd1,20416368-c,F,2019-Oct-05 00:00:00,1,35302d03,5f869a21,785.0,True,False,False,127.0,8.0,3.0,False,False,120.0,False,828.0,792.0,133.0,816.0,135.0,6c499c7d,,8ab46ab9,33c33374,126.0,,,8.0,,False,,3.0,3.0,,,,,,,A,,5,,1,,,,,,,Yes,
01aa8772-70d,SCH2,2007-Sep-28 00:00:00,SUR2712,FOR7244,MID3126,PSUR8302,FSUR9978,1f02d399-0e3,5e326d09-cb1,8f4d9ac2-e,M,2022-May-07 00:00:00,1,010e1fd0,080a20ee,747.0,True,,False,140.0,7.0,2.0,False,,139.0,False,786.0,768.0,136.0,769.0,128.0,268f12a6,8.0,7a6a4efe,f977ff7a,129.0,,,8.0,,False,,,3.0,,N,,,M,,,,13,,1,,1,,F,,,,RE
01ab75f8-504,SCH1,2018-Jul-04 00:00:00,SUR5936,FOR5251,MID9131,PSUR5451,FSUR1124,ff2f7511-ef9,5195a0aa-ac9,51e43981-9,M,2023-Oct-06 00:00:00,1,9e5ec111,ead5381a,791.0,False,False,,132.0,8.0,,True,False,127.0,,833.0,709.0,140.0,819.0,126.0,75cd92b3,6.0,5cbff326,0d0c0d10,134.0,,,8.0,3.0,,,5.0,,Yes,,ENG,,,,,,N2,,,,,L,,9,,,
01af0693-90a,SCH7,2010-Jan-28 00:00:00,SUR4341,FOR3199,MID5994,PSUR1693,FSUR9387,19f6ce7c-42e,ad6e521b-527,fb91a666-9,M,2024-Jul-29 00:00:00,1,2dc17e6b,e0722e63,792.0,False,False,False,135.0,8.0,,False,False,125.0,False,753.0,773.0,129.0,720.0,130.0,6c11b2d7,,1ff1186b,04df4caa,121.0,,,8.0,,False,,,,,,ENG,,,,N,P,E1,,,,1,,,,,,
01b4b057-87a,SCH5,2019-Jan-12 00:00:00,SUR6414,FOR9627,MID8283,PSUR7745,FSUR3463,a3f97ac3-b30,ba32b8f6-2ed,d337f620-3,M,2023-Dec-15 00:00:00,1,16ff9c54,b461e905,766.0,False,False,False,124.0,8.0,,False,,126.0,False,787.0,771.0,126.0,739.0,132.0,4da531c4,,3f0bf008,e5a1b2dc,131.0,,,8.0,,,,,,,R,ENG,,C,,,,9,,2,,,N,,,,,
01cc47ac-658,SCH1,2017-Dec-02 00:00:00,SUR6420,FOR2854,MID6092,PSUR8747,FSUR5297,a83e5a6a-356,03ab3084-dd8,a39b067f-9,M,2023-Oct-06 00:00:00,1,875ac061,c6ed5804,763.0,True,False,False,139.0,,3.0,False,False,121.0,False,811.0,775.0,124.0,794.0,126.0,89e3a17f,,48eed4bc,ac9df49c,132.0,7.0,,8.0,2.0,False,,,,,,ENG,,C,,,,5,,,,1,N,O,,A*,,
01da4f0d-44e,SCH3,2010-Sep-02 00:00:00,SUR4215,FOR7683,MID4062,PSUR8227,FSUR4386,e1f41722-16e,aad1eba1-dde,0b6d4b4c-7,F,2018-Dec-02 00:00:00,1,ef921f8c,ff592f24,772.0,True,False,False,131.0,8.0,3.0,False,False,134.0,False,765.0,789.0,133.0,815.0,136.0,70cf6cd9,,5260da9c,8cc3cc9e,129.0,,,7.0,,False,,,3.0,,N,UKR,,,,R,,11,,2,,2,O,,,,,
01dfc5f8-834,SCH4,2019-Jul-03 00:00:00,SUR4855,FOR9474,MID6248,PSUR4029,FSUR6469,feaf306f-955,c57c7ce8-2da,f3f16822-f,M,2024-Dec-08 00:00:00,1,a39ef2c2,9f39db27,840.0,True,,True,134.0,,,False,False,133.0,False,781.0,801.0,134.0,869.0,120.0,d46f2fb0,,999c0c71,164bc034,130.0,7.0,,9.0,,False,2.0,,,,,,,C,,,S,E2,,,,,L,,,E,,
01ebda30-5a0,SCH2,2015-Jan-12 00:00:00,SUR2874,FOR6671,MID6216,PSUR7275,FSUR6763,bb1771e5-300,234aceb4-af3,56ba67b2-0,M,2024-Aug-10 00:00:00,1,12813446,225fd78d,806.0,True,,False,128.0,8.0,2.0,False,False,132.0,False,783.0,785.0,134.0,728.0,124.0,98cd7357,,7da456ac,7c8ecd68,129.0,,,7.0,3.0,,,2.0,3.0,,R,ENG,,,N,,,10,,,F,,,,,6,,
01ed06bc-72e,SCH3,2018-Jun-13 00:00:00,SUR4234,FOR9310,MID4390,PSUR1880,FSUR2860,c2a5ba41-552,c3b3a417-998,ef7f36d1-c,M,2024-Dec-20 00:00:00,1,b6eb5a64,4b49f84d,718.0,True,False,False,125.0,9.0,,False,False,127.0,False,767.0,711.0,127.0,771.0,127.0,56577747,,e9f9f82d,f0539aca,131.0,,,8.0,,,,,,,R,ENG,,S,6,,E,12,D,3,,,U,,,,,
0200b7ed-ca9,SCH1,2015-Sep-03 00:00:00,SUR3880,FOR9795,MID7882,PSUR5048,FSUR9731,0e772549-6f6,13924a3d-1af,8450154b-e,F,2024-Mar-06 00:00:00,1,32aa9708,489c61ff,755.0,True,True,False,124.0,8.0,3.0,False,False,129.0,False,699.0,803.0,128.0,803.0,134.0,7639c0a3,,3c133a1f,72a70fda,136.0,,,7.0,,,,3.0,,,,ENG,,M,,,E,6,,,,,,,,,No,
0207ff07-7f7,SCH3,2012-Feb-06 00:00:00,SUR4324,FOR6320,MID4096,PSUR6432,FSUR5866,f2414779-b9f,98025ffe-35d,7a5dd6df-b,M,2023-Nov-09 00:00:00,1,fe699b28,0067c33d,761.0,True,False,False,142.0,8.0,,False,False,140.0,False,802.0,804.0,131.0,821.0,135.0,e15b6d80,,58534694,2704a3ea,121.0,,,9.0,4.0,,,,,,,ENG,N,F,,,S,N1,,,F,,,O,,,Yes,
0209d767-3ec,SCH2,2020-Aug-14 00:00:00,SUR2141,FOR7252,MID7353,PSUR6238,FSUR4486,c3f3c98f-94c,05298d98-fa9,febea94a-2,M,2023-Jan-29 00:00:00,1,f396e378,6d431208,822.0,True,False,False,126.0,8.0,4.0,False,False,126.0,False,814.0,787.0,126.0,761.0,130.0,b24374f6,,bbd77207,c6447e82,140.0,,,,,,,3.0,,,,ENG,,F,,N,,E2,,,5,,,,,,No,RE
020de71c-5f0,SCH2,2012-Mar-28 00:00:00,SUR4291,FOR2877,MID9413,PSUR7722,FSUR1054,02611af4-4de,38a7d392-534,434eefdc-2,M,2020-Jul-01 00:00:00,1,357a545f,e928e8b6,782.0,False,False,True,135.0,8.0,,,False,133.0,False,735.0,841.0,133.0,795.0,132.0,cc1bb682,,92023419,862c337a,139.0,,,8.0,,,,,,,N,ENG,,C,N,,,N1,,1,8,2,O,,,,,
021425e0-64f,SCH5,2013-May-18 00:00:00,SUR7776,FOR1214,MID2620,PSUR6867,FSUR6621,7265e2c3-137,b93d7826-587,750dc9b3-b,F,2022-Aug-09 00:00:00,1,3536251e,d6a79a14,805.0,True,False,True,131.0,,,,False,126.0,False,802.0,764.0,135.0,778.0,124.0,070dc624,4.0,0791e449,e19b79a0,129.0,,,7.0,2.0,False,3.0,,,Yes,,PNJA,,,,,S,E1,,,A,,,,NR,,,
02149e28-3dc,SCH5,2012-Jan-01 00:00:00,SUR4931,FOR7009,MID7135,PSUR4599,FSUR5554,74c7075b-e35,c557dc06-e6d,13274798-7,M,2021-May-12 00:00:00,1,5d95d07b,cf0add75,825.0,True,False,,125.0,8.0,4.0,False,False,127.0,False,818.0,781.0,138.0,804.0,128.0,1a637d38,4.0,20a2730f,286810b8,127.0,,,8.0,,True,,,3.0,,,ENG,,F,,A,,3,,,,,F,,,,,
02211e5a-3f0,SCH2,2016-Feb-21 00:00:00,SUR5294,FOR5876,MID6402,PSUR4250,FSUR6525,205a050b-0e5,b89eac95-fe3,5ab02942-c,F,2018-Sep-27 00:00:00,1,87a737c5,b3adb1ee,769.0,False,False,False,128.0,8.0,,False,False,124.0,False,779.0,765.0,128.0,780.0,133.0,9cefc9f3,7.0,7b84c989,381917b5,128.0,,,8.0,3.0,False,,,3.0,,,ENG,,S,,C,,6,,1,,1,,,,1,,RE
022173c1-4fe,SCH2,2008-May-13 00:00:00,SUR5713,FOR6322,MID9880,PSUR2648,FSUR1719,d5845aa0-1e0,ee7184c0-ba9,7034dff0-d,M,2022-Aug-05 00:00:00,1,9427c833,572ea2ca,713.0,True,False,False,131.0,8.0,,False,False,118.0,False,793.0,712.0,127.0,770.0,142.0,de6a91d6,,cb0354ba,bd985722,119.0,,,8.0,2.0,False,,3.0,,,Y,PNJA,,S,,C,,4,,,,,,F,,,,RE
022306da-25f,SCH3,2020-Apr-10 00:00:00,SUR5319,FOR6099,MID5539,PSUR6380,FSUR3699,5356cfff-896,d0b36868-d1c,c83dc884-4,M,2018-Nov-10 00:00:00,1,0b332e62,0a32895f,708.0,True,False,False,130.0,8.0,,False,True,133.0,False,766.0,767.0,131.0,804.0,134.0,e47a3e7a,,d0bc57ca,90e2cbed,,,,7.0,,,,,,,,,,O,,,,5,,1,,2,,,3,E,,
0228116d-6b3,SCH6,2019-Jan-26 00:00:00,SUR3439,FOR5346,MID1490,PSUR5331,FSUR7316,f19431ab-a42,acd4abbb-861,f2119fea-0,F,2022-May-22 00:00:00,1,6768854b,33906708,829.0,True,False,False,126.0,8.0,,,False,133.0,False,765.0,806.0,130.0,770.0,118.0,245b1c0d,,1d873899,10a4990b,134.0,,,9.0,,,,,,,,ENG,,M,,C,,12,,,,,,,,,,
02332c43-1fe,SCH2,2010-Dec-12 00:00:00,SUR1720,FOR8858,MID8466,PSUR7967,FSUR8966,56891ffa-5ad,13becb71-17d,fa278628-d,M,2022-Dec-06 00:00:00,1,fa0ddb02,c6210495,796.0,False,True,True,127.0,8.0,,False,False,126.0,False,737.0,814.0,134.0,765.0,137.0,84f35f18,,2bf1900e,67090b88,127.0,,,8.0,3.0,,,,,,,ENG,N,M,,,,12,,2,,,,F,D,,,
023864e0-886,SCH5,2016-May-20 00:00:00,SUR9096,FOR3464,MID7757,PSUR6816,FSUR7290,e3b35cbe-f4a,b52f6e94-fca,f4cd8ef9-2,M,2023-Oct-30 00:00:00,1,282320f0,e60bf2ff,810.0,False,False,False,126.0,9.0,3.0,False,,133.0,,774.0,764.0,116.0,741.0,137.0,50aa041d,,3976e6f3,2cde09a6,128.0,,,8.0,3.0,,3.0,,,,,GER,,C,,,N,N1,,,4,,,L,,,,
0239b80f-bcc,SCH2,2019-Nov-26 00:00:00,SUR9851,FOR6930,MID8769,PSUR7843,FSUR2937,ce61fd1d-d2a,6e1f6de0-d65,d0b658b4-4,M,2019-Apr-08 00:00:00,1,4c1df643,5ef7b575,759.0,True,False,False,133.0,8.0,,False,False,127.0,False,813.0,815.0,132.0,802.0,133.0,a5b2ed8d,,1bb4de9d,c23fada5,132.0,,,8.0,,,,4.0,,,,ENG,,,,G,,14,,2,,3,,,,,,
023d6276-432,SCH6,2018-Nov-25 00:00:00,SUR6561,FOR2351,MID6179,PSUR5747,FSUR1413,76c3e692-07a,9e08e16a-29f,36515c89-6,M,2020-Mar-28 00:00:00,1,1894832b,fda3f7b3,754.0,,,False,128.0,7.0,,False,False,132.0,,819.0,751.0,138.0,757.0,132.0,4abf5627,,b4f537d1,aa278542,130.0,,,8.0,,,,3.0,3.0,"Sought, no reply",,ENG,,,,,K,12,,,,,,,,,,
02472728-188,SCH8,2015-Jun-09 00:00:00,SUR4087,FOR5106,MID6284,PSUR3006,FSUR2889,715b0747-4d4,b7ffd832-a7e,b71e58b6-4,M,2024-Jul-18 00:00:00,1,780b366d,cdd55469,791.0,True,False,False,122.0,8.0,,True,False,131.0,False,752.0,853.0,131.0,792.0,132.0,bef94a35,,2f8e6f9b,ab360bb7,130.0,,,8.0,,,,,,"Sought, no reply",U,BNG,,C,,,,R,,,,,,,,,,
024a1d5e-4cb,SCH7,2007-Oct-21 00:00:00,SUR2694,FOR9637,MID5534,PSUR2861,FSUR7548,27f03b11-796,8c48c6ff-d35,b12c4ad7-5,M,2022-Aug-25 00:00:00,1,c75df943,4241b1fd,775.0,False,True,False,127.0,8.0,,False,False,126.0,False,720.0,772.0,135.0,794.0,135.0,370c852f,,f756a246,29be1e13,135.0,,,8.0,3.0,True,,3.0,,,R,ENG,,,,,,5,,2,,2,,,,E,,
025d9a45-958,SCH1,2011-Sep-22 00:00:00,SUR5960,FOR7542,MID7915,PSUR1491,FSUR6885,d086aa1c-77f,5a527da6-f08,f8cef1ce-3,F,2024-Aug-28 00:00:00,1,74458cb2,7f903411,802.0,,False,True,137.0,7.0,3.0,False,False,136.0,False,836.0,729.0,126.0,725.0,124.0,63e96bf2,7.0,7c0905d6,3042e958,124.0,,,8.0,2.0,,3.0,2.0,3.0,,,ENG,,O,,C,,E1,,,,3,,,,,,RE
02601e4d-eb9,SCH4,2017-Sep-30 00:00:00,SUR1752,FOR4285,MID2193,PSUR7074,FSUR1002,06c3316c-4c6,0cc0ae76-98d,95258cca-6,F,2023-Nov-20 00:00:00,1,0581fc9b,cae403eb,,True,False,False,138.0,8.0,,False,False,127.0,False,784.0,752.0,125.0,782.0,135.0,b1f9781f,,9a5b6991,4e81805e,120.0,,,8.0,3.0,,2.0,,,"Sought, no reply",,GAL,O,S,,,,5,B,,,,,,,,,
026164da-0dc,SCH4,2013-Nov-27 00:00:00,SUR3042,FOR3550,MID2249,PSUR6698,FSUR9613,dffaf897-a7b,650a5181-499,cfbf6bb5-6,F,2024-Jun-29 00:00:00,1,a6999c79,55006625,793.0,True,False,True,122.0,,,False,False,137.0,False,793.0,808.0,135.0,828.0,126.0,28d21552,,f3e6bdd1,ef154e43,128.0,,,8.0,,True,3.0,3.0,,,,ENG,,S,,G,K,6,,,,,,,,,No,
0261dc1e-1d8,SCH4,2013-Sep-13 00:00:00,SUR8497,FOR5829,MID9043,PSUR3486,FSUR9329,66cdae4e-711,5fc031dd-05f,48fe4369-4,F,2022-Apr-10 00:00:00,1,3b8d3509,e7353f20,789.0,False,True,,130.0,,,False,False,130.0,False,758.0,771.0,127.0,745.0,136.0,40ad3b62,,5bf0fba3,952e4dfc,133.0,,,7.0,,True,,3.0,,"Sought, no reply",,ENG,,,,G,,10,,,,2,,O,,,,RE
0263fbd7-cea,SCH2,2016-Jan-07 00:00:00,SUR1583,FOR6492,MID6950,PSUR2904,FSUR5500,e5e30546-eec,ba5a426e-a79,d324f361-4,M,2023-Jan-29 00:00:00,1,eb26738b,c959d191,737.0,True,,False,133.0,,,True,False,140.0,False,784.0,784.0,124.0,754.0,131.0,4b5ea45d,,3f6b23e3,37baac1e,127.0,,,8.0,,,,,,No,,ENG,,,,R,,E2,8,,,,,,,,No,RE
0268dacb-f00,SCH1,2014-Oct-24 00:00:00,SUR9891,FOR9827,MID3628,PSUR2653,FSUR9210,4bdcd9d7-d36,232f13c5-f50,61fe4619-4,M,2021-Jan-01 00:00:00,1,4c696ac9,2fd26661,809.0,True,False,False,119.0,7.0,,False,False,132.0,False,802.0,733.0,132.0,806.0,119.0,cbbf52cd,,a14c5149,9489cb9f,138.0,,,9.0,,False,,,,,,ENG,,,,A,,9,1,,,,,,,,,RU
02693da2-0eb,SCH3,2018-Nov-27 00:00:00,SUR9707,FOR9358,MID4162,PSUR8127,FSUR7047,b4ab9a8b-1a4,364a2510-0d9,03cb39c8-a,M,2019-Jan-24 00:00:00,1,6379586e,a14eefa2,747.0,False,False,True,129.0,8.0,3.0,False,False,122.0,False,794.0,757.0,125.0,843.0,139.0,f52bf67c,,9b1be72c,c1ccda5e,129.0,,,,,,,,3.0,Yes,,ENG,,M,,,S,4,,,,2,,,,,,
027b55e4-bfd,SCH7,2013-Jul-27 00:00:00,SUR3511,FOR8455,MID3429,PSUR5805,FSUR5333,62a8a895-76c,cbb226cb-e22,c90d13ba-e,F,2023-Dec-15 00:00:00,1,cfeecd80,ced02dd7,781.0,,True,False,128.0,7.0,,False,False,134.0,False,764.0,787.0,130.0,812.0,136.0,765365c5,,90acd4b2,1bab0425,136.0,,6.0,8.0,,,,,3.0,,N,GAL,,M,,,,8,C,,,3,,,,,No,RB
027d46c2-4ac,SCH7,2019-Aug-14 00:00:00,SUR2800,FOR9352,MID8788,PSUR3112,FSUR2648,55c2a49e-44d,2c236925-71d,32747d51-a,F,2022-Aug-13 00:00:00,1,0935ceb1,8b22f2a9,,True,False,False,125.0,8.0,,False,,133.0,False,819.0,784.0,134.0,830.0,126.0,5ca2f21d,,47ea058b,f70eb736,126.0,,7.0,8.0,,,,3.0,,,,ENG,,,,A,,M,A*,,,,,,,D,,
0285fba6-041,SCH5,2010-Dec-16 00:00:00,SUR9466,FOR7815,MID4519,PSUR1370,FSUR3797,ff57f7c0-b50,fe4495fa-8e3,acefce50-6,F,2024-Oct-09 00:00:00,1,d3fbc4ae,126407d3,770.0,True,False,False,129.0,7.0,,False,False,131.0,,729.0,815.0,126.0,770.0,126.0,9d95dcf9,,15d62729,685d0220,127.0,,,8.0,,False,,,,Unsought,,ENG,,M,,,N,M,,,,,L,,,,,
02973d54-d3f,SCH8,2017-Oct-05 00:00:00,SUR6362,FOR1412,MID6198,PSUR3683,FSUR3186,1fa8d5f3-c10,49b86b14-3f8,aae33da1-3,M,2021-Jan-05 00:00:00,1,f28f9a1b,c19c8899,817.0,True,False,False,136.0,,,False,False,124.0,False,782.0,811.0,129.0,736.0,128.0,ac124409,,af9a497e,cd19250d,132.0,,,8.0,,,4.0,,,,N,,,C,,,N,M,,,,,O,,,,No,
029be0f8-b09,SCH7,2020-Apr-11 00:00:00,SUR2119,FOR6318,MID5849,PSUR7889,FSUR2858,25218faf-6b1,289df489-4db,df29ada6-5,M,2021-Apr-01 00:00:00,1,5f486f48,3df9ca0f,754.0,False,False,False,130.0,,,False,False,132.0,False,811.0,768.0,125.0,768.0,134.0,42e610ab,,9f67e077,8c94d883,135.0,,,,3.0,True,,,,,,GER,,C,,,K,5,,,,,L,,,,,
029cbebb-721,SCH3,2013-Aug-23 00:00:00,SUR5593,FOR2572,MID1156,PSUR7131,FSUR2305,cabbafc7-89a,3981a593-a91,ab6b7eda-0,F,2018-Oct-09 00:00:00,1,fd42fbb7,f8d1601c,827.0,False,False,False,128.0,8.0,,False,False,136.0,False,749.0,771.0,126.0,821.0,126.0,e7a95a4c,,98eaf228,9e3dd1d0,131.0,,,,3.0,False,,,,,,GER,,S,,,N,X,,1,7,3,,F,,,,RU
02a43603-c14,SCH5,2019-Apr-18 00:00:00,SUR4486,FOR3984,MID7224,PSUR7470,FSUR2343,e4e4b588-93f,c28fcc42-8f3,72b44b9e-f,F,2022-Jul-18 00:00:00,1,55c34e22,399d39c0,825.0,True,False,True,136.0,9.0,3.0,True,False,126.0,False,720.0,777.0,121.0,819.0,131.0,5cd9bb96,,60c45cef,c850d6e2,130.0,,,8.0,2.0,,,,,Unsought,,ENG,,,,,,13,,,,,,F,,1,Yes,
02ae48ca-353,SCH6,2012-May-05 00:00:00,SUR2887,FOR8343,MID5527,PSUR5080,FSUR1912,c5356272-798,73be2274-a2f,1275e5eb-3,F,2020-Jan-10 00:00:00,1,aaaa1a06,9ee48c17,773.0,True,False,False,126.0,9.0,3.0,False,False,138.0,False,774.0,749.0,131.0,774.0,123.0,1b84b31a,,f2900e4c,9c1b82e6,136.0,,,8.0,,,,3.0,,No,,,,M,,G,P,14,,,,1,O,,,,,
02b804eb-65b,SCH2,2015-Jul-12 00:00:00,SUR2631,FOR4977,MID9789,PSUR8300,FSUR1782,e4e23f46-ed0,d975dc49-28b,c62d0df3-6,F,2022-Dec-07 00:00:00,1,9891b8f6,5aaa90c5,776.0,True,False,False,127.0,,3.0,True,False,132.0,,766.0,780.0,127.0,797.0,120.0,48df1f49,,8664488b,4e81c2de,131.0,,,7.0,,,,,,,,CYM,,C,,,,2,,,A*,,,,,,,
02c424ff-3d9,SCH1,2019-Feb-18 00:00:00,SUR7718,FOR6772,MID4859,PSUR7171,FSUR2961,c3a10c94-76a,f53c2f15-05b,bac3e4cf-b,F,2023-Sep-18 00:00:00,1,8e2577da,64bcd900,789.0,False,False,True,135.0,9.0,,False,False,131.0,False,792.0,745.0,131.0,770.0,126.0,d1a7def8,,b25276ed,b90a39fe,137.0,,,8.0,,,,3.0,,,,,,,N,,,6,B,,F,,,,B,,No,
02c63205-76f,SCH7,2010-Mar-26 00:00:00,SUR7126,FOR2266,MID4263,PSUR4864,FSUR3346,2e53c47b-070,4028dc35-6ff,e92ba131-6,M,2024-Feb-17 00:00:00,1,d7615463,efc8648a,780.0,False,False,,122.0,9.0,,False,False,131.0,False,775.0,795.0,136.0,777.0,132.0,77975def,,a763afe0,07353fde,127.0,,,8.0,,,2.0,,,,,ENG,,,N,,,E2,,,,,,L,,,,
02caee4d-04a,SCH1,2015-Jan-02 00:00:00,SUR7807,FOR2967,MID2024,PSUR4517,FSUR4535,e8c185e1-72b,0aadf454-613,ad3405a0-8,F,2019-Mar-12 00:00:00,1,2101e669,cf3d4c4b,828.0,True,False,False,130.0,9.0,3.0,True,False,131.0,False,752.0,796.0,127.0,788.0,132.0,b635f929,,52a2507a,b5e53324,130.0,,,9.0,,,,,,,,CHI,,,,,E,9,,,,,,,7,,No,
02e79cdb-4e4,SCH6,2011-Apr-01 00:00:00,SUR9184,FOR1109,MID8680,PSUR7393,FSUR8200,8e1ff844-811,42a5a75d-62a,e4761737-4,F,2021-Feb-20 00:00:00,1,3b886fcd,df5fbd92,788.0,True,False,False,130.0,,,False,False,133.0,False,756.0,805.0,130.0,797.0,129.0,2d320e9d,,bdff2ac0,f98719d0,138.0,,,7.0,,True,2.0,,,Yes,,ENG,,,,,A,,,,9,,,F,,6,,
03021c5d-eb5,SCH3,2020-May-13 00:00:00,SUR7281,FOR8470,MID9931,PSUR6950,FSUR5607,4590d6a5-c64,c7b56aa6-477,b7c5ddb8-5,F,2021-Jun-26 00:00:00,1,31e3cb8f,eb4a653d,799.0,True,True,False,136.0,8.0,,True,False,128.0,False,792.0,773.0,123.0,760.0,127.0,82d84eb1,,2e9b1385,41ee0534,132.0,,11.0,8.0,,,,,,,,ENG,,M,,C,,2,,,,1,,,,,No,
0312d388-a0a,SCH3,2016-Nov-12 00:00:00,SUR2573,FOR9011,MID8910,PSUR8147,FSUR3190,e4488c68-c11,a8295dda-4ee,89ab9254-c,M,2022-Jun-01 00:00:00,1,15ec2067,fd80a50e,778.0,True,False,False,124.0,8.0,,False,False,127.0,,797.0,778.0,133.0,725.0,125.0,810e9267,,40fe1cb6,56925b47,134.0,,,,3.0,,,3.0,,,R,,,,,C,,14,,,,,,U,,,,
031d062d-c54,SCH7,2009-Oct-14 00:00:00,SUR1846,FOR8487,MID9768,PSUR1048,FSUR6861,c6450f28-1ca,bff86f13-088,48b7734e-4,F,2024-Apr-05 00:00:00,1,2311394e,43755ab8,812.0,False,False,True,131.0,8.0,,False,False,125.0,False,775.0,794.0,127.0,759.0,120.0,745106ac,,42685788,2f4110cc,133.0,,,8.0,,,,,,Unsought,,ENG,,,,N,,2,7,2,,1,L,,A*,,No,
032412b4-f07,SCH8,2018-May-08 00:00:00,SUR4850,FOR8799,MID6937,PSUR5169,FSUR9806,6c416b56-c1d,60f31545-3cf,6ec856e5-a,F,2021-Feb-10 00:00:00,1,0db131b3,60fa2ea9,798.0,True,False,False,132.0,8.0,,False,False,122.0,False,704.0,789.0,125.0,762.0,124.0,d3601ef7,,70362528,466d1899,133.0,,7.0,,3.0,,,,3.0,Yes,,CYM,,,,,,E2,,,8,,,,,,No,
0324d37b-e67,SCH8,2016-Jul-07 00:00:00,SUR3566,FOR9927,MID7440,PSUR9948,FSUR7868,5e4cc80f-c51,4e660032-bbf,23af56f2-b,M,2019-Aug-07 00:00:00,1,9ab7f1cd,1993ef86,790.0,False,False,False,127.0,8.0,3.0,False,False,132.0,False,794.0,768.0,132.0,800.0,124.0,f3efa0a9,,918bcbfd,22b94675,132.0,,,8.0,3.0,,,,,,,PRST,,M,N,A,,13,,,,,,,,,,RB
0328b124-b96,SCH3,2011-Dec-31 00:00:00,SUR5727,FOR3624,MID3796,PSUR3520,FSUR9685,891b90ee-118,2f3fd102-01d,077b374c-8,M,2024-Nov-17 00:00:00,1,7397f8bf,f2607982,799.0,True,False,False,126.0,8.0,,False,False,140.0,False,837.0,818.0,127.0,769.0,120.0,692b08ba,,0f26b726,7f7bff42,131.0,,,,,,3.0,,,No,,ENG,,C,,C,,N2,6,,8,,,,A,,,RB
033084dc-239,SCH2,2010-Jul-22 00:00:00,SUR8253,FOR2794,MID8986,PSUR6725,FSUR7563,5743f054-b39,83d56fd5-8fc,cedbfa99-4,F,2022-Sep-23 00:00:00,1,a583f682,59428fdf,773.0,True,False,True,128.0,8.0,,False,False,133.0,False,751.0,745.0,128.0,755.0,126.0,e27c7e71,,30c5c666,15dae437,120.0,,,8.0,2.0,,3.0,3.0,,Unsought,,GER,,,,G,E,N1,,,9,,,,,,,
