pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,extendedhours,eligibilitycode,dafindicator,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,expandedhours
021425e0-64f,SCH5,2013-May-18 00:00:00,SUR7776,FOR1214,MID2620,PSUR6867,FSUR6621,7265e2c3-137,b93d7826-587,750dc9b3-b,F,2022-Aug-09 00:00:00,1,07bbed58,ba7dbd2d,832.0,True,,True,132.0,False,False,efc64908,3.0,ade2fdf6,,,,,,ENG,,,,N,K,7,,,
02149e28-3dc,SCH5,2012-Jan-01 00:00:00,SUR4931,FOR7009,MID7135,PSUR4599,FSUR5554,74c7075b-e35,c557dc06-e6d,13274798-7,M,2021-May-12 00:00:00,1,c5f1f934,ac2e3ef2,796.0,False,False,False,137.0,True,False,0642a3d2,,393ff6c5,,,,,Y,CYM,,F,,,,R,,,
02211e5a-3f0,SCH2,2016-Feb-21 00:00:00,SUR5294,FOR5876,MID6402,PSUR4250,FSUR6525,205a050b-0e5,b89eac95-fe3,5ab02942-c,F,2018-Sep-27 00:00:00,1,57286778,973e63bc,813.0,True,True,False,133.0,True,True,f810da5d,10.0,0155bd14,,8.0,,,,GER,,,N,,E,X,,,
022173c1-4fe,SCH2,2008-May-13 00:00:00,SUR5713,FOR6322,MID9880,PSUR2648,FSUR1719,d5845aa0-1e0,ee7184c0-ba9,7034dff0-d,M,2022-Aug-05 00:00:00,1,802b3559,e3a0b713,741.0,True,False,False,120.0,False,False,15133af0,,caa8561c,,,False,,,ENG,,C,,,,14,,,
022306da-25f,SCH3,2020-Apr-10 00:00:00,SUR5319,FOR6099,MID5539,PSUR6380,FSUR3699,5356cfff-896,d0b36868-d1c,c83dc884-4,M,2018-Nov-10 00:00:00,1,d7f966fa,1404c40d,814.0,True,,,133.0,False,False,5e2f824c,,e59be7f1,,,,,,ENG,,C,,R,N,3,,,
0228116d-6b3,SCH6,2019-Jan-26 00:00:00,SUR3439,FOR5346,MID1490,PSUR5331,FSUR7316,f19431ab-a42,acd4abbb-861,f2119fea-0,F,2022-May-22 00:00:00,1,13e33880,7ae9cb81,794.0,False,,False,126.0,False,False,d0e907bc,,99d767ff,,,,,,CYM,,C,,C,,12,,,
02332c43-1fe,SCH2,2010-Dec-12 00:00:00,SUR1720,FOR8858,MID8466,PSUR7967,FSUR8966,56891ffa-5ad,13becb71-17d,fa278628-d,M,2022-Dec-06 00:00:00,1,bf1d0970,c94c9cea,813.0,,False,False,124.0,True,False,6eceef17,,9cfc25be,,,,,,ENG,N,F,,G,,4,,,
023864e0-886,SCH5,2016-May-20 00:00:00,SUR9096,FOR3464,MID7757,PSUR6816,FSUR7290,e3b35cbe-f4a,b52f6e94-fca,f4cd8ef9-2,M,2023-Oct-30 00:00:00,1,a1beb3a0,f31d7de1,802.0,,False,,136.0,,False,3b1c80ff,,8778220e,,,,,,ENG,,,,G,,14,,RE,
0239b80f-bcc,SCH2,2019-Nov-26 00:00:00,SUR9851,FOR6930,MID8769,PSUR7843,FSUR2937,ce61fd1d-d2a,6e1f6de0-d65,d0b658b4-4,M,2019-Apr-08 00:00:00,1,20c041be,f32628ba,807.0,True,True,False,126.0,,False,fde97c49,,93be59aa,,,,No,,,,S,N,A,A,12,,RU,
023d6276-432,SCH6,2018-Nov-25 00:00:00,SUR6561,FOR2351,MID6179,PSUR5747,FSUR1413,76c3e692-07a,9e08e16a-29f,36515c89-6,M,2020-Mar-28 00:00:00,1,d50a8e5d,8476c831,763.0,True,False,False,130.0,False,False,b155bd68,9.0,02fd2fdd,,,False,"Sought, no reply",R,CYM,,O,,,,8,,,
023fe18f-244,SCH2,2017-Oct-23 00:00:00,SUR4759,FOR1536,MID5060,PSUR3132,FSUR5457,b33e62cd-b95,b2b204a0-299,41e05312-c,M,2025-Jun-24 00:00:00,1,4893f9d1,a2174638,785.0,True,False,False,130.0,,False,a8400867,,670df290,,,,,,PRST,,,,,S,5,Yes,,
02472728-188,SCH8,2015-Jun-09 00:00:00,SUR4087,FOR5106,MID6284,PSUR3006,FSUR2889,715b0747-4d4,b7ffd832-a7e,b71e58b6-4,M,2024-Jul-18 00:00:00,1,b7a36245,e6f8d825,842.0,True,,False,121.0,False,True,004a93be,3.0,ad767cbb,,,,,,,,O,,R,E,R,No,RE,
024a1d5e-4cb,SCH7,2007-Oct-21 00:00:00,SUR2694,FOR9637,MID5534,PSUR2861,FSUR7548,27f03b11-796,8c48c6ff-d35,b12c4ad7-5,M,2022-Aug-25 00:00:00,1,09acd2e3,6da1224e,733.0,True,False,False,128.0,False,True,a9610f9a,,851073e3,7.0,,,,,ENG,,,,R,S,14,,,
025d9a45-958,SCH1,2011-Sep-22 00:00:00,SUR5960,FOR7542,MID7915,PSUR1491,FSUR6885,d086aa1c-77f,5a527da6-f08,f8cef1ce-3,F,2024-Aug-28 00:00:00,1,c2e23188,a898a66d,789.0,False,,False,133.0,,False,34e3193a,,57eb6e31,,,,,,ENG,,,,G,S,10,,,
02601e4d-eb9,SCH4,2017-Sep-30 00:00:00,SUR1752,FOR4285,MID2193,PSUR7074,FSUR1002,06c3316c-4c6,0cc0ae76-98d,95258cca-6,F,2023-Nov-20 00:00:00,1,139d7d16,83812cde,772.0,False,True,False,130.0,False,False,5e93343f,,402363ff,,,False,No,,ENG,,C,N,,E,M,,,
026164da-0dc,SCH2,2013-Nov-27 00:00:00,SUR3042,FOR3550,MID2249,PSUR6698,FSUR9613,dffaf897-a7b,650a5181-499,cfbf6bb5-6,F,2024-Dec-25 00:00:00,1,a457ba24,1bdcfc15,791.0,True,False,False,122.0,False,False,e56515c4,,3e17189f,,,,,R,ENG,,,,C,P,7,,,
0261dc1e-1d8,SCH4,2013-Sep-13 00:00:00,SUR8497,FOR5829,MID9043,PSUR3486,FSUR9329,66cdae4e-711,5fc031dd-05f,48fe4369-4,F,2022-Apr-10 00:00:00,1,56305e11,cc2c18ba,793.0,False,False,False,141.0,False,False,148c0264,,3fb9ee0f,,,,,,ENG,,,,C,,N1,No,,
0263fbd7-cea,SCH2,2016-Jan-07 00:00:00,SUR1583,FOR6492,MID6950,PSUR2904,FSUR5500,e5e30546-eec,ba5a426e-a79,d324f361-4,M,2023-Jan-29 00:00:00,1,53eb52d5,f9c631da,832.0,True,False,False,127.0,False,False,1f544efb,7.0,0c31b184,,,,,,ENG,,,,,S,14,,,
026454d0-0e3,SCH7,2018-Feb-18 00:00:00,SUR7242,FOR3027,MID3985,PSUR4728,FSUR8344,5e272ee3-bdd,e428313e-54d,4e0686bd-c,M,2025-Jun-16 00:00:00,1,d7847c62,7a509273,778.0,True,False,False,132.0,,False,3b3ecd0f,,b79b680b,,,,"Sought, no reply",,ENG,,M,N,,K,2,No,,
0268dacb-f00,SCH1,2014-Oct-24 00:00:00,SUR9891,FOR9827,MID3628,PSUR2653,FSUR9210,4bdcd9d7-d36,232f13c5-f50,61fe4619-4,M,2021-Jan-01 00:00:00,1,dc7a173e,80afbca6,804.0,,False,False,130.0,False,False,d254ec92,,b9a4f95d,,,False,,,ENG,,,,,,6,No,,
02693da2-0eb,SCH3,2018-Nov-27 00:00:00,SUR9707,FOR9358,MID4162,PSUR8127,FSUR7047,b4ab9a8b-1a4,364a2510-0d9,03cb39c8-a,M,2019-Jan-24 00:00:00,1,19e494a3,b3026644,724.0,True,,False,125.0,,False,8363617e,,cc0da9c0,,,,,,ENG,,,,R,N,4,No,,
026cc4d1-17a,SCH1,2017-Jan-09 00:00:00,SUR1408,FOR6344,MID7729,PSUR4630,FSUR3150,02842e32-625,4f578f1f-f67,e68a6ca4-3,F,2025-Jul-05 00:00:00,1,2fed818f,84039198,752.0,,False,False,136.0,,False,41325cf5,,16f2f891,,,,,,ENG,,,,,N,E2,,,
027b55e4-bfd,SCH7,2013-Jul-27 00:00:00,SUR3511,FOR8455,MID3429,PSUR5805,FSUR5333,62a8a895-76c,cbb226cb-e22,c90d13ba-e,F,2023-Dec-15 00:00:00,1,921f1a9d,5dafbc30,828.0,True,False,True,138.0,False,False,ea401f32,,95ea8ed4,,,,,,ENG,,,,,S,1,,,
027d46c2-4ac,SCH7,2019-Aug-14 00:00:00,SUR2800,FOR9352,MID8788,PSUR3112,FSUR2648,55c2a49e-44d,2c236925-71d,32747d51-a,F,2022-Aug-13 00:00:00,1,c5273e51,85189bc4,821.0,True,False,False,128.0,False,False,b2e695c6,,0df0ba40,,,,,R,ENG,N,S,,R,,13,,,
0285fba6-041,SCH5,2010-Dec-16 00:00:00,SUR9466,FOR7815,MID4519,PSUR1370,FSUR3797,ff57f7c0-b50,fe4495fa-8e3,acefce50-6,F,2024-Oct-09 00:00:00,1,201cef68,1c2afff5,788.0,False,False,False,130.0,False,,64a672b7,6.0,478507dc,,,,,,ENG,,O,,,,7,,,
02973d54-d3f,SCH8,2017-Oct-05 00:00:00,SUR6362,FOR1412,MID6198,PSUR3683,FSUR3186,1fa8d5f3-c10,49b86b14-3f8,aae33da1-3,M,2021-Jan-05 00:00:00,1,efd4e0da,850f6ce5,800.0,True,False,False,127.0,False,False,212c63dd,,8cb81ade,,,False,,,CYM,,,,A,,13,,,
029be0f8-b09,SCH7,2020-Apr-11 00:00:00,SUR2119,FOR6318,MID5849,PSUR7889,FSUR2858,25218faf-6b1,289df489-4db,df29ada6-5,M,2021-Apr-01 00:00:00,1,4caee3a2,6206a923,759.0,True,False,False,126.0,False,False,9174e11b,,8ba54189,,,,,,ENG,,,,A,,4,,,
029cbebb-721,SCH3,2013-Aug-23 00:00:00,SUR5593,FOR2572,MID1156,PSUR7131,FSUR2305,cabbafc7-89a,3981a593-a91,ab6b7eda-0,F,2018-Oct-09 00:00:00,1,25155849,340426ba,739.0,True,,False,122.0,False,,a2979eed,,5ec84b50,,,,,,ENG,,,,,P,9,,,
029fe010-75c,SCH6,2011-Apr-19 00:00:00,SUR7060,FOR5868,MID5262,PSUR4940,FSUR2900,e569c4e2-4e1,54d8149f-b6c,4ddb8537-8,M,2025-May-08 00:00:00,1,a3b003ce,a6a3347e,776.0,True,True,False,129.0,False,,5b348928,,75352a83,,,,"Sought, no reply",,ENG,O,,,,S,E2,,,
02a43603-c14,SCH5,2019-Apr-18 00:00:00,SUR4486,FOR3984,MID7224,PSUR7470,FSUR2343,e4e4b588-93f,c28fcc42-8f3,72b44b9e-f,F,2022-Jul-18 00:00:00,1,60272952,36ce358a,770.0,False,False,True,135.0,False,False,025d4eed,,c7fa1ca6,,,,,,ENG,,,N,,,12,,,5.0
02ae48ca-353,SCH6,2012-May-05 00:00:00,SUR2887,FOR8343,MID5527,PSUR5080,FSUR1912,c5356272-798,73be2274-a2f,1275e5eb-3,F,2020-Jan-10 00:00:00,1,28c44181,280c8ade,843.0,False,False,,135.0,False,False,8456307a,,348f1289,6.0,,,,,ENG,N,,,,P,9,,,
02af3d49-289,SCH2,2019-Apr-28 00:00:00,SUR2656,FOR7531,MID9607,PSUR9454,FSUR6835,c3caa9d0-9a8,e08a7826-ba4,3fb0e02a-0,F,2025-Mar-31 00:00:00,1,b92276be,50b8cab6,746.0,False,True,False,140.0,False,False,1b6c4c13,,7bf4b532,,,,,,ENG,,M,,,,9,,RU,
02b3c175-1f7,SCH7,2008-Apr-26 00:00:00,SUR8772,FOR3122,MID2166,PSUR8759,FSUR4259,77b05ff1-b2a,9813da42-530,1eb9029e-2,M,2025-Jun-20 00:00:00,1,2b196a0d,0640f366,774.0,True,False,True,133.0,False,False,fec51ef3,,f2f97e66,,,,,,GAL,,C,,,,7,No,RO,
02b804eb-65b,SCH2,2015-Jul-12 00:00:00,SUR2631,FOR4977,MID9789,PSUR8300,FSUR1782,e4e23f46-ed0,d975dc49-28b,c62d0df3-6,F,2022-Dec-07 00:00:00,1,f1f1fae1,33924aee,823.0,,False,False,126.0,False,False,c265d3ad,,c3d42466,,,,,,,,S,,G,,10,,,
02ba1dc3-fdb,SCH1,2012-Sep-26 00:00:00,SUR6925,FOR7719,MID4931,PSUR6990,FSUR7926,c500cb9e-4c7,6e0b3f4c-511,f475d2b5-f,M,2025-May-01 00:00:00,1,c98f4960,064fd1f0,808.0,True,False,False,121.0,False,False,f9459a7d,,d0cd537a,,,,,,ENG,N,M,,G,A,N2,,RB,
02beb3be-9f3,SCH3,2011-Apr-17 00:00:00,SUR5748,FOR2668,MID1382,PSUR1633,FSUR5691,34ed9774-615,387cd040-1dd,f6088da4-9,F,2025-Mar-11 00:00:00,1,465ef006,cc009960,828.0,False,True,False,125.0,False,False,6b96dfe1,,814fa387,,,,,,ENG,,,,,A,7,,RU,
02c02df8-83a,SCH4,2015-Jul-21 00:00:00,SUR8973,FOR6765,MID5350,PSUR1431,FSUR3397,95f9a607-9a6,35af82af-e0f,59956908-3,F,2025-Jan-06 00:00:00,1,bd1d337a,c88dc8bc,865.0,True,False,False,134.0,True,True,e0e360fa,,6d362529,,,,,,,,,,R,S,11,No,,10.0
02c424ff-3d9,SCH1,2019-Feb-18 00:00:00,SUR7718,FOR6772,MID4859,PSUR7171,FSUR2961,c3a10c94-76a,f53c2f15-05b,bac3e4cf-b,F,2023-Sep-18 00:00:00,1,1e59f10e,45b702fe,730.0,True,False,False,131.0,True,,f59641e2,,510b2cdb,,,,Unsought,,ENG,,,,,S,E1,,,
02c63205-76f,SCH7,2010-Mar-26 00:00:00,SUR7126,FOR2266,MID4263,PSUR4864,FSUR3346,2e53c47b-070,4028dc35-6ff,e92ba131-6,M,2024-Feb-17 00:00:00,1,1d173fd2,f0a4afeb,773.0,True,False,False,130.0,False,False,eb66ba8f,,e634be19,,,,Yes,N,CYM,O,O,,N,,4,,,
02caee4d-04a,SCH1,2015-Jan-02 00:00:00,SUR7807,FOR2967,MID2024,PSUR4517,FSUR4535,e8c185e1-72b,0aadf454-613,ad3405a0-8,F,2019-Mar-12 00:00:00,1,1dfad1a9,e973b67e,752.0,True,False,False,130.0,False,False,06b70078,,1385e0fe,,,,,,GAL,,F,,,E,7,No,,
02e79cdb-4e4,SCH6,2011-Apr-01 00:00:00,SUR9184,FOR1109,MID8680,PSUR7393,FSUR8200,8e1ff844-811,42a5a75d-62a,e4761737-4,F,2021-Feb-20 00:00:00,1,af29ec59,89d025d3,793.0,True,False,False,130.0,False,False,dca9a8db,,b7fc6b6c,,,,No,,ENG,,,,A,K,N1,,,
03021c5d-eb5,SCH3,2020-May-13 00:00:00,SUR7281,FOR8470,MID9931,PSUR6950,FSUR5607,4590d6a5-c64,c7b56aa6-477,b7c5ddb8-5,F,2021-Jun-26 00:00:00,1,46c6844b,08c788a7,780.0,True,True,,134.0,False,True,97489ff0,,f85c7a69,,,,,,ENG,,,,,,2,,,
0312d388-a0a,SCH3,2016-Nov-12 00:00:00,SUR2573,FOR9011,MID8910,PSUR8147,FSUR3190,e4488c68-c11,a8295dda-4ee,89ab9254-c,M,2022-Jun-01 00:00:00,1,abf848fc,e3bedb72,802.0,True,False,False,123.0,False,False,caad6020,,0d5a0390,,,,,U,ENG,,,,A,,N1,No,,
031d062d-c54,SCH7,2009-Oct-14 00:00:00,SUR1846,FOR8487,MID9768,PSUR1048,FSUR6861,c6450f28-1ca,bff86f13-088,48b7734e-4,F,2024-Apr-05 00:00:00,1,f2bd9ab9,f7291893,770.0,True,True,False,139.0,False,False,80b3ae2a,,9c422081,,,False,Unsought,,ENG,,M,,,,11,,RE,
032412b4-f07,SCH8,2018-May-08 00:00:00,SUR4850,FOR8799,MID6937,PSUR5169,FSUR9806,6c416b56-c1d,60f31545-3cf,6ec856e5-a,F,2021-Feb-10 00:00:00,1,9442f591,660adc78,844.0,False,False,True,127.0,False,False,55ecae52,,739f1fc1,,,,,,PNJA,,M,,N,,3,,,
0324d37b-e67,SCH8,2016-Jul-07 00:00:00,SUR3566,FOR9927,MID7440,PSUR9948,FSUR7868,5e4cc80f-c51,4e660032-bbf,23af56f2-b,M,2019-Aug-07 00:00:00,1,fc46b596,cdbe25df,802.0,True,True,False,131.0,False,False,d2ee0394,,243ce64a,,,,Unsought,,GER,,M,,N,K,9,,,
0328b124-b96,SCH3,2011-Dec-31 00:00:00,SUR5727,FOR3624,MID3796,PSUR3520,FSUR9685,891b90ee-118,2f3fd102-01d,077b374c-8,M,2024-Nov-17 00:00:00,1,13295f51,9698b5b9,781.0,,True,False,126.0,False,False,13b9551f,5.0,dda3128b,,,,,,ENG,N,,,,S,10,,,
033084dc-239,SCH2,2010-Jul-22 00:00:00,SUR8253,FOR2794,MID8986,PSUR6725,FSUR7563,5743f054-b39,83d56fd5-8fc,cedbfa99-4,F,2022-Sep-23 00:00:00,1,1c2eb7fa,eb6960f8,781.0,False,False,False,132.0,False,False,d3b09018,,10854538,9.0,,,Unsought,,ENG,,O,,,N,11,,,
03319d83-ceb,SCH7,2014-Nov-17 00:00:00,SUR3787,FOR1695,MID5119,PSUR8620,FSUR1017,a394c33c-a10,562ae85a-1b7,ce3a7a78-b,M,2018-Sep-02 00:00:00,1,ec06a036,eb89db17,809.0,True,False,False,128.0,False,,5e437b18,,142cd22e,,,,,,ENG,,,N,,A,13,,,
033ccabe-2a5,SCH3,2008-Feb-06 00:00:00,SUR3248,FOR8485,MID7798,PSUR2347,FSUR6829,b58aec96-320,0e6319f1-89f,35ac833f-c,M,2019-Jan-03 00:00:00,1,29afa2d4,e86ed547,706.0,,False,False,132.0,False,False,a3ca3ef8,,92f5e5e1,,,,,N,ENG,,M,,G,K,9,,,
0343c16b-50a,SCH8,2020-Aug-22 00:00:00,SUR5638,FOR1033,MID8108,PSUR3898,FSUR2346,8fcc2e75-7f9,df1b63a4-9ac,8f7da5bf-3,M,2024-Jun-23 00:00:00,1,1b8d7b6f,70df1a18,789.0,False,False,False,131.0,,False,2ad1538d,7.0,fab6e2af,,,,,,ENG,,M,,,N,E1,,,
034cb7c9-676,SCH8,2017-Aug-28 00:00:00,SUR6711,FOR1630,MID8368,PSUR4178,FSUR8850,bc35dcd4-829,fbf51be8-aab,461c9922-8,F,2021-Aug-29 00:00:00,1,f6673c0f,65b11553,772.0,True,False,False,130.0,False,False,d37b7bb7,,5df96734,,,False,,N,PNJA,N,F,,N,,14,No,,
03508675-23b,SCH1,2013-Jun-04 00:00:00,SUR2534,FOR9324,MID5260,PSUR7879,FSUR4099,46c9b0e0-9c8,ed193217-426,8df5bec8-f,F,2021-Mar-16 00:00:00,1,a3fc8c01,d641634a,792.0,False,False,True,130.0,False,False,097c29bc,,1c34ea54,,,,,,ENG,,C,,,,M,,RE,
0358ce97-e33,SCH2,2016-Jul-16 00:00:00,SUR7469,FOR4831,MID7180,PSUR8214,FSUR1720,3208f50c-14a,2eed7c41-98c,7da10725-f,M,2025-Jul-06 00:00:00,1,b0faf2d1,2f086a74,767.0,True,False,False,120.0,False,False,6a1bdda9,,39773e01,,,,Yes,,ENG,,S,,C,,8,,,
035cbfb4-b5d,SCH7,2019-May-28 00:00:00,SUR1873,FOR5358,MID9884,PSUR1848,FSUR4177,8440b6c5-c23,02228664-28b,a8187155-e,M,2021-Jul-20 00:00:00,1,b2b7e9dc,cd4035e2,729.0,False,,True,128.0,False,False,f8f93f44,,8cbbfc3a,,,,,,CYM,,M,,,,M,,,
035e1118-911,SCH6,2017-Jul-12 00:00:00,SUR4911,FOR5969,MID3617,PSUR6104,FSUR7448,5f49819e-e4e,88c9c9c0-615,6856521e-b,M,2024-Mar-12 00:00:00,1,d688deff,8fc321ad,762.0,False,True,False,132.0,,False,5506e43c,,d992abc2,,,,,,GER,,,,C,,4,,,
0365b3e3-d3d,SCH4,2019-Jul-04 00:00:00,SUR2902,FOR4424,MID2769,PSUR3661,FSUR2046,d39f24a7-394,ff5409f7-585,8b15cdcb-4,F,2024-Jun-26 00:00:00,1,40d0f59c,4441b0fe,778.0,,False,False,135.0,False,False,55194c7c,9.0,b7c81cd4,,,,,,ENG,,,,,S,M,,RU,
036af847-83a,SCH6,2008-Dec-05 00:00:00,SUR7134,FOR9344,MID7183,PSUR8168,FSUR7434,6647404e-915,95993d64-7c2,528024db-9,F,2024-Oct-03 00:00:00,1,8f41f932,c73d54c6,751.0,True,False,False,125.0,False,False,743f18e4,,a5dbc927,,,,,,PNJA,,O,,,,13,Yes,RU,
036bfa4a-8df,SCH5,2019-Nov-01 00:00:00,SUR1748,FOR8208,MID3365,PSUR4382,FSUR7687,b3a15813-6d4,76720c09-302,5a2b6cb3-6,M,2023-Jan-03 00:00:00,1,f5d4e994,b18f6b26,747.0,,False,False,134.0,False,False,097c716e,10.0,c9b36731,7.0,,,,N,ENG,,,,,,13,,,
036f291d-5ab,SCH8,2014-Mar-27 00:00:00,SUR7132,FOR5935,MID2896,PSUR9378,FSUR7387,e44c3b10-955,59dddfb6-9f5,d19d06d4-c,F,2022-May-29 00:00:00,1,ae176ec1,fb1c321e,787.0,True,False,True,133.0,True,False,097ac5ab,,f4262db3,,,,,,ENG,,O,,,,13,,,
037ffda4-4df,SCH7,2017-Jun-04 00:00:00,SUR8467,FOR9817,MID1307,PSUR3662,FSUR9220,56bd3c4e-665,20da1084-0fe,f041edd7-f,M,2021-Jan-15 00:00:00,1,0b361204,23900e8f,773.0,True,False,,131.0,False,False,1755f24c,,927783fb,,,False,,R,GAL,,M,,C,,5,,,
038be476-cc3,SCH5,2015-Oct-30 00:00:00,SUR2306,FOR9418,MID6295,PSUR1285,FSUR8643,fa77b894-e74,3d431b1a-ac9,25aefa1c-7,M,2020-Nov-03 00:00:00,1,3f76f2eb,66cd5952,779.0,True,False,True,127.0,False,False,5a5b87a8,,d62babfe,,,,,,CYM,,S,,,,1,,,
038c2e27-cab,SCH8,2018-Sep-14 00:00:00,SUR6856,FOR8386,MID9255,PSUR1613,FSUR4466,6b9bbfbb-fc4,bbef2a43-859,e252b4be-1,M,2021-Jan-20 00:00:00,1,d199772d,6ebf7958,803.0,True,True,False,133.0,,False,318e5913,8.0,add88861,,,False,,,ENG,,S,,N,E,N2,,,
03ac5370-389,SCH8,2018-Apr-26 00:00:00,SUR6879,FOR1732,MID1728,PSUR9652,FSUR8226,f2b300ed-199,7c2ea30d-515,7da94d16-6,M,2022-Apr-21 00:00:00,1,da6d0f77,e56ef718,776.0,False,False,False,127.0,False,False,4ca1fa10,,4724d95b,,,,,,ENG,,,,,K,1,,,
03b38cf3-f0f,SCH8,2015-Apr-18 00:00:00,SUR3231,FOR9636,MID2116,PSUR5300,FSUR5335,9d36d26b-8f5,b13bfae3-bfd,62f4dd42-1,F,2023-Dec-02 00:00:00,1,7b32acb4,ef2edebb,790.0,True,False,False,131.0,False,False,b718d39b,,0e167882,,,,,,ENG,,,,,E,3,No,,7.0
03b8842c-a6f,SCH6,2009-Nov-23 00:00:00,SUR4669,FOR7140,MID3815,PSUR9790,FSUR4283,de90ed23-dfc,19a50bdb-7ac,171d99b2-1,F,2022-Jun-04 00:00:00,1,82b733a6,27f7e817,805.0,True,False,True,134.0,False,True,fbfc9815,,dc2358ac,,,,,,ENG,,,,G,,11,,RO,
03c8f697-4e8,SCH7,2020-Mar-23 00:00:00,SUR7131,FOR9599,MID4817,PSUR8790,FSUR5599,37983cab-fd8,563a2fe5-70c,4d9d345f-9,M,2020-Jun-21 00:00:00,1,d3dd24cb,ca791289,805.0,True,,False,123.0,True,True,2c78d35f,,0b294920,,,,,,,,M,,,,14,No,,
03cfdbb9-b8d,SCH8,2013-Nov-09 00:00:00,SUR7464,FOR4530,MID6602,PSUR8765,FSUR9381,e864e267-716,10becab7-6fd,e5b1d16c-9,M,2019-Jan-10 00:00:00,1,8071dd21,cfbf92b0,824.0,True,True,False,124.0,False,False,4517ec28,,48256417,,,,,,ENG,,C,,,,1,,,
03d32e11-910,SCH8,2018-Nov-15 00:00:00,SUR7158,FOR5224,MID4917,PSUR5041,FSUR2521,bb9f309e-1bb,c58e7b39-e34,2639e13e-d,M,2025-Feb-25 00:00:00,1,a59b4fd3,cbb25f4f,802.0,False,False,False,129.0,False,False,aa45a880,,45086362,,,,,,ENG,,O,,,,14,Yes,,
03d764f9-164,SCH7,2019-Aug-26 00:00:00,SUR7171,FOR9560,MID6629,PSUR7759,FSUR8796,247c2f03-f1c,0761338b-c1e,6fcff899-5,F,2020-May-18 00:00:00,1,9f95277d,707a606b,791.0,True,False,False,135.0,True,False,39e215c5,,cda18e35,,,False,,,ENG,,C,,N,,N2,,,
03efad7b-c2a,SCH5,2015-Oct-04 00:00:00,SUR1314,FOR6657,MID6164,PSUR7304,FSUR3710,cef72d60-77c,5ab88f8d-6ca,922d1645-4,M,2023-Dec-03 00:00:00,1,05903656,a15071e0,737.0,True,False,True,132.0,True,,4895b4c8,,ebe87ded,,,,,Y,ENG,,O,,,,6,,,
03f40606-28a,SCH6,2019-Nov-12 00:00:00,SUR5753,FOR9622,MID5134,PSUR8849,FSUR5881,df0d07fd-b10,90e3e5b6-fe7,bde354ce-e,M,2019-Jun-04 00:00:00,1,e27192c6,95413b02,831.0,True,True,,131.0,True,False,29548cbe,,0dfa4812,,,,,,ENG,,M,,R,P,7,,,
03f81b6c-532,SCH8,2016-Apr-25 00:00:00,SUR5763,FOR1011,MID6087,PSUR5688,FSUR4454,b01f87ba-be4,9cacfcba-ae1,240b08fc-e,F,2023-May-15 00:00:00,1,fa21c722,3f0df84d,735.0,True,False,False,128.0,False,False,6c39098d,,3cc51011,,,False,,,ENG,,,,,N,8,,RO,
0402d2d6-c8d,SCH2,2009-Jul-17 00:00:00,SUR2291,FOR3370,MID3016,PSUR3783,FSUR8530,92e7a97d-cb1,0bda0f02-c49,94ace91c-0,F,2025-Jun-09 00:00:00,1,bceada31,3d8bcd9b,745.0,True,True,False,126.0,False,False,6db7d914,,5bc74909,,,,,,ENG,,F,N,,N,X,,,6.0
04051d11-e3f,SCH8,2017-Dec-26 00:00:00,SUR1559,FOR9203,MID1531,PSUR4834,FSUR4435,268e7c25-e6d,c520aad0-62d,7158ad17-5,M,2025-Feb-27 00:00:00,1,0de77f96,223cf337,748.0,True,False,False,138.0,False,,6a25f4bc,,0b0797e1,,,,,,ENG,N,O,,,,4,,,
040e8bcd-133,SCH4,2010-Dec-24 00:00:00,SUR2315,FOR9727,MID8501,PSUR9485,FSUR3814,3ad19fd3-eff,491ecbc8-426,078645c1-8,F,2024-May-05 00:00:00,1,f6b6e574,5c925c4b,815.0,True,True,False,127.0,False,False,726f9382,,e9501eb5,,,,,,ENG,,F,,,,13,,,
0418c456-17a,SCH2,2018-Aug-19 00:00:00,SUR9940,FOR8747,MID1100,PSUR2625,FSUR3364,ad8e571f-f8e,c174fbd7-a4b,8ab0aabe-e,M,2025-Jan-22 00:00:00,1,6e150d57,39138ab9,777.0,True,False,False,125.0,False,False,48463a03,9.0,dcd0a1ac,,,,,,ENG,N,,,,N,10,No,RE,
043bd800-c91,SCH6,2015-Jan-13 00:00:00,SUR8605,FOR8923,MID6737,PSUR9790,FSUR4628,4ae082d9-faf,741b00c2-e86,3ecb4e37-c,M,2025-Mar-04 00:00:00,1,561df8b6,335ede20,800.0,False,False,False,132.0,False,False,479cfd88,,c4967984,,,,,,GAL,,M,,G,,E2,,,
0444604c-694,SCH2,2015-Nov-18 00:00:00,SUR3354,FOR3506,MID6706,PSUR1806,FSUR9797,b910e631-482,8fc3c449-332,1ea00661-3,M,2024-Apr-03 00:00:00,1,3cb58ae3,bc003417,778.0,True,False,,138.0,False,,09eaa68d,,1434c84f,,,,,,ENG,,,,,S,12,,,
